index,name,state,city,county,enrollment,mmr,overall,xmed,xrel,xper,lat,lng
752,Sunnycrest Elementary,Washington,Lake Stevens,Snohomish,127,91.34,87.4,0,0,3.94,48.0271408,-122.0971108
753,Immaculate Conception Regional,Washington,Mount Vernon,Skagit,23,91.3,91.3,0,0,4.35,48.4220409,-122.3238461
754,St. Thomas More,Washington,Lynnwood,Snohomish,23,91.3,91.3,0,0,0,47.8399907,-122.3207221
755,Woodinville Montessori,Washington,Bothell,King,46,91.3,86.96,6.52,0,6.52,47.7668881,-122.1832561
756,Mt View Elementary,Washington,Edgewood,Pierce,57,91.23,82.46,1.75,1.75,3.51,47.2260507,-122.2715472
757,Washington Elementary,Washington,Vancouver,Clark,57,91.23,89.47,3.51,0,3.51,45.6438929,-122.6523933
758,Lincoln Elementary,Washington,Ellensburg,Kittitas,91,91.21,84.62,0,0,3.3,46.9908438,-120.539816
759,Brighton,Washington,Lynnwood,Snohomish,34,91.18,91.18,0,0,2.94,47.8015434,-122.3124006
760,Glenwood Heights Primary,Washington,Vancouver,Clark,170,91.18,87.06,1.18,0.59,8.24,45.7190505,-122.5719576
761,Ocosta Elementary,Washington,Westport,Grays Harbor,34,91.18,85.29,0,0,2.94,46.863819,-124.1017709
762,Somerset Elementary,Washington,Bellevue,King,68,91.18,80.88,1.47,0,5.88,47.5633298,-122.1517677
763,Prune Hill Elementary,Washington,Camas,Clark,79,91.14,89.87,0,3.8,6.33,45.5905653,-122.456038
764,Wildwood Elementary,Washington,Puyallup,Pierce,79,91.14,87.34,1.27,0,1.27,47.1665172,-122.2733247
765,Freeman Elementary,Washington,Rockford,Spokane,45,91.11,88.89,0,0,11.11,47.5177604,-117.1945569
766,The Evergreen,Washington,Shoreline,King,45,91.11,75.56,0,0,6.67,47.7386013,-122.3351243
767,Chimacum Creek Primary,Washington,Port Hadlock,Jefferson,56,91.07,83.93,0,1.79,3.57,48.0331602,-122.7743449
768,La Center Elementary,Washington,La Center,Clark,112,91.07,85.71,1.79,0.89,5.36,45.861406,-122.6644609
769,Longview Elementary,Washington,Moses Lake,Grant,67,91.04,88.06,1.49,0,2.99,47.1513599,-119.281883
770,Northwood Elementary,Washington,Mercer Island,King,67,91.04,91.04,2.99,0,4.48,47.5738324,-122.2235118
771,Rocky Ridge Elementary,Washington,Graham,Pierce,78,91.03,88.46,0,0,7.69,47.0198212,-122.3454559
772,Cascade View Elementary,Washington,Snohomish,Snohomish,44,90.91,90.91,2.27,0,6.82,47.940604,-122.0869644
773,Countryside Montessori,Washington,Kirkland,King,11,90.91,72.73,0,0,0,47.7223825,-122.2068696
774,Davenport Elementary,Washington,Davenport,Lincoln,33,90.91,78.79,0,0,3.03,47.651456,-118.150263
775,Island Christian Academy,Washington,Langley,Island,11,90.91,90.91,0,0,0,48.0145445,-122.4086916
776,Jackson Elementary,Washington,Everett,Snohomish,66,90.91,86.36,1.52,0,3.03,47.9677125,-122.2184767
777,Montessori Schools Of Snohomish Co.,Washington,Everett,Snohomish,11,90.91,90.91,0,0,9.09,47.922671,-122.208327
778,Satsop Elementary,Washington,Satsop,Grays Harbor,11,90.91,90.91,0,0,0,47.0030704,-123.4804648
779,Scenic Hill Elementary,Washington,Kent,King,99,90.91,78.79,1.01,2.02,3.03,47.3681103,-122.2114017
780,Selkirk Elementary,Washington,Metaline Falls,Pend Oreille,22,90.91,90.91,0,0,4.55,48.8612025,-117.3742346
781,St. Joseph,Washington,Chehalis,Lewis,11,90.91,81.82,0,0,0,46.6563724,-122.9607404
782,Whitman Elementary,Washington,Tacoma,Pierce,55,90.91,85.45,1.82,0,1.82,47.2214121,-122.4484751
783,Ilalko Elementary,Washington,Auburn,King,98,90.82,79.59,0,0,2.04,47.2639756,-122.22747
784,Jenkins Creek Elementary,Washington,Covington,King,76,90.79,84.21,1.32,0,2.63,47.3604365,-122.0946361
785,Madison Elementary,Washington,Everett,Snohomish,76,90.79,89.47,0,0,6.58,47.9411402,-122.2239786
786,Olympic Hills Elementary,Washington,Seattle,King,76,90.79,80.26,0,0,1.32,47.7238444,-122.3067307
787,Presidents Elementary,Washington,Arlington,Snohomish,76,90.79,84.21,0,0,6.58,48.1954732,-122.1202898
788,Robert Frost Elementary,Washington,Pasco,Franklin,76,90.79,85.53,0,0,9.21,46.246581,-119.118545
789,Sunnyside Elementary,Washington,Marysville,Snohomish,76,90.79,85.53,1.32,0,7.89,48.0299866,-122.1435258
790,Cascade Elementary,Washington,Chehalis,Lewis,216,90.74,88.43,0.93,0,3.7,46.6590116,-122.9633513
791,French-Am School Of Puget Sound,Washington,Mercer Island,King,54,90.74,55.56,3.7,1.85,1.85,47.5765852,-122.2071806
792,Kittitas Elementary,Washington,Kittitas,Kittitas,54,90.74,87.04,0,0,1.85,46.9875483,-120.4201571
793,Gildo Rey Elementary,Washington,Auburn,King,86,90.7,86.05,2.33,0,0,47.2782946,-122.2169888
794,Weyerhaeuser Elementary,Washington,Eatonville,Pierce,43,90.7,86.05,2.33,0,2.33,46.924796,-122.3494181
795,Kokanee Elementary,Washington,Woodinville,King,118,90.68,87.29,0.85,0,1.69,47.7821162,-122.1585486
796,Basin City Elementary,Washington,Mesa,Franklin,64,90.63,75,0,0,0,46.5954123,-119.1533315
797,Whittier Elementary,Washington,Everett,Snohomish,64,90.63,89.06,0,0,6.25,48.0043923,-122.2049376
798,Adams Elementary,Washington,Seattle,King,85,90.59,88.24,0,0,1.18,47.6735182,-122.391681
799,Hollywood Hill Elementary,Washington,Woodinville,King,53,90.57,86.79,0,0,9.43,47.7517748,-122.1391508
800,Onalaska Elementary,Washington,Onalaska,Lewis,53,90.57,86.79,1.89,0,1.89,46.5812203,-122.7201283
801,Cooper Elementary,Washington,Spokane,Spokane,74,90.54,81.08,2.7,0,10.81,47.6875257,-117.3584904
802,Whitman Elementary,Washington,Spokane,Spokane,74,90.54,86.49,2.7,0,2.7,47.7066232,-117.3864011
803,Rainier View Elementary,Washington,Seattle,King,49,90.53,89.8,0,0,0,47.4993303,-122.2632531
804,Rainier View Elementary,Washington,Federal Way,King,95,90.53,85.26,0,0,4.21,47.2710292,-122.2944899
805,Cascade Christian School Mcalder Elementary,Washington,Puyallup,Pierce,21,90.48,85.71,0,0,9.52,47.1689263,-122.2216473
806,Graham Hill Elementary,Washington,Seattle,King,63,90.48,88.89,0,0,0,47.5458404,-122.2683764
807,Lakeridge Elementary,Washington,Mercer Island,King,52,90.48,96.15,0,0,1.92,47.532043,-122.228572
808,Lakeridge Elementary,Washington,SEATTLE,King,63,90.48,88.89,0,3.17,0,47.4998775,-122.2400729
809,Prairie View Elementary,Washington,Spokane,Spokane,84,90.48,88.1,1.19,0,10.71,47.745078,-117.448309
810,Prescott Elementary,Washington,Prescott,Walla Walla,21,90.48,80.95,0,0,0,46.2973614,-118.3202458
811,Ridgewood Elementary,Washington,Renton,King,63,90.48,85.71,1.59,0,1.59,47.4404209,-122.1221423
812,College Place Elementary,Washington,Lynnwood,Snohomish,73,90.41,80.82,1.37,0,0,47.8135399,-122.3345057
813,Emerald Hills Elementary,Washington,Bonney Lake,Pierce,73,90.41,90.41,0,0,5.48,47.202006,-122.1688836
814,Serene Lake Elementary,Washington,Edmonds,Snohomish,73,90.41,84.93,0,0,1.37,47.8720952,-122.2972877
815,Margaret Mckenny Elementary,Washington,Olympia,Thurston,52,90.38,86.54,0,0,1.92,47.018999,-122.856124
816,Tops K-8,Washington,Seattle,King,52,90.38,84.62,0,0,3.85,47.6425198,-122.324146
817,Woodland Elementary,Washington,Lacey,Thurston,104,90.38,83.65,0,0,8.65,47.0059619,-122.7779
818,Laurelhurst Elementary,Washington,Seattle,King,62,90.32,85.48,0,0,0,47.6622329,-122.2778793
819,Maltby Elementary,Washington,Snohomish,Snohomish,62,90.32,85.48,1.61,0,8.06,47.804067,-122.1018177
820,Marshall Elementary,Washington,Vancouver,Clark,62,90.32,88.71,1.61,0,4.84,45.6226342,-122.6059016
821,Wilkeson Elementary,Washington,Buckley,Pierce,62,90.32,75.81,11.29,0,3.23,47.1031103,-122.0447725
822,Muir Elementary,Washington,Kirkland,King,72,90.28,73.61,0,0,5.56,47.7267907,-122.1624626
823,Trent,Washington,Spokane Valley,Spokane,72,90.28,86.11,4.17,0,6.94,47.6869109,-117.2405853
824,Cornerstone Christian,Washington,Vancouver,Clark,41,90.24,78.05,0,0,14.63,45.7004924,-122.553866
825,Daybreak Primary,Washington,Battle Ground,Clark,102,90.2,84.31,0.98,0,12.75,45.794536,-122.5603313
826,Logan Elementary,Washington,Spokane,Spokane,51,90.2,90.2,0,0,7.84,47.6789346,-117.3952262
827,Summit,Washington,Spokane Valley,Spokane,51,90.2,86.27,0,0,7.84,47.6647901,-117.2253613
828,Stevenson Elementary,Washington,Stevenson,Skamania,61,90.16,86.89,1.64,0,3.28,45.7009965,-121.8874803
829,Lincoln Heights Elementary,Washington,Spokane,Spokane,71,90.14,87.32,8.45,0,4.23,47.6340387,-117.3623297
830,Meadow Ridge Elementary,Washington,Kent,King,71,90.14,84.51,0,0,5.63,47.3538395,-122.1961237
831,Silver Lake Elementary,Washington,Federal Way,King,71,90.14,88.73,0,0,2.82,47.3105412,-122.3519907
832,Fords Prairie Elementary,Washington,Centralia,Lewis,91,90.11,85.71,0,0,3.3,46.7348754,-122.9877805
833,John Stanford International Elementary,Washington,Seattle,King,101,90.1,87.13,0.99,0,0.99,47.657251,-122.323859
834,Pioneer Elementary,Washington,Arlington,Snohomish,101,90.1,84.16,2.97,0.99,1.98,48.1657924,-122.1205924
835,Lincoln Elementary,Washington,Mount Vernon,Skagit,50,90,88,0,0,4,48.4152553,-122.3286101
836,Orcas Christian,Washington,Eastsound,San Juan,10,90,90,0,0,10,48.698732,-122.908396
837,Pateros Elementary,Washington,Pateros,Okanogan,20,90,80,5,5,0,48.0519521,-119.906555
838,Ptarmigan Ridge Elementary,Washington,Orting,Pierce,40,90,87.5,0,0,7.5,47.1044995,-122.21995
839,Reardan Elementary,Washington,Reardan,Lincoln,40,90,87.5,2.5,10,0,47.6674713,-117.8761671
840,Shadow Lake Elementary,Washington,Maple Valley,King,80,90,86.25,0,1.25,0,47.3989967,-122.0469265
841,Shoreline Christian,Washington,Seattle,King,10,90,90,0,0,0,47.73575,-122.303106
842,Southside Elementary,Washington,Shelton,Mason,20,90,85,10,0,0,47.19864,-123.056014
843,St. Alphonsus,Washington,Seattle,King,20,90,75,0,0,10,47.6712776,-122.3749494
844,Trentwood,Washington,Spokane Valley,Spokane,70,90,85.71,0,0,12.86,47.7009952,-117.2076193
845,Visitation,Washington,Tacoma,Pierce,10,90,90,0,0,10,47.2041557,-122.4800258
846,Sunset Elementary,Washington,Bellevue,King,89,89.89,89.89,3.37,0,6.74,47.5688156,-122.101773
847,Martin Sortun Elementary,Washington,Kent,King,79,89.87,82.28,2.53,0,2.53,47.3784479,-122.1715456
848,Beachwood Elementary,Washington,Lakewood,Pierce,69,89.86,79.71,0,0,0,47.1204279,-122.5874217
849,Rainier Elementary,Washington,Rainier,Thurston,69,89.86,78.26,1.45,0,7.25,46.8831385,-122.6929795
850,Mann Elementary,Washington,Tacoma,Pierce,59,89.83,86.44,0,0,1.69,47.2089662,-122.4478339
851,Mccarver Elementary,Washington,Tacoma,Pierce,59,89.83,84.75,0,0,0,47.2416484,-122.4470844
852,Edgerton Elementary,Washington,Puyallup,Pierce,108,89.81,87.04,1.85,0,5.56,47.1062887,-122.2600383
853,Northlake Elementary,Washington,Longview,Cowlitz,49,89.8,85.71,8.16,0,4.08,46.1451462,-122.9437628
854,Frederickson Elementary,Washington,Puyallup,Pierce,88,89.77,88.64,1.14,1.14,3.41,47.0995967,-122.3315188
855,Eastgate Elementary,Washington,Bellevue,King,78,89.74,82.05,0,0,1.28,47.5698603,-122.1376452
856,Evergreen Elementary,Washington,Sedro-Woolley,Skagit,78,89.74,87.18,0,0,2.56,48.5134108,-122.2206785
857,Highlands Elementary,Washington,RENTON,King,78,89.74,84.62,0,0,3.85,47.4948799,-122.182149
858,Medina Academy,Washington,Redmond,King,39,89.74,89.74,2.56,0,2.56,47.625177,-122.1218451
859,Deer Park Elementary,Washington,Deer Park,Spokane,146,89.73,84.93,2.74,0.68,5.48,47.9501632,-117.453699
860,Brigadoon Elementary,Washington,Federal Way,King,68,89.71,80.88,1.47,0,0,47.2997426,-122.3782963
861,Garfield Elementary,Washington,Olympia,Thurston,68,89.71,82.35,4.41,0,4.41,47.0479744,-122.9194564
862,Central Park Elementary,Washington,Aberdeen,Grays Harbor,29,89.66,89.66,0,0,0,46.967273,-123.69837
863,Kindergarten Center,Washington,Spokane,Spokane,232,89.66,85.78,0,0.86,3.45,47.6829432,-117.2864548
864,Lake Wilderness Elementary,Washington,Maple Valley,King,116,89.66,84.48,0,0,6.03,47.3849312,-122.0480429
865,Sumas Elementary,Washington,Sumas,Whatcom,58,89.66,75.86,0,0,1.72,48.9939666,-122.2596013
866,Kent Elementary,Washington,Kent,King,96,89.58,85.42,0,0,0,47.3801358,-122.2515965
867,Westgate Elementary,Washington,Kennewick,Benton,96,89.58,88.54,0,0,10.42,46.2069296,-119.1548755
868,Keller Elementary,Washington,Kirkland,King,67,89.55,88.06,4.48,0,4.48,47.7252625,-122.1955794
869,Immaculate Conception/Our Lady Of Perpetual,Washington,Everett,Snohomish,19,89.47,89.47,0,0,10.53,47.984191,-122.2102463
870,Maple Lawn Elementary,Washington,Sumner,Pierce,95,89.47,81.05,2.11,0,4.21,47.1946099,-122.2328431
871,Sierra Heights Elementary,Washington,RENTON,King,95,89.47,86.32,2.11,0,3.16,47.5143053,-122.1657551
872,Sunnyside Christian,Washington,Sunnyside,Yakima,19,89.47,89.47,0,0,5.26,46.330413,-120.0097529
873,West Seattle Montessori,Washington,Seattle,King,19,89.47,84.21,0,0,15.79,47.5022471,-122.3541311
874,Zion Lutheran,Washington,Lake Stevens,Snohomish,19,89.47,89.47,0,0,5.26,47.9605468,-122.0910879
875,Canyon Creek Elementary,Washington,Bothell,King,104,89.42,84.62,0,0,0,47.8045217,-122.1882841
876,Nautilus K-8,Washington,Federal Way,King,66,89.39,86.36,0,0,0,47.3425753,-122.3226239
877,Fisher Elementary,Washington,Lynden,Whatcom,75,89.33,84,0,0,4,48.9442817,-122.4673858
878,Panther Lake Elementary,Washington,Kent,King,103,89.32,88.35,0,0,5.83,47.4092162,-122.2046817
879,Panther Lake Elementary,Washington,Federal Way,King,72,89.32,79.17,0,1.39,0,47.2935452,-122.3332365
880,Dayton Elementary,Washington,Dayton,Columbia,28,89.29,78.57,0,0,0,46.3172383,-117.9756197
881,Geiger Montessori,Washington,Tacoma,Pierce,84,89.29,89.29,3.57,0,5.95,47.2544417,-122.5352054
882,Minnehaha Elementary,Washington,Vancouver,Clark,84,89.29,85.71,1.19,0,5.95,45.6624353,-122.6424437
883,Northshore Christian Academy,Washington,Everett,Snohomish,102,89.22,86.27,0,0,12.75,47.9455331,-122.2642869
884,Life Christian,Washington,Tacoma,Pierce,37,89.19,81.08,0,2.7,13.51,47.244265,-122.481513
885,Peninsula Elementary,Washington,Moses Lake,Grant,74,89.19,86.49,0,0,6.76,47.106403,-119.303567
886,Byron Kibler Elementary,Washington,Enumclaw,King,83,89.16,84.34,2.41,1.2,4.82,47.2104414,-121.9965069
887,Kenmore Elementary,Washington,Kenmore,King,83,89.16,83.13,1.2,0,0,47.7680229,-122.2457797
888,Dry Creek Elementary,Washington,Port Angeles,Clallam,46,89.13,82.61,2.17,2.17,2.17,48.1131774,-123.5389154
889,Marysville Coop Program,Washington,Marysville,Snohomish,46,89.13,84.78,0,0,10.87,48.1018158,-122.1744237
890,Ogden Elementary,Washington,Vancouver,Clark,101,89.11,77.23,0,0,3.96,45.6453403,-122.5865461
891,Edison Elementary,Washington,Kennewick,Benton,110,89.09,88.18,0,0,0.91,46.2083069,-119.1898866
892,Kitsap Lake Elementary,Washington,Bremerton,Kitsap,55,89.09,85.45,0,0,1.82,47.5721333,-122.6931323
893,Hamilton Elementary,Washington,Port Angeles,Clallam,64,89.06,82.81,1.56,0,6.25,48.1274716,-123.4738357
894,Roosevelt Elementary,Washington,Port Angeles,Clallam,64,89.06,84.38,3.13,0,7.81,48.1022745,-123.389487
895,Crestwood Elementary,Washington,Bonney Lake,Pierce,73,89.04,84.93,4.11,0,8.22,47.2199107,-122.2008151
896,Gatewood Elementary,Washington,Seattle,King,73,89.04,84.93,0,0,4.11,47.54026,-122.3891261
897,Woodmont Elementary,Washington,Des Moines,King,73,89.04,83.56,1.37,2.74,0,47.363347,-122.3118162
898,Eisenhower Elementary,Washington,Vancouver,Clark,82,89.02,84.15,0,0,13.41,45.6887198,-122.6771754
899,Viewlands Elementary,Washington,Seattle,King,82,89.02,79.27,0,0,2.44,47.7059703,-122.3611763
900,Genesee Hill,Washington,Seattle,King,127,88.98,77.95,0.79,0,5.51,47.5666438,-122.3963257
901,Cedar Park Christian School-Bellevue,Washington,Bellevue,King,9,88.89,88.89,0,0,11.11,47.6161481,-122.1542138
902,Columbia Valley Garden Elementaryl,Washington,Longview,Cowlitz,54,88.89,87.04,0,0,9.26,46.1543538,-122.9569372
903,Edward Zeiger Elem,Washington,Puyallup,Pierce,108,88.89,84.26,1.85,0,8.33,47.138476,-122.3053301
904,Ellensburg Christian,Washington,Ellensburg,Kittitas,9,88.89,77.78,0,0,22.22,46.988694,-120.5419081
905,Hillside Academy,Washington,Duvall,King,9,88.89,88.89,0,0,11.11,47.745873,-121.9848698
906,Horizon Elementary,Washington,Kent,King,63,88.89,85.71,0,0,6.35,47.3538349,-122.1515312
907,Jing Mei Elementary,Washington,Bellevue,King,72,88.89,80.56,0,0,1.39,47.5522084,-122.1713547
908,Our Lady Of Guadalupe,Washington,Seattle,King,27,88.89,74.07,0,0,0,47.5390611,-122.3756628
909,Pioneer Elementary,Washington,Auburn,King,90,88.89,80,1.11,0,0,47.2883756,-122.2141814
910,Ridgeview Elementary,Washington,Spokane,Spokane,54,88.89,85.19,0,0,11.11,47.7095351,-117.4340201
911,Walnut Grove Elementary,Washington,Vancouver,Clark,135,88.89,84.44,0,0.74,5.93,45.6664764,-122.5983027
912,Lowell Elementary,Washington,Everett,Snohomish,71,88.73,85.92,0,0,7.04,47.9513608,-122.201942
913,Picnic Point Elementary,Washington,Edmonds,Snohomish,71,88.73,84.51,0,0,2.82,47.8726314,-122.3132318
914,King's Way Christian,Washington,Vancouver,Clark,53,88.68,79.25,3.77,0,11.32,45.6794542,-122.6356631
915,Westwood Elementary,Washington,Enumclaw,King,44,88.64,86.36,0,0,9.09,47.2289853,-122.0579117
916,Crestwood Elementary,Washington,Covington,King,70,88.57,88.57,1.43,0,2.86,47.3759302,-122.1017685
917,Spinning Elementary,Washington,Puyallup,Pierce,35,88.57,82.86,0,2.86,5.71,47.1884033,-122.2767987
918,Browne Elementary,Washington,Spokane,Spokane,61,88.52,86.89,3.28,0,9.84,47.7042638,-117.4640491
919,Soos Creek Elementary,Washington,Kent,King,61,88.52,86.89,0,3.28,1.64,47.4057045,-122.1719663
920,Cherry Crest Elementary,Washington,Bellevue,King,87,88.51,81.61,3.45,0,1.15,47.6403138,-122.1736578
921,Arthur Jacobsen Elementary,Washington,Auburn,King,78,88.46,83.33,3.85,0,5.13,47.3400972,-122.1680452
922,Mukilteo Elementary,Washington,Mukilteo,Snohomish,78,88.46,87.18,1.28,1.28,6.41,47.9330368,-122.3022444
923,Skyline Elementary,Washington,Ferndale,Whatcom,78,88.46,85.9,0,0,1.28,48.8622813,-122.6031928
924,Jefferson Elementary (Southside),Washington,Pullman,Whitman,95,88.42,83.16,0,0,2.11,46.7405616,-117.1811121
925,Silver Lake Elementary,Washington,Everett,Snohomish,138,88.41,84.06,0,0.72,5.07,47.8813785,-122.2062738
926,Cougar Valley Elementary,Washington,Silverdale,Kitsap,85,88.24,87.06,2.35,0,0,47.6826374,-122.7249401
927,Fairwood Elementary,Washington,Renton,King,51,88.24,84.31,0,1.96,9.8,47.4533714,-122.1414636
928,Pine Tree Elementary,Washington,Kent,King,68,88.24,85.29,1.47,0,4.41,47.351979,-122.185506
929,West Mercer Elementary,Washington,Mercer Island,King,68,88.24,80.88,1.47,0,1.47,47.571647,-122.2308991
930,Bow Lake Elementary,Washington,SeaTac,King,101,88.12,78.22,0,0,0.99,47.4389839,-122.2822826
931,La Conner Elementary,Washington,La Conner,Skagit,42,88.1,80.95,0,0,0,48.3955717,-122.4914525
932,Warden Elementary,Washington,Warden,Grant,67,88.06,88.06,0,0,1.49,46.9613023,-119.0406774
933,Daniel Bagley Elementary,Washington,Seattle,King,92,88.04,80.43,1.09,0,4.35,47.6864187,-122.342337
934,Clyde Hill Elementary,Washington,Bellevue,King,100,88,78,1,0,2,47.6310073,-122.211298
935,Holmes Elementary,Washington,Spokane,Spokane,50,88,88,2,0,6,47.6694788,-117.4498367
936,Warren Hunt Elem,Washington,Puyallup,Pierce,100,88,79,1,1,3,47.1261634,-122.2576829
937,Liberty Ridge Elementary,Washington,Sumner,Pierce,66,87.88,86.36,0,0,9.09,47.1454042,-122.1509112
938,Tukwila Elementary,Washington,Tukwila,King,74,87.84,87.84,0,0,5.41,47.4688273,-122.2589973
939,Meadows Elementary,Washington,Lacey,Thurston,123,87.8,81.3,0.81,0,2.44,47.047512,-122.740053
940,Poulsbo Elementary,Washington,Poulsbo,Kitsap,82,87.8,76.83,0,0,4.88,47.7306861,-122.6187676
941,Penny Creek Elementary,Washington,Everett,Snohomish,122,87.7,82.79,0,0,8.2,47.8786101,-122.1772245
942,Knolls Vista Elementary,Washington,Moses Lake,Grant,73,87.67,80.82,0,0,2.74,47.1347669,-119.2857174
943,Kellogg Marsh Elementary,Washington,Marysville,Snohomish,89,87.64,86.52,0,1.12,4.49,48.0770628,-122.1437091
944,Cedar Valley Elementary,Washington,Kent,King,32,87.5,81.25,0,3.13,0,47.3652109,-122.0864752
945,Cle Elum Roslyn Elementary,Washington,Cle Elum,Kittitas,56,87.5,83.93,1.79,0,1.79,47.2037536,-120.9729028
946,Coupeville Elementary,Washington,Coupeville,Island,72,87.5,84.72,0,0,5.56,48.2114806,-122.6873851
947,Custer Elem,Washington,Custer,Whatcom,56,87.5,83.93,0,0,14.29,48.91907,-122.636513
948,Endicott/St John Elementary And Middle,Washington,Endicott,Whitman,8,87.5,62.5,12.5,0,25,46.9320974,-117.6928148
949,Fern Hill Elementary,Washington,Tacoma,Pierce,48,87.5,83.33,0,0,2.08,47.1798705,-122.4424324
950,Heritage Christian,Washington,University Place,Pierce,24,87.5,87.5,0,0,12.5,47.2075356,-122.5277743
951,Holy Family,Washington,Auburn,King,16,87.5,87.5,0,0,12.5,47.2937828,-122.2230166
952,Joyful Scholars Montessori Elementary,Washington,Wenatchee,Chelan,8,87.5,87.5,0,0,12.5,47.428421,-120.3157436
953,Kingspoint Christian,Washington,Pasco,Franklin,16,87.5,87.5,0,0,12.5,46.242365,-119.194943
954,Louisa May Alcott Elementar,Washington,Redmond,King,96,87.5,71.88,1.04,0,2.08,47.6466412,-122.0378709
955,Methow Valley Elementary,Washington,Winthrop,Okanogan,56,87.5,67.86,0,0,7.14,48.4406983,-120.1666392
956,Mid-Columbia Parent Partnership,Washington,Kennewick,Benton,16,87.5,87.5,0,0,12.5,46.1972682,-119.2043843
957,Monarch Academy,Washington,Clarkston,Asotin,8,87.5,50,0,0,12.5,46.4179376,-117.0674411
958,Parent Partnership,Washington,Snohomish,Snohomish,8,87.5,75,0,0,12.5,47.9318694,-122.0984211
959,Seattle Country Day,Washington,Seattle,King,32,87.5,87.5,0,0,6.25,47.6436165,-122.3502907
960,Alpac Elementary,Washington,Pacific,King,111,87.39,82.88,0,0.9,5.41,47.2710526,-122.2487541
961,Parkside Elementary,Washington,Tenino,Thurston,79,87.34,82.28,1.27,0,8.86,46.857185,-122.8489387
962,Sheridan Elementary,Washington,Tacoma,Pierce,79,87.34,82.28,0,0,1.27,47.2090867,-122.4199707
963,Browns Point,Washington,Tacoma,Pierce,63,87.3,79.37,1.59,0,0,47.3025553,-122.4242646
964,Central Elementary,Washington,Sedro-Woolley,Skagit,63,87.3,82.54,0,1.59,1.59,48.5011963,-122.231187
965,West Hills Stem Academy,Washington,Bremerton,Kitsap,63,87.3,77.78,0,1.59,1.59,47.5573158,-122.6668559
966,East Farms,Washington,Newman Lake,Spokane,55,87.27,85.45,0,0,3.64,47.7080628,-117.054066
967,Sawyer Woods Elementary,Washington,Black Diamond,King,55,87.27,78.18,0,0,5.45,47.3235434,-122.0396884
968,Dickinson Elementary,Washington,Redmond,King,94,87.23,80.85,1.06,0,2.13,47.6700527,-122.0600598
969,Friday Harbor Elementaryoo,Washington,Friday Harbor,San Juan,47,87.23,70.21,4.26,0,0,48.528004,-123.014184
970,Cedarhome Elementary,Washington,Stanwood,Snohomish,78,87.18,83.33,2.56,0,7.69,48.2494583,-122.3234133
971,Chinook Elementary,Washington,Vancouver,Clark,117,87.18,83.76,0.85,0,2.56,45.724067,-122.6907411
972,Evergreen Heights Elementary,Washington,Auburn,King,78,87.18,85.9,0,0,5.13,47.3194619,-122.2636961
973,Terminal Park Elementaryoo,Washington,Auburn,King,78,87.18,79.49,1.28,1.28,5.13,47.297954,-122.225198
974,Emerald Park Elementary,Washington,Kent,King,70,87.14,84.29,1.43,0,7.14,47.4097567,-122.1833104
975,Evergreen Christian,Washington,Olympia,Thurston,31,87.1,83.87,0,0,12.9,47.0370058,-122.9326595
976,Mountain View Elementary,Washington,Shelton,Mason,93,87.1,81.72,0,1.08,1.08,47.2278833,-123.1191381
977,Rachel Carson Elementary,Washington,Sammamish,King,62,87.1,85.48,0,0,1.61,47.6192904,-122.0155399
978,Tukes Valley Primary,Washington,Battle Ground,Clark,116,87.07,77.59,1.72,0.86,8.62,45.7729716,-122.4976773
979,Marvista Elementary,Washington,Normandy Park,King,85,87.06,82.35,0,0,0,47.4253806,-122.3411392
980,Catharine Blaine K-8,Washington,Seattle,King,100,87,83,0,0,2,47.6426158,-122.3999721
981,Cascade K-8 Community,Washington,Shoreline,King,23,86.96,82.61,0,0,17.39,47.774673,-122.2994077
982,Gold Bar Elementary,Washington,Gold Bar,Snohomish,46,86.96,80.43,0,0,4.35,47.8571325,-121.6967971
983,Meadowglade Sda,Washington,Battle Ground,Clark,23,86.96,82.61,0,0,13.04,45.7580218,-122.5598533
984,Renton Christian,Washington,Renton,King,46,86.96,86.96,0,0,10.87,47.4622999,-122.1379861
985,Soar Academy Tacoma,Washington,Tacoma,Pierce,46,86.96,78.26,0,0,2.17,47.2402786,-122.4494263
986,Goldendale Primary,Washington,Goldendale,Klickitat,84,86.9,80.95,3.57,1.19,11.9,45.8165183,-120.8175141
987,Sand Hill Elementary,Washington,Belfair,Mason,84,86.9,80.95,0,0,4.76,47.4597444,-122.8474461
988,Fairmount Park Elementary,Washington,SEATTLE,King,76,86.84,80.26,0,0,1.32,47.5525714,-122.3804532
989,Machias Elementary,Washington,Snohomish,Snohomish,76,86.84,84.21,0,0,5.26,47.9939793,-122.0297785
990,Sand Point Elementary,Washington,Seattle,King,38,86.84,78.95,0,0,0,47.6736228,-122.2628821
991,West Seattle Elementary,Washington,Seattle,King,76,86.84,82.89,0,0,5.26,47.541578,-122.374133
992,Garfield Elementary,Washington,Everett,Snohomish,53,86.79,81.13,0,0,7.55,47.987667,-122.1916366
993,Highland Park Elementary,Washington,Seattle,King,53,86.79,83.02,1.89,0,1.89,47.525611,-122.348655
994,Kiona-Benton Primary,Washington,Benton City,Benton,106,86.79,83.02,0,0,1.89,46.2704988,-119.4898528
995,Anderson Elementary,Washington,Vancouver,Clark,121,86.78,85.95,0.83,0,1.65,45.6953984,-122.6489546
