index,name,state,city,county,enrollment,mmr,overall,xmed,xrel,xper,lat,lng
264,Spiritridge Elementary,Washington,Bellevue,King,75,97.33,92,0,0,2.67,47.5876217,-122.120226
265,Summitview Elementary,Washington,Yakima,Yakima,75,97.33,94.67,0,0,1.33,46.5974686,-120.5929753
266,Mark Twain Elementary,Washington,Pasco,Franklin,112,97.32,97.32,0,0,2.68,46.2442242,-119.1424125
267,Spruce Elementary,Washington,Lynnwood,Snohomish,74,97.3,91.89,0,0,1.35,47.8403275,-122.2865823
268,Cottonwood Elementary,Washington,Kennewick,Benton,110,97.27,96.36,0.91,0,2.73,46.1913098,-119.2739957
269,Hillside Elementary,Washington,Fort Lewis,Pierce,109,97.25,94.5,2.75,0,0,47.1039055,-122.5703655
270,Allen Creek Elementary,Washington,Marysville,Snohomish,72,97.22,97.22,0,0,2.78,48.0549208,-122.1481364
271,Hazelwood Elementary,Washington,Lynnwood,Snohomish,71,97.18,91.55,0,0,4.23,47.8133149,-122.2772901
272,Maple Hills Elementary,Washington,Renton,King,71,97.18,94.37,1.41,1.41,2.82,47.4621905,-122.0662879
273,Bryn Mawr Elementary,Washington,SEATTLE,King,70,97.14,95.71,0,1.43,2.86,47.4980993,-122.2293337
274,Mossyrock Elementary,Washington,Mossyrock,Lewis,35,97.14,94.29,0,0,2.86,46.5321104,-122.4860783
275,Barbara Mcclintock Stem Elementary,Washington,Pasco,Franklin,138,97.1,97.1,0,0,2.17,46.2791422,-119.1696527
276,Carriage Crest Elementary,Washington,Renton,King,69,97.1,94.2,0,0,1.45,47.4381317,-122.1565626
277,Lake Forest Park Elementary,Washington,Lake Forest Park,King,69,97.1,89.86,2.9,0,8.7,47.7630789,-122.287917
278,Larchmont Elementary,Washington,Tacoma,Pierce,69,97.1,92.75,0,0,1.45,47.1777437,-122.4292395
279,Longfellow Elementary,Washington,Spokane,Spokane,69,97.1,85.51,0,0,4.35,47.6919067,-117.3970868
280,Maplewood Elementary,Washington,Puyallup,Pierce,69,97.1,92.75,4.35,0,4.35,47.1897576,-122.3092744
281,Cascade Christian School-Puyallup Elementary,Washington,Puyallup,Pierce,34,97.06,85.29,0,0,5.88,47.1850006,-122.2871176
282,Sidney Glen Elementary,Washington,Port Orchard,Kitsap,102,97.06,96.08,0,0.98,0.98,47.50577,-122.654188
283,Woodridge Elementary,Washington,Spokane,Spokane,68,97.06,94.12,1.47,0,4.41,47.745875,-117.483605
284,Edison,Washington,Tacoma,Pierce,67,97.01,83.58,4.48,0,1.49,47.2036888,-122.4742667
285,Keene-Riverview Elementary,Washington,Prosser,Benton,134,97.01,94.78,0,0,1.49,46.2015025,-119.7748654
286,Meridian,Washington,Seattle,King,33,96.97,93.94,0,0,6.06,47.664099,-122.3311221
287,St. Louise,Washington,Bellevue,King,33,96.97,96.97,0,0,3.03,47.6095038,-122.1329866
288,Ucic,Washington,Bothell,King,33,96.97,96.97,0,0,0,47.7803897,-122.1829122
289,Woodlands Elementary,Washington,Bremerton,Kitsap,66,96.97,96.97,1.52,0,1.52,47.6299364,-122.6475646
290,Hillcrest Elementary,Washington,Oak Harbor,Island,131,96.95,93.13,0.76,0,1.53,48.301631,-122.6765654
291,Horizons Elementary,Washington,Lacey,Thurston,65,96.92,92.31,0,0,0,46.9859312,-122.8233541
292,Wellington Elementary,Washington,Woodinville,King,65,96.92,92.31,1.54,0,3.08,47.7678997,-122.1202037
293,Endeavour Elementary,Washington,Issaquah,King,129,96.9,95.35,0,0,3.88,47.5703704,-121.988261
294,Forest View Elementary,Washington,Everett,Snohomish,129,96.9,96.12,0.78,0,1.55,47.857162,-122.1563877
295,Annie Wright,Washington,Tacoma,Pierce,32,96.88,96.88,0,0,3.13,47.268669,-122.459469
296,Cedar Valley Community,Washington,Lynnwood,Snohomish,64,96.88,96.88,1.56,0,1.56,47.8234543,-122.3085851
297,Cherrydale Elementary,Washington,Steilacoom,Pierce,96,96.88,91.67,1.04,0,5.21,47.1654134,-122.5881943
298,Columbia Elementary,Washington,Wenatchee,Chelan,64,96.88,96.88,0,0,3.13,47.418372,-120.321024
299,Lake Youngs Elementary,Washington,Kent,King,64,96.88,95.31,0,0,1.56,47.4257051,-122.1515819
300,Butler Acres Elementary,Washington,Kelso,Cowlitz,63,96.83,96.83,1.59,0,1.59,46.1514891,-122.8940758
301,Dorothy Fox Elementary,Washington,Camas,Clark,63,96.83,95.24,1.59,0,3.17,45.5983804,-122.4303746
302,Beacon Hill Elementary,Washington,Longview,Cowlitz,94,96.81,94.68,0,0,3.19,46.180478,-122.9264289
303,Audubon Elementary,Washington,Spokane,Spokane,62,96.77,96.77,1.61,0,1.61,47.6798946,-117.4417379
304,Chinook Elementary,Washington,Auburn,King,93,96.77,90.32,1.08,0,1.08,47.289561,-122.1811597
305,Emerald Heights Elementary,Washington,Silverdale,Kitsap,62,96.77,91.94,0,0,6.45,47.6750477,-122.6650075
306,Heritage Christian Academy,Washington,Bothell,King,31,96.77,93.55,0,0,0,47.7699312,-122.2027949
307,Mcclure Elementary,Washington,Yakima,Yakima,102,96.77,98.04,0.98,0,1.96,46.5819361,-120.5085499
308,Mcclure Elementary,Washington,Grandview,Yakima,93,96.77,94.62,0,0,1.08,46.2555059,-119.912958
309,Point Defiance Elementary,Washington,Tacoma,Pierce,62,96.77,96.77,1.61,0,0,47.2890764,-122.5184377
310,Ridgeview Elementary,Washington,Yakima,Yakima,93,96.77,92.47,0,0,0,46.572063,-120.5136017
311,Roosevelt Elementary,Washington,Vancouver,Clark,93,96.77,92.47,0,0,0,45.6442715,-122.6274499
312,Spanaway Elementary,Washington,Spanaway,Pierce,61,96.72,91.8,1.64,0,1.64,47.1071276,-122.4360715
313,Cascade Elementary,Washington,RENTON,King,90,96.67,93.33,0,0,0,47.4585795,-122.1839229
314,Holy Family Parish,Washington,Kirkland,King,30,96.67,96.67,0,0,0,47.6706024,-122.1806811
315,Westside,Washington,Seattle,King,30,96.67,90,0,0,0,47.5093439,-122.3740776
316,Jason Lee Elementary,Washington,Richland,Benton,89,96.63,94.38,0,0,1.12,46.2953583,-119.2946366
317,Wedgwood Elementary,Washington,Seattle,King,89,96.63,91.01,0,0,0,47.6903879,-122.29738
318,Creekside Elementary,Washington,Sammamish,King,118,96.61,94.92,0.85,0.85,3.39,47.5947236,-122.0634946
319,Lake Grove Elementary,Washington,Federal Way,King,59,96.61,88.14,0,0,0,47.3254224,-122.3388011
320,Maplewood Heights Elementary,Washington,RENTON,King,147,96.6,94.56,0.68,0,2.72,47.4822107,-122.1470418
321,Jefferson Lincoln Elementary,Washington,Centralia,Lewis,88,96.59,89.77,0,0,2.27,46.705678,-122.963196
322,Catlin Elementary,Washington,Kelso,Cowlitz,58,96.55,96.55,0,0,1.72,46.1493699,-122.9183992
323,Silver Ridge Elementary,Washington,Silverdale,Kitsap,58,96.55,93.1,0,0,1.72,47.6584125,-122.666696
324,Cascade Ridge Elementary,Washington,Sammamish,King,57,96.49,94.74,0,0,5.26,47.5911961,-121.9731948
325,Four Heroes Elementary,Washington,Lakewood,Pierce,114,96.49,94.74,0,0,0,47.1750222,-122.5066864
326,Lewis And Clark Elementary,Washington,Richland,Benton,85,96.47,94.12,0,0,1.18,46.2712108,-119.276662
327,Talbot Hill Elementary,Washington,RENTON,King,85,96.47,92.94,4.71,0,1.18,47.4585338,-122.211098
328,Monroe Elementary,Washington,Everett,Snohomish,113,96.46,89.38,0,0,5.31,47.898997,-122.194622
329,Bridgeport Elementary,Washington,Bridgeport,Douglas,56,96.43,92.86,0,0,0,48.0056579,-119.675202
330,Mirror Lake Elementary,Washington,Federal Way,King,84,96.43,90.48,1.19,0,1.19,47.3198481,-122.3253724
331,Sacajawea Elementary,Washington,Vancouver,Clark,56,96.43,89.29,0,0,5.36,45.7025765,-122.6647862
332,Washington Elementary,Washington,Kennewick,Benton,84,96.43,96.43,0,0,0,46.1886072,-119.1190418
333,Lakeview Hope Academy,Washington,Lakewood,Pierce,111,96.4,90.99,0,0,0.9,47.1617704,-122.4988876
334,Ridge View Elementary,Washington,Kennewick,Benton,111,96.4,95.5,0,0,0.9,46.1968593,-119.216596
335,Lincoln Elementary,Washington,Toppenish,Yakima,55,96.36,89.09,0,0,0,46.3811758,-120.3057731
336,Naches Valley Elementary,Washington,Yakima,Yakima,82,96.34,93.9,0,0,2.44,46.723089,-120.6844879
337,Seahurst Elementary,Washington,Burien,King,82,96.34,87.8,0,0,3.66,47.471342,-122.3540059
338,Lummi Tribal Elementary,Washington,Bellingham,Whatcom,27,96.3,88.89,0,0,0,48.7286384,-122.6543069
339,Naches Trail Elementary,Washington,Tacoma,Pierce,81,96.3,90.12,0,0,2.47,47.1175189,-122.3886913
340,Sage Point Elementary,Washington,Moses Lake,Grant,81,96.3,93.83,1.23,0,1.23,47.090249,-119.3171774
341,Grass Valley Elementary,Washington,Camas,Clark,80,96.25,92.5,0,0,6.25,45.610876,-122.4410123
342,Hawthorne Elementary,Washington,Kennewick,Benton,106,96.23,94.34,0,0,0.94,46.2183529,-119.1689066
343,Edison Elementary,Washington,Walla Walla,Walla Walla,79,96.2,92.41,1.27,0,1.27,46.0681987,-118.309035
344,Marcus Whitman Elementary,Washington,Cowiche,Yakima,79,96.2,94.94,1.27,0,2.53,46.657946,-120.695163
345,Newport Heights Elementary,Washington,Bellevue,King,79,96.2,94.94,1.27,0,2.53,47.5548175,-122.180156
346,Wahitis Elementary,Washington,Othello,Adams,79,96.2,94.94,0,0,1.27,46.8163874,-119.1522807
347,Charles Wright Academy,Washington,University Place,Pierce,26,96.15,92.31,0,0,7.69,47.2002427,-122.5464826
348,Clover Creek Elementary,Washington,Tacoma,Pierce,130,96.15,93.85,0.77,0.77,2.31,47.1027055,-122.3799181
349,First Presbyterian Christian,Washington,Spokane,Spokane,26,96.15,88.46,3.85,0,0,47.652842,-117.432958
350,Sunnyslope Elementary,Washington,Port Orchard,Kitsap,104,96.15,93.27,0,0,1.92,47.5115341,-122.7304709
351,Suquamish Elementary,Washington,Suquamish,Kitsap,52,96.15,96.15,1.92,0,1.92,47.7357053,-122.55632
352,The Bear Creek,Washington,Redmond,King,52,96.15,90.38,0,0,5.77,47.681168,-122.065176
353,Felida Elementary,Washington,Vancouver,Clark,103,96.12,90.29,0.97,0,5.83,45.7082247,-122.6990891
354,Springbrook Elementary,Washington,Kent,King,77,96.1,93.51,0,0,2.6,47.4211192,-122.2083415
355,Chestnut Hill Academy South Campus,Washington,Bellevue,King,51,96.08,96.08,0,0,3.92,47.586878,-122.1571729
356,Custer Elementary,Washington,Lakewood,Pierce,51,96.08,92.16,0,0,0,47.1803759,-122.5406809
357,Olalla Elementary,Washington,Port Orchard,Kitsap,51,96.08,90.2,1.96,0,1.96,47.432379,-122.5716292
358,Midway Elementary,Washington,Colbert,Spokane,76,96.05,93.42,0,0,3.95,47.8095049,-117.3961551
359,Prospect Point Elementary,Washington,Walla Walla,Walla Walla,76,96.05,88.16,1.32,0,2.63,46.0419149,-118.3230674
360,White Center Heights Elementary,Washington,Seattle,King,101,96.04,91.09,0,0.99,0.99,47.5133857,-122.3442192
361,White Bluffs Elementary,Washington,Richland,Benton,126,96.03,93.65,0,0,2.38,46.2482813,-119.328303
362,Orting Primary,Washington,Orting,Pierce,151,96.03,92.05,0.66,0,3.31,47.1013072,-122.2071005
363,Edwin R Opstad Elementary,Washington,North Bend,King,75,96,90.67,0,0,1.33,47.480346,-121.766986
364,Glacier Park Elementary,Washington,Maple Valley,King,100,96,95,0,0,5,47.3516095,-122.0256336
365,Paschal Sherman,Washington,Omak,Okanogan,25,96,76,0,0,0,48.3711435,-119.4474497
366,Evergreen Elementary,Washington,Spokane,Spokane,74,95.95,91.89,0,0,6.76,47.7355026,-117.4146847
367,Cottage Lake Elementary,Washington,Woodinville,King,49,95.92,93.88,4.08,0,0,47.7447628,-122.0793227
368,Cascade Elementary,Washington,Marysville,Snohomish,73,95.89,90.41,1.37,1.37,4.11,48.0854224,-122.1604493
369,Bethlehem Lutheran,Washington,Kennewick,Benton,24,95.83,95.83,0,0,0,46.183076,-119.155465
370,P C Jantz Elementary,Washington,Odessa,Lincoln,24,95.83,87.5,0,0,8.33,47.3304383,-118.6877486
371,Roy Elementary,Washington,Roy,Thurston,72,95.83,94.44,0,0,2.78,47.0014078,-122.5420438
372,Seth Woodard Elementary,Washington,Spokane,Spokane,24,95.83,95.83,0,0,0,47.6721441,-117.3062045
373,Waitsburg Elementary,Washington,Waitsburg,Walla Walla,24,95.83,91.67,0,0,4.17,46.2671909,-118.1526681
374,Belfair Elementary,Washington,Belfair,Mason,95,95.79,89.47,4.21,0,2.11,47.4388061,-122.8348802
375,Rosalind Franklin Stem Elementary,Washington,Pasco,Franklin,95,95.79,93.68,0,0,2.11,46.2834509,-119.1594529
376,Capt. Charles Wilkes Elementaryo,Washington,Bainbridge Island,Kitsap,71,95.77,91.55,2.82,0,4.23,47.6782663,-122.5223933
377,Cedarhurst Elementary,Washington,Burien,King,71,95.77,87.32,0,0,1.41,47.4843831,-122.3251081
378,Harrah Elementary,Washington,Harrah,Yakima,71,95.77,95.77,0,0,0,46.4066842,-120.5434935
379,Crescent Harbor Elementary,Washington,Oak Harbor,Island,94,95.74,94.68,1.06,0,0,48.3062311,-122.5974451
380,Linwood Elementary,Washington,Spokane,Spokane,94,95.74,92.55,0,0,4.26,47.7227962,-117.4241897
381,Meeker Elementary,Washington,Puyallup,Pierce,47,95.74,93.62,2.13,0,2.13,47.1884412,-122.2985225
382,Whitney Elementary,Washington,Anacortes,Skagit,94,95.74,90.43,1.06,0,5.32,48.5124094,-122.6178529
383,Jefferson Elementary,Washington,Spokane,Spokane,70,95.71,91.43,0,0,2.86,47.621238,-117.402616
384,Sunnyside Elementary,Washington,Pullman,Whitman,70,95.71,90,0,0,4.29,46.7272208,-117.1885423
385,Burley Glenwood Elementary,Washington,Port Orchard,Kitsap,69,95.65,91.3,1.45,0,5.8,47.4385378,-122.6485464
386,Continuous Curriculum,Washington,Spokane Valley,Spokane,46,95.65,93.48,0,0,2.17,47.699711,-117.1770851
387,Hazel Valley Elementary,Washington,Burien,King,92,95.65,89.13,1.09,0,0,47.4854395,-122.3407244
388,Idlewild Elementary,Washington,Lakewood,Pierce,92,95.65,92.39,2.17,1.09,0,47.1588264,-122.5450076
389,Mullenix Ridge Elementaryo,Washington,Port Orchard,Kitsap,69,95.65,92.75,0,0,4.35,47.4676503,-122.6034815
390,Pacific Beach Elementary,Washington,Pacific Beach,Grays Harbor,23,95.65,91.3,0,0,0,47.2083854,-124.1997794
391,Pinecrest Elementary,Washington,Bremerton,Kitsap,69,95.65,92.75,0,0,1.45,47.6130668,-122.6365207
392,Syre Elementary,Washington,Shoreline,King,69,95.65,91.3,1.45,0,5.8,47.771956,-122.372734
393,Grant Elementary,Washington,Ephrata,Grant,91,95.6,93.41,0,2.2,2.2,47.3256278,-119.5541372
394,Betz Elementary,Washington,Cheney,Spokane,68,95.59,95.59,0,0,4.41,47.4954865,-117.5771198
395,Fruitland Elementary,Washington,Puyallup,Pierce,90,95.56,86.67,1.11,0,4.44,47.1765505,-122.3242128
396,Mill Creek Elementary,Washington,Everett,Snohomish,90,95.56,90,1.11,0,7.78,47.8632856,-122.1888347
397,Seaview Elementary,Washington,Edmonds,Snohomish,45,95.56,95.56,0,2.22,2.22,47.8280183,-122.3480543
398,Frank Love Elementary,Washington,Bothell,King,202,95.54,91.58,0,0,1.98,47.795915,-122.236934
399,Arrowhead Elementary,Washington,Kenmore,King,67,95.52,94.03,1.49,0,2.99,47.7378077,-122.2516515
400,Delong Elementary,Washington,Tacoma,Pierce,67,95.52,94.03,0,0,2.99,47.2493595,-122.5017637
401,Washington Elementary,Washington,Mount Vernon,Skagit,67,95.52,91.04,1.49,1.49,0,48.4199859,-122.3487684
402,Brookside Elementary,Washington,Lake Forest Park,King,66,95.45,92.42,0,0,7.58,47.7547936,-122.2902157
403,Cedar Park Christian School--Lynnwood Campus,Washington,Lynnwood,Snohomish,22,95.45,86.36,0,0,13.64,47.8367506,-122.3192831
404,Lake Louise Elementary,Washington,Lakewood,Pierce,66,95.45,86.36,0,0,3.03,47.1570662,-122.5696187
405,Maplewood K-8 Co-Op,Washington,Edmonds,Snohomish,44,95.45,86.36,0,0,9.09,47.8171081,-122.3482627
406,Mckenna Elementary,Washington,Yelm,Thurston,66,95.45,93.94,0,0,4.55,46.9387259,-122.5547808
407,Olympic Elementary,Washington,Longview,Cowlitz,66,95.45,93.94,0,0,0,46.1392515,-122.9618625
408,St. Anthony,Washington,Renton,King,44,95.45,93.18,0,0,4.55,47.4783967,-122.2129143
409,St. Joseph's,Washington,Wenatchee,Chelan,22,95.45,90.91,0,0,9.09,47.4164433,-120.3333301
410,Tekoa Elementary,Washington,Tekoa,Whitman,22,95.45,90.91,0,0,0,47.2242843,-117.0715974
411,Robert E Lee Elementary,Washington,East Wenatchee,Douglas,87,95.4,95.4,0,0,1.15,47.4272567,-120.2912461
412,Samantha Smith Elementary,Washington,Sammamish,King,87,95.4,89.66,0,0,0,47.6210116,-122.02737
413,Endeavour Elementary,Washington,Mukilteo,Snohomish,65,95.38,86.15,0,0,1.54,47.8851273,-122.3117595
414,Hazel Dell Elementary,Washington,Vancouver,Clark,65,95.38,92.31,0,0,1.54,45.6710718,-122.6667295
415,Lakewood Elementary,Washington,North Lakewood,Snohomish,65,95.38,95.38,1.54,0,1.54,48.1506917,-122.2086223
416,Larson Heights Elementary,Washington,Moses Lake,Grant,65,95.38,93.85,1.54,0,1.54,47.1667568,-119.3238779
417,Cougar Ridge Elementary,Washington,Issaquah,King,86,95.35,91.86,0,0,5.81,47.562055,-122.117468
418,Mark Twain Elementary,Washington,Federal Way,King,86,95.35,90.7,1.16,0,2.33,47.3563298,-122.2991007
419,Minter Creek Elementary,Washington,Gig Harbor,Pierce,64,95.31,92.19,0,0,4.69,47.372641,-122.692901
420,Columbia Ridge Elementary,Washington,Ephrata,Grant,85,95.29,94.12,0,0,0,47.3175554,-119.5399046
421,Apollo Elementary,Washington,Renton,King,105,95.24,91.43,1.9,0,4.76,47.4977089,-122.1392514
422,Camas Prairie Elementary,Washington,Spanaway,Pierce,105,95.24,92.38,1.9,0,1.9,47.0967225,-122.4271207
423,Little Cedars Elementary,Washington,Snohomish,Snohomish,84,95.24,94.05,1.19,0,4.76,47.865487,-122.133349
424,Oakville Elementary,Washington,Oakville,Grays Harbor,21,95.24,95.24,0,0,0,46.8412648,-123.2408706
425,The Lake And Park,Washington,Seattle,King,21,95.24,85.71,0,0,9.52,47.5750265,-122.2854711
426,Yacolt Primary,Washington,Yacolt,Clark,146,95.21,91.78,2.05,0,2.74,45.8673725,-122.4114837
427,Olympic View Elementary,Washington,Lacey,Thurston,104,95.19,90.38,0.96,0.96,0.96,47.058921,-122.777955
428,East Olympia Elementary,Washington,Olympia,Thurston,83,95.18,92.77,0,2.41,4.82,46.9609115,-122.8323272
429,Edison Elementary,Washington,Centralia,Lewis,83,95.18,89.16,0,0,2.41,46.7219286,-122.9596565
430,Tillicum Elementary,Washington,Lakewood,Pierce,62,95.16,91.94,0,0,1.61,47.1252195,-122.5533584
431,Island Park Elementary,Washington,Mercer Island,King,82,95.12,95.12,1.22,0,2.44,47.5536651,-122.2225675
432,Medina Elementary,Washington,Medina,King,41,95.12,90.24,0,0,2.44,47.6166865,-122.2324249
433,Sanislo Elementary,Washington,Seattle,King,41,95.12,92.68,0,0,0,47.5397484,-122.3588132
434,South Bay Elementary,Washington,Lacey,Thurston,102,95.1,93.14,0,0,2.94,47.0853561,-122.834608
435,Valhalla Elementary,Washington,Auburn,King,102,95.1,91.18,0,0,4.9,47.3516102,-122.2830903
436,Davis Elementary,Washington,College Place,Walla Walla,122,95.08,94.26,2.46,0.82,0.82,46.04819,-118.3863959
437,Meridian Park Elementary,Washington,Shoreline,King,202,95.05,92.57,0.5,0,4.46,47.7549265,-122.3364876
438,Barge Lincoln Elementary,Washington,Yakima,Yakima,120,95,93.33,3.33,0,0,46.615293,-120.508589
439,Brewster Elementary,Washington,Brewster,Okanogan,80,95,93.75,0,0,0,48.0939928,-119.7873864
440,Centralia Christian,Washington,Centralia,Lewis,20,95,90,0,0,10,46.7016066,-122.9617012
441,Fidalgo Elementary,Washington,Anacortes,Skagit,40,95,85,0,0,10,48.4464614,-122.5827026
442,Franklin Elementary,Washington,Port Angeles,Clallam,60,95,86.67,3.33,0,3.33,48.1025181,-123.423213
443,Jefferson Elementary,Washington,Mount Vernon,Skagit,80,95,95,0,0,2.5,48.4071854,-122.3177212
444,Peace Lutheran,Washington,Bremerton,Kitsap,20,95,95,0,0,5,47.6076561,-122.6349422
445,South Sound Christian Schools-Tacoma Baptist Campus,Washington,Tacoma,Pierce,20,95,95,5,0,0,47.1988926,-122.4669582
446,Stewart Elementary,Washington,Puyallup,Pierce,40,95,95,0,2.5,2.5,47.1935909,-122.2881672
447,Arbor Heights Elementary,Washington,Seattle,King,99,94.95,87.88,0,0,1.01,47.5093589,-122.3789128
448,Clear Creek Elementary,Washington,Silverdale,Kitsap,99,94.95,87.88,0,0,1.01,47.683947,-122.7018439
449,Centennial Elementary,Washington,Graham,Pierce,79,94.94,92.41,1.27,0,1.27,47.0357394,-122.355633
450,A J West Elementary,Washington,Aberdeen,Grays Harbor,59,94.92,79.66,0,0,0,46.971922,-123.838252
451,Sharpstein Elementary,Washington,Walla Walla,Walla Walla,59,94.92,91.53,0,0,3.39,46.0645328,-118.3259819
452,Beverly Elementary,Washington,Lynnwood,Snohomish,78,94.87,89.74,0,0,6.41,47.847229,-122.3048031
453,Eton,Washington,Bellevue,King,39,94.87,87.18,0,0,5.13,47.634473,-122.1284287
454,Grass Lake Elementary,Washington,Kent,King,39,94.87,92.31,0,0,7.69,47.3447114,-122.0869899
455,Hazel Wolf K-8,Washington,Seattle,King,78,94.87,88.46,0,0,0,47.7133567,-122.316714
456,Kirkwood Elementary,Washington,Toppenish,Yakima,78,94.87,87.18,1.28,0,0,46.381365,-120.3265654
457,Martin Luther King Jr. Elementary,Washington,Seattle,King,39,94.87,89.74,0,0,2.56,47.5420247,-122.276964
458,Riverside Elementary,Washington,Chattaroy,Spokane,39,94.87,92.31,0,0,0,47.9664323,-117.3561898
459,Willard Elementary,Washington,Spokane,Spokane,78,94.87,93.59,0,0,3.85,47.6980815,-117.4200329
460,Orchard Elementary,Washington,Richland,Benton,97,94.85,93.81,0,0,4.12,46.2341216,-119.2891968
461,Whittier Elementary,Washington,Seattle,King,97,94.85,92.78,0,0,5.15,47.6837505,-122.3732327
462,Ridgecrest Elementary,Washington,Puyallup,Pierce,58,94.83,82.76,3.45,0,6.9,47.1404508,-122.2575629
463,Brookdale Elementary,Washington,Tacoma,Pierce,77,94.81,93.51,1.3,0,1.3,47.1381907,-122.4403662
464,King Elementary,Washington,Vancouver,Clark,77,94.81,93.51,0,1.3,1.3,45.6301151,-122.6203951
465,Southgate Elementary,Washington,Kennewick,Benton,77,94.81,94.81,0,0,5.19,46.1906764,-119.1651287
466,Westhill Elementary,Washington,Bothell,King,77,94.81,89.61,0,0,2.6,47.7700961,-122.2248557
467,Little Mountain Elementary,Washington,Mount Vernon,Skagit,96,94.79,91.67,0,1.04,4.17,48.4115416,-122.3119984
468,Sunset View Elementary,Washington,Kennewick,Benton,96,94.79,93.75,0,0,3.13,46.2175985,-119.2353039
469,Washington Elementary,Washington,Auburn,King,96,94.79,91.67,0,0,2.08,47.3082196,-122.222254
470,Chauncey Davis Elementary,Washington,South Bend,Pacific,38,94.74,89.47,0,0,0,46.6618053,-123.7904495
471,Martin Luther King Jr Elementary,Washington,Yakima,Yakima,95,94.74,93.68,2.11,0,0,46.5729673,-120.4784
472,Northwood Elementary,Washington,Edgewood,Pierce,76,94.74,92.11,1.32,0,5.26,47.2378677,-122.2987205
473,Park Orchard Elementary,Washington,Kent,King,76,94.74,90.79,0,0,3.95,47.3951979,-122.1936077
474,Rose Valley Elementary,Washington,Kelso,Cowlitz,19,94.74,94.74,0,0,5.26,46.0981567,-122.8265721
475,Skyline Elementary,Washington,Tacoma,Pierce,57,94.74,94.74,3.51,0,0,47.2697067,-122.5243934
476,St. Joseph Catholic School Of Issaquah,Washington,Issaquah,King,19,94.74,89.47,0,0,0,47.5283378,-122.0450985
477,Southworth Elementary,Washington,Yelm,Thurston,113,94.69,93.81,0,0,4.42,46.968697,-122.642514
478,Timber Ridge Elementary,Washington,SNOQUALMIE,King,113,94.69,92.04,0.88,0,1.77,47.5255547,-121.8811654
479,Fort Stevens Elementary,Washington,Yelm,Thurston,94,94.68,92.55,2.13,0,4.26,46.9410113,-122.5886701
480,Frank Wagner Elementary,Washington,Monroe,Snohomish,94,94.68,87.23,0,0,2.13,47.8536817,-121.9796457
481,Barnes Elementary,Washington,Kelso,Cowlitz,75,94.67,92,0,0,4,46.160203,-122.907868
482,Salmon Creek Elementary,Washington,Vancouver,Clark,75,94.67,92,1.33,0,5.33,45.7132985,-122.6552134
483,Green Park Elementary,Washington,Walla Walla,Walla Walla,56,94.64,92.86,3.57,0,1.79,46.0743433,-118.3224654
484,North Hill Elementary,Washington,Burien,King,93,94.62,90.32,0,0,5.38,47.4366778,-122.327926
485,Oak Heights Elementary,Washington,Lynnwood,Snohomish,93,94.62,91.4,1.08,0,4.3,47.8582314,-122.2585703
486,Valley View Elementary,Washington,Ellensburg,Kittitas,93,94.62,93.55,0,0,2.15,46.9941216,-120.5223489
487,Brier Elementary,Washington,Brier,Snohomish,74,94.59,89.19,1.35,0,1.35,47.7889331,-122.282263
488,Woodland Elementary,Washington,Puyallup,Pierce,92,94.57,92.39,2.17,1.09,1.09,47.1556651,-122.3255222
489,Balboa Elementary,Washington,Spokane,Spokane,55,94.55,94.55,0,0,3.64,47.7183342,-117.4560067
490,Kapowsin Elementary,Washington,Graham,Pierce,55,94.55,92.73,0,0,3.64,47.0155659,-122.2921352
491,Lyon Elementary,Washington,Tacoma,Pierce,55,94.55,90.91,0,0,3.64,47.21584,-122.430497
492,Ordway Elementary,Washington,Bainbridge Island,Kitsap,73,94.52,87.67,0,0,6.85,47.639617,-122.5222175
493,Hilltop Elementary,Washington,Lynnwood,Snohomish,91,94.51,91.21,0,0,3.3,47.8127421,-122.2421841
494,Green Mountain Elementary,Washington,Bremerton,Kitsap,72,94.44,91.67,2.78,0,2.78,47.5985997,-122.8197904
495,Home Education Exchange,Washington,Shoreline,King,18,94.44,83.33,5.56,0,5.56,47.7744581,-122.2999363
496,Manchester Elementary,Washington,PORT ORCHARD,Kitsap,54,94.44,92.59,1.85,0,3.7,47.5512216,-122.5554675
497,Montessori School Of Yakima,Washington,Yakima,Yakima,18,94.44,94.44,0,0,5.56,46.6063457,-120.5666373
498,St. Mary Magdalen,Washington,Everett,Snohomish,36,94.44,94.44,0,0,5.56,47.9197937,-122.2221185
499,St. Monica,Washington,Mercer Island,King,18,94.44,94.44,5.56,0,0,47.5693913,-122.2224449
500,Union Ridge Elementary,Washington,Ridgefield,Clark,125,94.4,92.8,2.4,1.6,2.4,45.817893,-122.742045
501,Centennial Elementary,Washington,Olympia,Thurston,71,94.37,88.73,1.41,0,5.63,47.0049621,-122.862304
502,East Hill Elementary,Washington,Kent,King,71,94.37,91.55,0,0,1.41,47.386068,-122.2081824
503,Lake Spokane Elementary,Washington,Nine Mile Falls,Spokane,71,94.37,88.73,0,0,4.23,47.8178277,-117.5840183
504,Parkwood Elementary,Washington,Shoreline,King,71,94.37,92.96,0,0,2.82,47.7406034,-122.3364097
505,Yelm Prairie Elementary,Washington,Yelm,Thurston,71,94.37,90.14,1.41,0,7.04,46.9261903,-122.5884398
506,Kettle Falls Elementary,Washington,Kettle Falls,Stevens,53,94.34,86.79,1.89,0,3.77,48.6063372,-118.0554314
