index,state,year,name,type,city,county,enroll,mmr,overall,xmed,lat,lng
243,Ohio,2018-19,Trotwood Preparatory & Fitness Academy,Public,Trotwood,Montgomery,40,100,100,0,39.8179138,-84.2952701
244,Ohio,2018-19,Valleyview Elementary,Public,Columbus,Franklin,47,100,95.74,0,39.9626158,-83.0812311
245,Ohio,2018-19,Walls Elementary,Public,Kent,Portage,77,100,97.4,0,41.1580374,-81.3452187
246,Ohio,2018-19,Walter Kidder Elementary,Public,Brunswick,Medina,56,100,100,0,41.2589082,-81.8170563
247,Ohio,2018-19,Washington Elementary,Public,Lindsey,Sandusky,11,100,100,0,41.4180131,-83.2221153
248,Ohio,2018-19,West Elementary,Public,Malta,Morgan,38,100,100,0,39.6647745,-82.0068138
249,Ohio,2018-19,Western Primary,Public,Latham,Pike,56,100,100,0,39.1011752,-83.2531071
250,Ohio,2018-19,Wilson,Public,cincinnati,Hamilton,79,100,100,0,39.1011807,-84.3421756
251,Ohio,2018-19,Wings Academy 1,Public,Cleveland,Cuyahoga,21,100,100,0,41.4783443,-81.6111266
252,Ohio,2018-19,Wintersville Elementary,Public,Wintersville,Jefferson,78,100,100,0,40.3767673,-80.7136237
253,Ohio,2018-19,Woodcrest Elementary,Public,Columbus,Franklin,49,100,100,0,39.9430545,-82.852645
254,Ohio,2018-19,Woodland Elementary,Public,Mansfield,Richland,45,100,97.78,0,40.7431559,-82.5326066
255,Ohio,2018-19,Woodsfield Elementary,Public,Woodsfield,Monroe,48,100,95.83,0,39.7625271,-81.1317433
256,Ohio,2018-19,Wright Brothers Elementary,Public,Huber Heights,Montgomery,101,100,98.02,0,39.8376745,-84.1278954
257,Ohio,2018-19,Xenia Preschool,Public,Xenia,Greene,19,100,94.74,0,39.6904629,-83.9265913
258,Ohio,2018-19,Young Elementary,Public,Akron,Summit,71,100,100,0,41.0093317,-81.4066261
259,Ohio,2018-19,Zane Grey Elementary,Public,Zanesville,Muskingum,120,100,99.17,0,39.92234,-82.015383
260,Ohio,2018-19,Ohio Virtual Academy,Public,Maumee,Lucas,743,99.87,99.87,0.13,41.5870754,-83.684178
261,Ohio,2018-19,Shawnee Early Childhood,Public,Cincinnati,Butler,207,99.52,97.58,0,39.3146193,-84.3708801
262,Ohio,2018-19,Stephen Bell Elementary,Public,Bellbrook,Greene,184,99.46,99.46,0.54,39.6416653,-84.093948
263,Ohio,2018-19,Portsmouth Elementary,Public,Portsmouth,Scioto,142,99.3,99.3,0.7,38.7334976,-82.9874507
264,Ohio,2018-19,Lakeview Elementary,Public,Warren,Trumbull,127,99.21,96.85,0.79,41.316516,-80.7258201
265,Ohio,2018-19,Lakeshore Primary Elementary,Public,Conneaut,Ashtabula,125,99.2,99.2,0,41.956384,-80.566712
266,Ohio,2018-19,Amanda-Clearcreek Primary,Public,Amanda,Fairfield,124,99.19,98.39,0,39.6516548,-82.7385053
267,Ohio,2018-19,St Ignatius Loyola,Private,Cincinnati,Hamilton,119,99.16,98.32,0.84,39.1818801,-84.6030487
268,Ohio,2018-19,Ironton Elementary,Public,Ironton,Lawrence,115,99.13,99.13,0,38.5528562,-82.7065987
269,Ohio,2018-19,Alpine Elementary,Public,Columbus,Franklin,107,99.07,97.2,0.93,40.09443,-82.9739295
270,Ohio,2018-19,Clough Pike Elementary,Public,Cincinnati,Clermont,106,99.06,98.11,0.94,39.0851362,-84.2775042
271,Ohio,2018-19,Camden Primary,Public,Camden,Preble,105,99.05,99.05,0.95,39.6316104,-84.6492151
272,Ohio,2018-19,Madison Elementary,Public,Middletown,Butler,103,99.03,98.06,0.97,39.532043,-84.446206
273,Ohio,2018-19,Union Local Elementary,Public,Belmont,Belmont,103,99.03,98.06,0.97,40.0636142,-81.0480416
274,Ohio,2018-19,Rock Hill Elementary,Public,Ironton,Lawrence,101,99.01,99.01,0.99,38.6097761,-82.6561963
275,Ohio,2018-19,Summit Road Elementary,Public,Reynoldsburg,Licking,101,99.01,99.01,0,39.9678805,-82.7500558
276,Ohio,2018-19,Wyandot Run Elementary,Public,Powell,Delaware,101,99.01,99.01,0.99,40.182312,-83.081909
277,Ohio,2018-19,John Mcintire Elementary,Public,Zanesville,Muskingum,98,98.98,98.98,1.02,39.9514736,-82.0199345
278,Ohio,2018-19,South Range Elementary,Public,Canfield,Mahoning,96,98.96,96.88,1.04,40.9543863,-80.7434409
279,Ohio,2018-19,Bryden Elementary,Public,Beachwood,Cuyahoga,95,98.95,98.95,1.05,41.4690524,-81.5000649
280,Ohio,2018-19,Constellation Schools: Parma Community,Public,Parma,Cuyahoga,187,98.93,97.33,0.53,41.3789779,-81.737651
281,Ohio,2018-19,Tremont Elementary,Public,Upper Arlington,Franklin,92,98.91,98.91,1.09,40.0148845,-83.0656629
282,Ohio,2018-19,Bridgeport Elementary,Public,Hamilton,Butler,91,98.9,93.41,1.1,39.4287792,-84.5539139
283,Ohio,2018-19,Ridgeway Elementary,Public,Hamilton,Butler,91,98.9,98.9,0,39.39808,-84.610569
284,Ohio,2018-19,Cheshire Elementary,Public,Delaware,Delaware,89,98.88,97.75,1.12,40.246893,-83.009908
285,Ohio,2018-19,North Adams Elementary,Public,Seaman,Adams,89,98.88,96.63,1.12,38.9418036,-83.5928196
286,Ohio,2018-19,Willowville Elementary,Public,Batavia,Clermont,89,98.88,96.63,0,39.1009378,-84.2426149
287,Ohio,2018-19,Ransom H Barr Elementary,Public,Canton,Stark,87,98.85,96.55,1.15,40.8490081,-81.3468504
288,Ohio,2018-19,Carrollton Elementary,Public,Carrollton,Carroll,85,98.82,97.65,0,40.5732276,-81.0827357
289,Ohio,2018-19,Greensview Elementary,Public,Upper Arlington,Franklin,84,98.81,96.43,1.19,40.0458611,-83.0585656
290,Ohio,2018-19,New Albany Early Learning Center,Public,New Albany,Franklin,335,98.81,98.21,0.9,40.0893836,-82.8206232
291,Ohio,2018-19,West Union Elementary,Public,West Union,Adams,84,98.81,96.43,1.19,38.8207332,-83.5814517
292,Ohio,2018-19,Maddux Elementary,Public,Cincinnati,Hamilton,83,98.8,93.98,0,39.0683092,-84.3680906
293,Ohio,2018-19,Jefferson Elementary,Public,Gahanna,Franklin,82,98.78,95.12,0,40.0228119,-82.8763222
294,Ohio,2018-19,North Linden Elementary,Public,Columbus,Franklin,82,98.78,97.56,0,40.0460187,-82.9705278
295,Ohio,2018-19,Sharonville Elementary,Public,Cincinnati,Hamilton,82,98.78,93.9,1.22,39.2713594,-84.4071177
296,Ohio,2018-19,New Concord Elementary,Public,New Concord,Muskingum,81,98.77,98.77,1.23,39.994272,-81.738164
297,Ohio,2018-19,Struble Elementary,Public,Cincinnati,Hamilton,161,98.76,98.76,0,39.2137906,-84.5787571
298,Ohio,2018-19,Cassingham Elementary,Public,Bexley,Franklin,80,98.75,98.75,1.25,39.9636438,-82.9298472
299,Ohio,2018-19,Holly Hill Elementary,Public,Amelia,Clermont,80,98.75,98.75,0,39.0272014,-84.1975037
300,Ohio,2018-19,Patrick Henry Elementary,Public,Hamler,Henry,80,98.75,98.75,1.25,41.2264045,-83.9968299
301,Ohio,2018-19,Crosby Elementary,Public,Harrison,Hamilton,79,98.73,96.2,0,39.2762997,-84.7168787
302,Ohio,2018-19,St James,Private,Cincinnati,Hamilton,79,98.73,98.73,0,39.2044752,-84.6000747
303,Ohio,2018-19,Ada Elementary,Public,Ada,Hardin,78,98.72,98.72,1.28,40.7749875,-83.8332661
304,Ohio,2018-19,Fairbanks Elementary,Public,Milford Center,Union,78,98.72,98.72,1.28,40.1604935,-83.3908142
305,Ohio,2018-19,Wildwood Elementary,Public,Middletown,Butler,78,98.72,98.72,1.28,39.5247009,-84.3693153
306,Ohio,2018-19,Indian Springs Elementary,Public,Powell,Delaware,77,98.7,97.4,1.3,40.1977898,-83.1024528
307,Ohio,2018-19,Walnut Elementary,Public,Ashville,Pickaway,77,98.7,97.4,0,39.6900106,-82.890053
308,Ohio,2018-19,C H Campbell Elementary,Public,Canfield,Mahoning,75,98.67,94.67,0,41.0345503,-80.7733635
309,Ohio,2018-19,Monroe Primary,Public,Monroe,Butler,225,98.67,97.33,0.44,39.4432028,-84.3677151
310,Ohio,2018-19,Jackson Southview Elementary,Public,Jackson,Jackson,74,98.65,95.95,0,39.0253479,-82.609185
311,Ohio,2018-19,Longfellow Elementary,Public,Toledo,Lucas,74,98.65,98.65,0,41.703048,-83.5925961
312,Ohio,2018-19,Thornville Elementary,Public,Thornville,Perry,74,98.65,97.3,1.35,39.8975983,-82.4184599
313,Ohio,2018-19,Mayfield Center Elementary,Public,Mayfield,Cuyahoga,73,98.63,95.89,1.37,41.5399868,-81.4401733
314,Ohio,2018-19,Port Washington Elementary,Public,Port Washington,Tuscarawas,73,98.63,94.52,1.37,40.331307,-81.5196859
315,Ohio,2018-19,Brook Park Memorial Elementary,Public,Brook Park,Cuyahoga,72,98.61,98.61,1.39,41.395858,-81.817727
316,Ohio,2018-19,Monac Elementary,Public,Toledo,Lucas,72,98.61,97.22,0,41.7035771,-83.6359237
317,Ohio,2018-19,South Point Elementary,Public,South Point,Lawrence,72,98.61,97.22,0,38.4230604,-82.5846036
318,Ohio,2018-19,Dresden Elementary,Public,Dresden,Muskingum,71,98.59,97.18,1.41,40.115986,-82.005813
319,Ohio,2018-19,Charles W Springmyer Elementary,Public,Cincinnati,Hamilton,70,98.57,98.57,1.43,39.168654,-84.653697
320,Ohio,2018-19,Columbus Arts & Technology Academy,Public,Columbus,Franklin,70,98.57,95.71,0,39.9276448,-82.8846094
321,Ohio,2018-19,Deveaux Elementary,Public,Toledo,Lucas,70,98.57,97.14,1.43,41.6936829,-83.6079271
322,Ohio,2018-19,Georgian Heights Alt Elementary,Public,Columbus,Franklin,70,98.57,97.14,0,39.9364503,-83.1069431
323,Ohio,2018-19,Hamersville Elementary,Public,Hamersville,Brown,70,98.57,98.57,0,38.9217958,-83.9923794
324,Ohio,2018-19,Kemp Prek-6,Public,Dayton,Montgomery,70,98.57,94.29,0,39.7549245,-84.1304856
325,Ohio,2018-19,Liberty Tree Elementary,Public,Powell,Delaware,70,98.57,97.14,1.43,40.2047817,-83.0913645
326,Ohio,2018-19,Pleasant Run Elementary,Public,Cincinnati,Hamilton,140,98.57,97.86,0.71,39.2974955,-84.5684476
327,Ohio,2018-19,Warder Park-Wayne Elementary,Public,Springfield,Clark,70,98.57,92.86,0,39.9294947,-83.7654749
328,Ohio,2018-19,Buckeye Elementary,Public,Salem,Columbiana,139,98.56,94.96,0.72,40.9134493,-80.8595734
329,Ohio,2018-19,Arrowood Elementary,Public,Xenia,Greene,69,98.55,97.1,0,39.675546,-83.9586759
330,Ohio,2018-19,Isham Memorial Elementary,Public,Wadsworth,Medina,69,98.55,97.1,1.45,41.0268498,-81.7386928
331,Ohio,2018-19,Immaculate Heart Of Mary,Private,Cincinnati,Hamilton,68,98.53,98.53,1.47,39.0737687,-84.3407268
332,Ohio,2018-19,Stevenson Elementary,Public,Columbus,Franklin,68,98.53,94.12,1.47,39.9804252,-83.0352146
333,Ohio,2018-19,Wilcox Elementary,Public,Twinsburg,Summit,273,98.53,97.8,0.73,41.3167362,-81.4423786
334,Ohio,2018-19,Longfellow Elementary,Public,Fostoria,Seneca,135,98.52,97.78,1.48,41.163315,-83.4044815
335,Ohio,2018-19,Brunswick Memorial Elementary,Public,Brunswick,Medina,67,98.51,98.51,1.49,41.270606,-81.8230323
336,Ohio,2018-19,Crestview Elementary,Public,Convoy,VanWert,67,98.51,98.51,1.49,40.9146796,-84.7024313
337,Ohio,2018-19,Lincoln Elementary,Public,Gahanna,Franklin,67,98.51,95.52,1.49,40.017517,-82.86241
338,Ohio,2018-19,Robert Frost Elementary,Public,Westerville,Franklin,67,98.51,97.01,1.49,40.1337055,-82.9015901
339,Ohio,2018-19,Wickliffe Elementary,Public,Upper Arlington,Franklin,67,98.51,97.01,1.49,40.0216751,-83.0790027
340,Ohio,2018-19,Highland Drive Elementary,Public,Brecksville,Cuyahoga,66,98.48,93.94,0,41.3033531,-81.635488
341,Ohio,2018-19,O H Somers Elementary,Public,Mogadore,Summit,66,98.48,98.48,1.52,41.046745,-81.404319
342,Ohio,2018-19,Carey Elementary,Public,Carey,Wyandot,65,98.46,95.38,1.54,40.9453476,-83.3872613
343,Ohio,2018-19,Gurney Elementary,Public,Chagrin Falls,Geauga,130,98.46,93.08,0.77,41.4334261,-81.3447927
344,Ohio,2018-19,Independence Primary,Public,Independence,Cuyahoga,65,98.46,96.92,1.54,41.367574,-81.63331
345,Ohio,2018-19,St Gabriel,Private,Mentor,Lake,64,98.44,93.75,1.56,41.678382,-81.284061
346,Ohio,2018-19,Western Reserve Elementary,Public,Collins,Huron,64,98.44,95.31,0,41.2472267,-82.4510847
347,Ohio,2018-19,Worthington Park Elementary,Public,Westerville,Franklin,64,98.44,98.44,1.56,40.1290828,-82.9893757
348,Ohio,2018-19,Olentangy Meadows Elementary,Public,Lewis,Delaware,127,98.43,95.28,1.57,40.1473735,-83.008882
349,Ohio,2018-19,Eastern Primary Elementary,Public,Beaver,Pike,63,98.41,96.83,0,39.0351103,-82.8458255
350,Ohio,2018-19,Joshua Dixon Elementary,Public,Columbiana,Columbiana,63,98.41,98.41,1.59,40.8941656,-80.6975303
351,Ohio,2018-19,Ridgedale Elementary,Public,Morral,Marion,63,98.41,98.41,0,40.6479926,-83.1741778
352,Ohio,2018-19,Focus Learning Academy Of Northern Columbus,Public,Columbus,Franklin,62,98.39,98.39,1.61,40.0874678,-82.9683157
353,Ohio,2018-19,Granby Elementary,Public,Columbus,Franklin,62,98.39,96.77,1.61,40.119633,-83.054493
354,Ohio,2018-19,Groveport Community,Public,Groveport,Franklin,124,98.39,98.39,0.81,39.8777346,-82.8853028
355,Ohio,2018-19,Groveport Elementary,Public,Groveport,Franklin,62,98.39,93.55,0,39.850704,-82.881117
356,Ohio,2018-19,Jefferson Ave Elementary,Public,Shadyside,Belmont,62,98.39,95.16,1.61,39.9671713,-80.7598007
357,Ohio,2018-19,Mapleton Elementary,Public,Ashland,Ashland,62,98.39,98.39,0,40.9673405,-82.2770377
358,Ohio,2018-19,Mercer Elementary,Public,Shaker Heights,Cuyahoga,62,98.39,96.77,1.61,41.4757741,-81.5151627
359,Ohio,2018-19,Newton Falls Elementary,Public,Newton Falls,Trumbull,62,98.39,96.77,1.61,41.176873,-80.963362
360,Ohio,2018-19,Redwood Elementary,Public,Avon Lake,Lorain,62,98.39,98.39,1.61,41.501798,-82.028162
361,Ohio,2018-19,St Clairsville Elementary,Public,Saint Clairsville,Belmont,124,98.39,98.39,1.61,40.0805489,-80.892254
362,Ohio,2018-19,Boulevard Elementary,Public,Shaker Heights,Cuyahoga,61,98.36,95.08,0,41.481176,-81.57777
363,Ohio,2018-19,Cypress Christian,Private,Galloway,Franklin,61,98.36,98.36,1.64,39.9590329,-83.1686403
364,Ohio,2018-19,Edison Elementary,Public,Ashland,Ashland,122,98.36,95.9,0.82,40.8794658,-82.3298147
365,Ohio,2018-19,South Bloomfield Elementary,Public,South Bloomfield,Pickaway,61,98.36,98.36,1.64,39.7091559,-82.9950358
366,Ohio,2018-19,South Central Elementary,Public,Greenwich,Huron,61,98.36,93.44,0,41.0484659,-82.5188177
367,Ohio,2018-19,West Mound Elementary,Public,Columbus,Franklin,61,98.36,95.08,0,39.9407961,-83.0515873
368,Ohio,2018-19,Amelia Elementary,Public,Amelia,Clermont,121,98.35,98.35,0.83,39.0302546,-84.2151094
369,Ohio,2018-19,Constellation Schools: Elyria Community,Public,Elyria,Lorain,60,98.33,96.67,0,41.3819693,-82.0781373
370,Ohio,2018-19,Locust Corner Elementary,Public,Cincinnati,Clermont,60,98.33,98.33,0,39.0274308,-84.2778974
371,Ohio,2018-19,Snowhill Elementary,Public,Springfield,Clark,59,98.31,96.61,1.69,39.9455565,-83.818229
372,Ohio,2018-19,Symmes Valley Elementary,Public,Willow Wood,Lawrence,59,98.31,96.61,0,38.6079526,-82.483659
373,Ohio,2018-19,Dorr Street Elementary,Public,Toledo,Lucas,58,98.28,98.28,1.72,41.6524371,-83.7237649
374,Ohio,2018-19,Ely Elementary,Public,Elyria,Lorain,58,98.28,94.83,0,41.3760453,-82.0951264
375,Ohio,2018-19,Lagonda Elementary,Public,Springfield,Clark,58,98.28,96.55,1.72,39.938973,-83.7962181
376,Ohio,2018-19,Portsmouth West Elementary,Public,West Portsmouth,Scioto,116,98.28,98.28,0,38.7137943,-83.0539477
377,Ohio,2018-19,Blue Ash Elementary,Public,Cincinnati,Hamilton,115,98.26,97.39,1.74,39.2314886,-84.3979812
378,Ohio,2018-19,Byesville Elementary,Public,Byesville,Guernsey,57,98.25,98.25,0,39.970402,-81.53538
379,Ohio,2018-19,Elmhurst Elementary,Public,Toledo,Lucas,57,98.25,96.49,0,41.6999191,-83.6140146
380,Ohio,2018-19,William Mckinley Elementary,Public,Marion,Marion,57,98.25,98.25,0,40.5717799,-83.151274
381,Ohio,2018-19,Beaver Local Elementary,Public,East Liverpool,Columbiana,112,98.21,97.32,0,40.7115259,-80.6302336
382,Ohio,2018-19,Lakewood Catholic Academy,Private,Lakewood,Cuyahoga,56,98.21,92.86,0,41.494286,-81.799772
383,Ohio,2018-19,Binns Elementary,Public,Columbus,Franklin,55,98.18,98.18,0,39.9324145,-83.0797384
384,Ohio,2018-19,Columbus Academy,Private,Gahanna,Franklin,55,98.18,98.18,1.82,40.049078,-82.873982
385,Ohio,2018-19,Leipsic Elementary,Public,Leipsic,Putnam,55,98.18,98.18,1.82,41.098192,-83.989909
386,Ohio,2018-19,Southeast Primary Elementary,Public,Ravenna,Portage,110,98.18,97.27,0.91,41.1008558,-81.0930965
387,Ohio,2018-19,Glen Oak Elementary,Public,Lewis Center,Delaware,109,98.17,96.33,1.83,40.1796395,-83.0052984
388,Ohio,2018-19,Brantner Lane Elementary,Public,Cincinnati,Clermont,54,98.15,90.74,1.85,39.0912624,-84.2936909
389,Ohio,2018-19,Cleveland Prek-6,Public,Dayton,Montgomery,54,98.15,88.89,1.85,39.7451501,-84.1502297
390,Ohio,2018-19,Coy Elementary,Public,Oregon,Lucas,54,98.15,98.15,1.85,41.6294454,-83.4611939
391,Ohio,2018-19,Currie Elementary,Public,Cortland,Trumbull,54,98.15,96.3,1.85,41.308427,-80.687254
392,Ohio,2018-19,Sullivant Elementary,Public,Columbus,Franklin,54,98.15,96.3,0,39.9437471,-83.0188329
393,Ohio,2018-19,Kings Mills Elementary,Public,Kings Mills,Warren,107,98.13,97.2,1.87,39.3587111,-84.2480471
394,Ohio,2018-19,Milton-Union Elementary,Public,West Milton,Miami,107,98.13,97.2,0,39.9630999,-84.3448242
395,Ohio,2018-19,Secrest Elementary,Public,Senecaville,Guernsey,53,98.11,96.23,1.89,39.950009,-81.4595164
396,Ohio,2018-19,Starling Pk-8,Public,Columbus,Franklin,53,98.11,96.23,0,39.9545978,-83.0385959
397,Ohio,2018-19,Helen Arnold Community Learning Center,Public,Akron,Summit,52,98.08,98.08,0,41.0722966,-81.5392789
398,Ohio,2018-19,Mckinley Elementary,Public,Elyria,Lorain,52,98.08,98.08,1.92,41.3653897,-82.0978438
399,Ohio,2018-19,National Road,Public,Zanesville,Muskingum,52,98.08,98.08,1.92,39.9554959,-81.93728
400,Ohio,2018-19,Buckeye Elementary,Public,Painesville,Lake,51,98.04,96.08,0,41.700471,-81.262724
401,Ohio,2018-19,Burlington Elementary,Public,South Point,Lawrence,51,98.04,98.04,1.96,38.4151771,-82.5061819
402,Ohio,2018-19,Columbus Africentric Early College Elementary,Public,Columbus,Franklin,51,98.04,98.04,1.96,39.979441,-82.9162144
403,Ohio,2018-19,Lake Cable Elementary,Public,Canton,Stark,102,98.04,96.08,0,40.8677401,-81.4476502
404,Ohio,2018-19,Salem Elementary,Public,Columbus,Franklin,51,98.04,94.12,0,40.0792445,-82.9905208
405,Ohio,2018-19,Deca Prep,Public,Dayton,Montgomery,101,98.02,97.03,0.99,39.7740547,-84.2030391
406,Ohio,2018-19,Walker Elementary,Public,Canton,Stark,101,98.02,91.09,0.99,40.756893,-81.3326087
407,Ohio,2018-19,Big Creek Elementary,Public,Middleburg Hts,Cuyahoga,100,98,93,2,41.3673674,-81.8088984
408,Ohio,2018-19,Cedarwood Alternative Elementary,Public,Columbus,Franklin,50,98,98,2,39.884089,-82.979327
409,Ohio,2018-19,East Franklin Elementary,Public,Columbus,Franklin,50,98,98,0,39.9286517,-83.046569
410,Ohio,2018-19,Elizabeth Price Elementary,Public,Cuyahoga Falls,Summit,50,98,96,0,41.1363956,-81.4652321
411,Ohio,2018-19,Glendale Elementary,Public,Cincinnati,Hamilton,50,98,98,2,39.2708981,-84.4678268
412,Ohio,2018-19,St Rose,Private,Perrysburg,Wood,50,98,98,2,41.5623327,-83.6277319
413,Ohio,2018-19,J F Kennedy Elementary,Public,Kettering,Montgomery,99,97.98,96.97,2.02,39.6712224,-84.1301477
414,Ohio,2018-19,Linden Elementary,Public,Hamilton,Butler,99,97.98,95.96,1.01,39.354881,-84.555191
415,Ohio,2018-19,Madison Avenue School Of Arts,Public,Toledo,Lucas,99,97.98,97.98,0,41.6559199,-83.5454261
416,Ohio,2018-19,Immaculate Conception,Private,Dayton,Montgomery,49,97.96,95.92,0,39.7343506,-84.1398997
417,Ohio,2018-19,Lincoln Park Elementary,Public,Columbus,Franklin,49,97.96,97.96,0,39.9303946,-82.9810102
418,Ohio,2018-19,Newport Elementary,Public,Newport,Washington,49,97.96,97.96,0,39.393681,-81.226199
419,Ohio,2018-19,St James The Less,Private,Columbus,Franklin,49,97.96,97.96,0,40.0322762,-82.9696244
420,Ohio,2018-19,St Mary,Private,Delaware,Delaware,49,97.96,97.96,2.04,40.298117,-83.0651871
421,Ohio,2018-19,Suffield Elementary,Public,Mogadore,Portage,49,97.96,93.88,0,41.021655,-81.3529349
422,Ohio,2018-19,Demmitt Elementary,Public,Vandalia,Montgomery,97,97.94,96.91,2.06,39.8919478,-84.1768318
423,Ohio,2018-19,Evamere Elementary,Public,Hudson,Summit,291,97.94,95.19,1.72,41.2431502,-81.4263682
424,Ohio,2018-19,Eli Pinney Elementary,Public,Dublin,Delaware,96,97.92,96.88,2.08,40.1610747,-83.1530906
425,Ohio,2018-19,Maude Marshall Elementary,Public,Oxford,Butler,48,97.92,97.92,2.08,39.4692906,-84.701503
426,Ohio,2018-19,Mississinawa Valley Elementary,Public,Union City,Darke,48,97.92,97.92,0,40.2218051,-84.7468401
427,Ohio,2018-19,New Richmond Elementary,Public,New Richmond,Clermont,48,97.92,97.92,0,38.953385,-84.267633
428,Ohio,2018-19,Rio Grande Elementary,Public,Rio Grande,Gallia,48,97.92,97.92,2.08,38.8797796,-82.3897455
429,Ohio,2018-19,Seton Catholic,Private,Hudson,Summit,48,97.92,97.92,0,41.2463642,-81.4102671
430,Ohio,2018-19,Siebert Elementary,Public,Columbus,Franklin,48,97.92,97.92,2.08,39.9432097,-82.9867871
431,Ohio,2018-19,St Patrick Of Heatherdowns,Private,Toledo,Lucas,48,97.92,97.92,2.08,41.5940396,-83.6421802
432,Ohio,2018-19,Fredericktown Elementary,Public,Fredericktown,Knox,95,97.89,97.89,2.11,40.4765711,-82.5530979
433,Ohio,2018-19,Morgan Elementary,Public,Hamilton,Butler,95,97.89,96.84,1.05,39.333265,-84.7410258
434,Ohio,2018-19,Valley Elementary,Public,Lucasville,Scioto,95,97.89,97.89,1.05,38.8840152,-82.9634868
435,Ohio,2018-19,Buckeye North Elementary,Public,Brilliant,Jefferson,47,97.87,97.87,0,40.2618478,-80.6329268
436,Ohio,2018-19,Hiawatha Elementary,Public,Toledo,Lucas,47,97.87,97.87,0,41.7131935,-83.6172101
437,Ohio,2018-19,John E Gregg Elementary,Public,Bergholz,Jefferson,47,97.87,95.74,2.13,40.4963091,-80.9000367
438,Ohio,2018-19,Maplewood Elementary,Public,Cortland,Trumbull,47,97.87,97.87,2.13,41.3880045,-80.6693082
