index,state,year,name,type,city,county,enroll,mmr,overall,xmed,lat,lng
520,Ohio,2018-19,Hilton Elementary,Public,Brecksville,Cuyahoga,80,97.5,96.25,2.5,41.3273457,-81.63578
521,Ohio,2018-19,Keyser Elementary,Public,Toledo,Lucas,40,97.5,97.5,0,41.6398707,-83.6329755
522,Ohio,2018-19,Longfellow Elementary,Public,Westerville,Franklin,80,97.5,97.5,1.25,40.1182345,-82.9331376
523,Ohio,2018-19,Manchester Elementary,Public,Manchester,Adams,40,97.5,95,2.5,38.6932602,-83.5881579
524,Ohio,2018-19,Monroe Elementary,Public,London,Madison,40,97.5,97.5,0,40.0097669,-83.417991
525,Ohio,2018-19,Our Lady Of Perpetual Help,Private,Grove City,Franklin,40,97.5,92.5,2.5,39.8867298,-83.0871309
526,Ohio,2018-19,Putnam Elementary,Public,Marietta,Washington,40,97.5,97.5,2.5,39.4740791,-81.4799728
527,Ohio,2018-19,Scottish Corners Elementary,Public,Dublin,Franklin,80,97.5,95,2.5,40.1160147,-83.1501065
528,Ohio,2018-19,Somerset Elementary,Public,Somerset,Perry,40,97.5,95,2.5,39.8089919,-82.2959734
529,Ohio,2018-19,Williams Avenue Elementary,Public,Norwood,Hamilton,40,97.5,97.5,0,39.1524098,-84.4590755
530,Ohio,2018-19,North Ridgeville Education Ctr Elementary,Public,North Ridgeville,Lorain,317,97.48,96.85,2.21,41.4072026,-81.9829398
531,Ohio,2018-19,Ayersville Elementary,Public,Defiance,Defiance,79,97.47,94.94,2.53,41.2373829,-84.2847112
532,Ohio,2018-19,Centerburg Elementary,Public,Centerburg,Knox,79,97.47,92.41,0,40.299446,-82.696083
533,Ohio,2018-19,Crestwood Elementary,Public,Elyria,Lorain,79,97.47,97.47,2.53,41.3976414,-82.1424214
534,Ohio,2018-19,Rushwood Elementary,Public,Northfield,Summit,79,97.47,97.47,1.27,41.3270164,-81.5572654
535,Ohio,2018-19,All Saints Of St John Vianney,Private,Wickliffe,Lake,39,97.44,97.44,2.56,41.5988815,-81.4842249
536,Ohio,2018-19,Arcadia Elementary,Public,Arcadia,Hancock,39,97.44,97.44,2.56,41.1069639,-83.5153841
537,Ohio,2018-19,Barnesville Elementary,Public,Barnesville,Belmont,117,97.44,95.73,2.56,39.9890805,-81.1785306
538,Ohio,2018-19,Columbia Elementary,Public,Mount Vernon,Knox,39,97.44,84.62,0,40.3802838,-82.4953683
539,Ohio,2018-19,Miami Valley Christian Academy,Private,Newtown,Hamilton,39,97.44,94.87,2.56,39.1290826,-84.3606949
540,Ohio,2018-19,Taylor Road Elementary,Public,Reynoldsburg,Licking,78,97.44,96.15,1.28,39.9706387,-82.7713712
541,Ohio,2018-19,Twin Valley South Elementary,Public,West Alexandria,Preble,78,97.44,94.87,2.56,39.747058,-84.5372844
542,Ohio,2018-19,Moreland Hills Elementary,Public,Pepper Pike,Cuyahoga,155,97.42,95.48,1.29,41.4580613,-81.4501889
543,Ohio,2018-19,Park Layne Elementary,Public,New Carlisle,Clark,233,97.42,95.28,2.58,39.8968919,-84.046646
544,Ohio,2018-19,Chippewa Elementary,Public,Brecksville,Cuyahoga,77,97.4,92.21,1.3,41.326973,-81.6054301
545,Ohio,2018-19,Colonial Hills Elementary,Public,Worthington,Franklin,77,97.4,92.21,2.6,40.0821693,-83.0091162
546,Ohio,2018-19,George Washington Elementary,Public,Marion,Marion,77,97.4,97.4,1.3,40.5835882,-83.1041962
547,Ohio,2018-19,Grace L Roxbury Elementary,Public,Solon,Cuyahoga,77,97.4,96.1,2.6,41.3739726,-81.4429041
548,Ohio,2018-19,Columbus Montessori Ed Ctr,Private,Columbus,Franklin,38,97.37,94.74,2.63,39.9512634,-82.9164409
549,Ohio,2018-19,East Elementary,Public,Mc Connelsville,Morgan,38,97.37,97.37,2.63,39.6620798,-81.8631831
550,Ohio,2018-19,Holloway Elementary,Public,Holland,Lucas,76,97.37,97.37,1.32,41.6017925,-83.6998195
551,Ohio,2018-19,Lucas Elementary,Public,Lucas,Richland,38,97.37,94.74,0,40.7062772,-82.4174878
552,Ohio,2018-19,Mckinley Elementary,Public,Fairport Harbor,Lake,76,97.37,94.74,2.63,41.7500916,-81.2732278
553,Ohio,2018-19,Oakwood Elementary,Public,Oakwood,Paulding,38,97.37,97.37,2.63,41.09654,-84.380263
554,Ohio,2018-19,South Elementary,Public,Stockport,Morgan,38,97.37,97.37,2.63,39.5471172,-81.8137122
555,Ohio,2018-19,South Lebanon Elementary,Public,Maineville,Warren,114,97.37,95.61,1.75,39.3529859,-84.2204464
556,Ohio,2018-19,Stepstone Academy,Public,Cleveland,Cuyahoga,38,97.37,94.74,0,41.499294,-81.664817
557,Ohio,2018-19,Liberty Early Childhood,Public,Liberty Twp,Butler,151,97.35,96.03,1.99,39.3873306,-84.4189641
558,Ohio,2018-19,Maysville Elementary,Public,Zanesville,Muskingum,151,97.35,97.35,0.66,39.8776679,-82.0469333
559,Ohio,2018-19,Liberty Elementary,Public,Columbus,Franklin,75,97.33,97.33,0,39.9175719,-82.853172
560,Ohio,2018-19,Summerside Elementary,Public,Cincinnati,Clermont,75,97.33,97.33,0,39.1114868,-84.2840025
561,Ohio,2018-19,Delta Elementary,Public,Delta,Fulton,112,97.32,95.54,0.89,41.5809352,-83.9952873
562,Ohio,2018-19,Alexander Elementary,Public,Albany,Athens,111,97.3,96.4,2.7,39.2428505,-82.1843618
563,Ohio,2018-19,Bremen Elementary,Public,Bremen,Fairfield,74,97.3,97.3,0,39.699833,-82.433811
564,Ohio,2018-19,Burton Elementary,Public,Burton,Geauga,74,97.3,93.24,1.35,41.468013,-81.148995
565,Ohio,2018-19,Colerain Elementary,Public,Columbus,Franklin,37,97.3,94.59,2.7,40.0541839,-83.0068458
566,Ohio,2018-19,Fairbrook Elementary,Public,Beavercreek,Greene,111,97.3,94.59,1.8,39.6985795,-84.0647139
567,Ohio,2018-19,Freedom Trail Elementary,Public,Lewis,Delaware,74,97.3,95.95,2.7,40.173115,-82.960464
568,Ohio,2018-19,Oakview Elementary,Public,Kettering,Montgomery,74,97.3,91.89,2.7,39.6883975,-84.155201
569,Ohio,2018-19,St Barnabas,Private,Northfield,Summit,37,97.3,97.3,0,41.3109079,-81.5372176
570,Ohio,2018-19,St Bernadette,Private,Westlake,Cuyahoga,37,97.3,94.59,0,41.4543121,-81.884759
571,Ohio,2018-19,Knollwood Elementary,Public,Sheffield Village,Lorain,110,97.27,95.45,2.73,41.4827737,-82.0856301
572,Ohio,2018-19,Constellation Schools: Westpark Community Elementary,Public,Cleveland,Cuyahoga,73,97.26,95.89,2.74,41.4516181,-81.8122006
573,Ohio,2018-19,Overlook Elementary,Public,Wadsworth,Medina,73,97.26,97.26,2.74,41.027086,-81.710173
574,Ohio,2018-19,St Raphael,Private,Bay Village,Cuyahoga,73,97.26,95.89,2.74,41.4808538,-81.9203399
575,Ohio,2018-19,Avon Early Learning Center,Public,Avon,Lorain,253,97.23,96.05,1.19,41.4454613,-82.0283664
576,Ohio,2018-19,Constellation Schools: Westside Community School Of The Arts,Public,Cleveland,Cuyahoga,36,97.22,97.22,2.78,41.451757,-81.763283
577,Ohio,2018-19,Mulberry Elementary,Public,Milford,Clermont,72,97.22,93.06,1.39,39.1945968,-84.2201614
578,Ohio,2018-19,Peebles Elementary,Public,Peebles,Adams,72,97.22,95.83,2.78,38.9414698,-83.4222364
579,Ohio,2018-19,St Columbkille,Private,Parma,Cuyahoga,36,97.22,94.44,0,41.3823748,-81.6862782
580,Ohio,2018-19,St Michael,Private,Worthington,Franklin,36,97.22,97.22,2.78,40.0773827,-83.0164402
581,Ohio,2018-19,Union Furnace Elementary,Public,Union Furnace,Hocking,36,97.22,97.22,2.78,39.4614432,-82.3541493
582,Ohio,2018-19,Meigs Primary,Public,Middleport,Meigs,143,97.2,93.71,0.7,39.032069,-82.113791
583,Ohio,2018-19,Alum Creek Elementary,Public,Lewis Center,Delaware,71,97.18,95.77,2.82,40.190876,-82.9949209
584,Ohio,2018-19,Buckeye Valley East Elementary,Public,Ashley,Delaware,71,97.18,97.18,1.41,40.4094648,-82.9471776
585,Ohio,2018-19,Jackson Northview Elementary,Public,Jackson,Jackson,71,97.18,97.18,1.41,39.064142,-82.6396219
586,Ohio,2018-19,Union Elementary,Public,Upper Sandusky,Wyandot,71,97.18,95.77,2.82,40.8295489,-83.2873799
587,Ohio,2018-19,Eastwood Elementary,Public,Pemberville,Wood,106,97.17,97.17,2.83,41.4284151,-83.4868985
588,Ohio,2018-19,Northwest Elementary,Public,Mc Dermott,Scioto,106,97.17,95.28,0,38.877,-83.0824
589,Ohio,2018-19,Black River Education Center Elementary,Public,Sullivan,Ashland,70,97.14,94.29,2.86,41.0568538,-82.1769803
590,Ohio,2018-19,Chase Stem Academy,Public,Toledo,Lucas,35,97.14,97.14,0,41.6841254,-83.4962733
591,Ohio,2018-19,Huntington Elementary,Public,Chillicothe,Ross,70,97.14,97.14,1.43,39.2438441,-83.0580106
592,Ohio,2018-19,John Foster Dulles Elementary,Public,Cincinnati,Hamilton,140,97.14,97.14,0,39.1518227,-84.6612685
593,Ohio,2018-19,Saint John,Private,Ashtabula,Ashtabula,35,97.14,97.14,2.86,41.825858,-80.8718511
594,Ohio,2018-19,St Charles Borromeo,Private,Parma,Cuyahoga,35,97.14,91.43,0,41.4027005,-81.7330375
595,Ohio,2018-19,St Martin Of Tours,Private,Cincinnati,Hamilton,35,97.14,97.14,2.86,39.1541841,-84.6133664
596,Ohio,2018-19,Clyde Elementary,Public,Clyde,Sandusky,104,97.12,97.12,0,41.2976576,-82.9758735
597,Ohio,2018-19,Worthington Estates Elementary,Public,Worthington,Franklin,104,97.12,94.23,1.92,40.1025947,-83.0276553
598,Ohio,2018-19,St Matthew,Private,Gahanna,Franklin,69,97.1,97.1,0,40.0167006,-82.8533691
599,Ohio,2018-19,Whitney Elementary,Public,Strongsville,Cuyahoga,69,97.1,97.1,1.45,41.344397,-81.7904069
600,Ohio,2018-19,Noble Elementary,Public,Defiance,Defiance,103,97.09,97.09,1.94,41.305274,-84.388037
601,Ohio,2018-19,Gesu,Private,University Heights,Cuyahoga,68,97.06,97.06,0,41.4926738,-81.5322789
602,Ohio,2018-19,Heritage Elementary,Public,Pickerington,Fairfield,68,97.06,91.18,1.47,39.8861214,-82.7505469
603,Ohio,2018-19,Mckinley Elementary,Public,Toledo,Lucas,34,97.06,97.06,0,41.6827205,-83.5932055
604,Ohio,2018-19,Miller City Elementary,Public,Miller City,Putnam,34,97.06,97.06,2.94,41.1034647,-84.1283501
605,Ohio,2018-19,St Charles,Private,Boardman,Mahoning,34,97.06,97.06,0,41.0235386,-80.6664982
606,Ohio,2018-19,Whipple Heights Elementary,Public,Canton,Stark,68,97.06,97.06,0,40.8101988,-81.4364146
607,Ohio,2018-19,Brent Elementary,Public,Cincinnati,Hamilton,101,97.03,97.03,0.99,39.2268512,-84.511063
608,Ohio,2018-19,Main Elementary,Public,Beavercreek,Greene,101,97.03,94.06,0.99,39.7242866,-84.0448603
609,Ohio,2018-19,Hannah Crawford Elementary School Prek-Grade 2,Public,Crestline,Crawford,67,97.01,94.03,2.99,40.7869914,-82.8535929
610,Ohio,2018-19,Heritage Elementary,Public,Liberty Twp,Butler,201,97.01,93.03,1.99,39.3745273,-84.4524976
611,Ohio,2018-19,Urban Community,Private,Cleveland,Cuyahoga,67,97.01,95.52,0,41.4776615,-81.7206398
612,Ohio,2018-19,Keystone Elementary,Public,Lagrange,Lorain,100,97,94,1,41.2319504,-82.1095688
613,Ohio,2018-19,Chapel Hill Christian North,Private,Cuyahoga Falls,Summit,33,96.97,96.97,3.03,41.1180637,-81.4666322
614,Ohio,2018-19,Hardin Houston Elementary,Public,Houston,Shelby,66,96.97,96.97,3.03,40.2456218,-84.3313573
615,Ohio,2018-19,Jackson Westview Elementary,Public,Jackson,Jackson,66,96.97,95.45,1.52,39.0571091,-82.6559602
616,Ohio,2018-19,Lomond Elementary,Public,Shaker Heights,Cuyahoga,66,96.97,95.45,1.52,41.4604076,-81.5535868
617,Ohio,2018-19,Madison-Plains Elementary,Public,London,Madison,99,96.97,96.97,1.01,39.7889936,-83.4815202
618,Ohio,2018-19,St Francis Of Assisi,Private,Gates Mills,Cuyahoga,33,96.97,96.97,0,41.5187979,-81.430915
619,Ohio,2018-19,Sycamore Creek Elementary,Public,Pickerington,Fairfield,99,96.97,94.95,2.02,39.8638396,-82.7650469
620,Ohio,2018-19,Wauseon Primary,Public,Wauseon,Fulton,132,96.97,96.97,3.03,41.5431319,-84.1246916
621,Ohio,2018-19,Whittier Elementary,Public,Toledo,Lucas,66,96.97,90.91,0,41.6959808,-83.5648575
622,Ohio,2018-19,Evergreen Elementary,Public,Metamora,Fulton,98,96.94,95.92,3.06,41.6838872,-83.9740738
623,Ohio,2018-19,Goshen Lane Elementary,Public,Gahanna,Franklin,98,96.94,95.92,1.02,40.0108478,-82.8933984
624,Ohio,2018-19,Wyandot Elementary,Public,Dublin,Franklin,98,96.94,96.94,1.02,40.1233521,-83.1422729
625,Ohio,2018-19,Elida Elementary,Public,Elida,Allen,130,96.92,96.92,3.08,40.7852678,-84.1885762
626,Ohio,2018-19,Spencerville Elementary,Public,Spencerville,Allen,65,96.92,95.38,3.08,40.7016955,-84.3446105
627,Ohio,2018-19,Strausser Elementary,Public,Massillon,Stark,130,96.92,96.92,1.54,40.8921881,-81.5095795
628,Ohio,2018-19,The Plains Elementary,Public,The Plains,Athens,65,96.92,95.38,1.54,39.3710494,-82.1414709
629,Ohio,2018-19,Mcguffey Pk-8,Public,Warren,Trumbull,97,96.91,96.91,1.03,41.2611779,-80.8479308
630,Ohio,2018-19,Niles Primary,Public,Niles,Trumbull,162,96.91,94.44,1.23,41.1944485,-80.7514171
631,Ohio,2018-19,Adamsville Elementary,Public,Adamsville,Muskingum,32,96.88,96.88,0,40.06612,-81.881504
632,Ohio,2018-19,Caldwell Elementary,Public,Caldwell,Noble,64,96.88,96.88,3.13,39.7401385,-81.5245588
633,Ohio,2018-19,Fayette Elementary,Public,Fayette,Fulton,32,96.88,93.75,3.13,41.6653462,-84.3232226
634,Ohio,2018-19,Hayes Elementary,Public,Lakewood,Cuyahoga,64,96.88,96.88,0,41.4708654,-81.810641
635,Ohio,2018-19,Holy Family,Private,Poland,Mahoning,32,96.88,96.88,0,41.0226746,-80.5998191
636,Ohio,2018-19,Lander Elementary,Public,Cleveland,Cuyahoga,64,96.88,92.19,1.56,41.513831,-81.464625
637,Ohio,2018-19,Maryland Elementary,Public,Bexley,Franklin,64,96.88,96.88,3.13,39.9771308,-82.9290277
638,Ohio,2018-19,Midvale Elementary,Public,Midvale,Tuscarawas,64,96.88,95.31,1.56,40.44071,-81.3788411
639,Ohio,2018-19,Kingsville Elementary,Public,Kingsville,Ashtabula,63,96.83,95.24,3.17,41.8870618,-80.6724734
640,Ohio,2018-19,Alcott Elementary,Public,Westerville,Delaware,93,96.77,95.7,2.15,40.156598,-82.90424
641,Ohio,2018-19,Cory-Rawson Elementary,Public,Rawson,Hancock,31,96.77,96.77,3.23,40.9373593,-83.8065407
642,Ohio,2018-19,Garfield Elementary,Public,Toledo,Lucas,31,96.77,96.77,3.23,41.649359,-83.5151526
643,Ohio,2018-19,Munson Elementary,Public,Chardon,Geauga,93,96.77,93.55,3.23,41.524317,-81.214772
644,Ohio,2018-19,Northwood Elementary,Public,Northwood,Wood,62,96.77,96.77,1.61,41.6080886,-83.4751037
645,Ohio,2018-19,Oakstone Academy Middle/High,Private,Westerville,Franklin,31,96.77,96.77,0,40.1027209,-82.9268184
646,Ohio,2018-19,Sacred Heart Of Jesus,Private,Wadsworth,Medina,31,96.77,93.55,3.23,41.0258159,-81.7246119
647,Ohio,2018-19,Valley Christian,Private,Youngstown,Mahoning,62,96.77,96.77,3.23,41.053996,-80.6563
648,Ohio,2018-19,Bick Primary Elementary,Public,Bethel,Clermont,92,96.74,94.57,0,38.9625941,-84.0894299
649,Ohio,2018-19,Rolling Hills Elementary,Public,Springfield,Clark,92,96.74,96.74,0,39.9934353,-83.7513138
650,Ohio,2018-19,Byrnedale Elementary,Public,Toledo,Lucas,61,96.72,96.72,1.64,41.6098155,-83.6293109
651,Ohio,2018-19,Fairfield West Elementary,Public,Fairfield,Butler,122,96.72,94.26,0.82,39.3480095,-84.5669534
652,Ohio,2018-19,Fairland East Elementary,Public,Proctorville,Lawrence,122,96.72,96.72,0.82,38.4624605,-82.3196554
653,Ohio,2018-19,Washington Elementary,Public,Gallipolis,Gallia,61,96.72,95.08,3.28,38.8111395,-82.2058861
654,Ohio,2018-19,Weinland Park Elementary,Public,Columbus,Franklin,61,96.72,93.44,1.64,39.9895976,-83.0008796
655,Ohio,2018-19,Bethel Elementary,Public,Tipp City,Miami,120,96.67,95.83,3.33,39.9186308,-84.0863026
656,Ohio,2018-19,Bishop Hoffman Catholic St Joseph Central Catholic Hs,Private,Fremont,Sandusky,30,96.67,96.67,0,41.3468739,-83.1188716
657,Ohio,2018-19,Madison Elementary,Public,Columbus,Franklin,60,96.67,96.67,1.67,39.9079924,-82.8764283
658,Ohio,2018-19,Pickett Elementary,Public,Toledo,Lucas,30,96.67,96.67,0,41.64678,-83.5709028
659,Ohio,2018-19,Reagan Elementary,Public,Ashland,Ashland,120,96.67,95,0.83,40.8640448,-82.2998312
660,Ohio,2018-19,Richard Allen Academy,Public,Dayton,Montgomery,30,96.67,93.33,3.33,39.764056,-84.207567
661,Ohio,2018-19,St Brigid,Private,Xenia,Greene,30,96.67,93.33,3.33,39.7038958,-83.9463094
662,Ohio,2018-19,Tuslaw Elementary,Public,Massillon,Stark,90,96.67,94.44,1.11,40.8118383,-81.5993958
663,Ohio,2018-19,Dorothy E Lewis Elementary,Public,Solon,Cuyahoga,89,96.63,89.89,1.12,41.4103391,-81.449815
664,Ohio,2018-19,French Run Elementary,Public,Reynoldsburg,Franklin,89,96.63,94.38,1.12,39.9595998,-82.7988972
665,Ohio,2018-19,Erieview Elementary,Public,Avon Lake,Lorain,59,96.61,96.61,1.69,41.5112808,-82.0124244
666,Ohio,2018-19,Shreve Elementary,Public,Shreve,Wayne,59,96.61,96.61,3.39,40.68636,-82.0212149
667,Ohio,2018-19,Sunbridge Schools,Public,Toledo,Lucas,59,96.61,81.36,0,41.6594084,-83.7030851
668,Ohio,2018-19,Greenville Elementary,Public,Greenville,Darke,147,96.6,95.92,2.72,40.11587,-84.6156681
669,Ohio,2018-19,Bellflower Elementary,Public,Mentor,Lake,88,96.59,95.45,1.14,41.6903258,-81.3762004
670,Ohio,2018-19,Colerain Elementary,Public,Cincinnati,Hamilton,88,96.59,95.45,1.14,39.2397488,-84.6142877
671,Ohio,2018-19,Loveland Early Childhood Center,Public,Loveland,Clermont,293,96.59,94.88,1.71,39.254354,-84.2517596
672,Ohio,2018-19,Mccormick Elementary,Public,Loveland,Clermont,88,96.59,96.59,3.41,39.2257399,-84.2606921
673,Ohio,2018-19,Salemtownship Elementary,Public,Morrow,Warren,350,96.57,96,1.43,39.3481266,-84.1372419
674,Ohio,2018-19,Ascension,Private,Kettering,Montgomery,29,96.55,93.1,3.45,39.7190363,-84.1252326
675,Ohio,2018-19,Batavia Elementary,Public,Batavia,Clermont,174,96.55,93.1,2.3,39.0754517,-84.1249494
676,Ohio,2018-19,Birchwood,Private,Cleveland,Cuyahoga,29,96.55,96.55,3.45,41.435138,-81.790802
677,Ohio,2018-19,Calvert Catholic Schools,Private,Tiffin,Seneca,29,96.55,96.55,3.45,41.1132854,-83.1734055
678,Ohio,2018-19,Chambers Elementary,Public,East Cleveland,Cuyahoga,29,96.55,89.66,0,41.5403177,-81.5822135
679,Ohio,2018-19,Ella P. Stewart Academy For Girls,Public,Toledo,Lucas,29,96.55,96.55,0,41.649039,-83.561139
680,Ohio,2018-19,Glenford Elementary,Public,Glenford,Perry,58,96.55,96.55,3.45,39.888164,-82.3141836
681,Ohio,2018-19,Indian Trail Elementary,Public,Stow,Summit,58,96.55,94.83,1.72,41.1571814,-81.4351909
682,Ohio,2018-19,Junction City Elementary,Public,Junction City,Perry,58,96.55,94.83,3.45,39.7225825,-82.3038934
683,Ohio,2018-19,Middletown Christian,Private,Middletown,Warren,29,96.55,96.55,3.45,39.4868179,-84.3235447
684,Ohio,2018-19,Skyvue Elementary,Public,Graysville,Monroe,29,96.55,96.55,3.45,39.7079733,-81.2238837
685,Ohio,2018-19,Snyder Park Elementary,Public,Springfield,Clark,58,96.55,94.83,3.45,39.9303899,-83.8380329
686,Ohio,2018-19,St Francis De Sales,Private,Newark,Licking,29,96.55,96.55,3.45,40.060176,-82.408432
687,Ohio,2018-19,Summit Country Day,Private,Cincinnati,Hamilton,58,96.55,96.55,1.72,39.1296606,-84.4595531
688,Ohio,2018-19,Summit Elementary,Public,Cincinnati,Hamilton,58,96.55,91.38,3.45,39.0794778,-84.321087
689,Ohio,2018-19,Walbridge Elementary,Public,Toledo,Lucas,29,96.55,93.1,3.45,41.6319945,-83.5713231
690,Ohio,2018-19,Whittier Elementary,Public,Sidney,Shelby,58,96.55,94.83,0,40.299034,-84.1510158
691,Ohio,2018-19,Crawford Woods Elementary,Public,Hamilton,Butler,86,96.51,91.86,0,39.3847774,-84.5410713
692,Ohio,2018-19,Mary Emma Bailey Elementary,Public,Dublin,Franklin,86,96.51,96.51,3.49,40.1237597,-83.1215804
693,Ohio,2018-19,Coshocton Elementary,Public,Coshocton,Coshocton,143,96.5,96.5,1.4,40.2600334,-81.8453951
694,Ohio,2018-19,Innis Elementary,Public,Columbus,Franklin,57,96.49,94.74,0,40.038204,-82.9480026
695,Ohio,2018-19,Ottawa River Elementary,Public,Toledo,Lucas,57,96.49,96.49,1.75,41.7102619,-83.4877655
696,Ohio,2018-19,Roosevelt Elementary,Public,Mc Donald,Trumbull,57,96.49,94.74,3.51,41.1605185,-80.7307098
697,Ohio,2018-19,Kinsner Elementary,Public,Strongsville,Cuyahoga,85,96.47,94.12,3.53,41.2816622,-81.8468078
698,Ohio,2018-19,Mercer Elementary,Public,Cincinnati,Hamilton,85,96.47,94.12,3.53,39.1046692,-84.3662793
699,Ohio,2018-19,Tussing Elementary,Public,Reynoldsburg,Fairfield,85,96.47,94.12,3.53,39.924936,-82.808432
700,Ohio,2018-19,Liberty-Benton Elementary,Public,Findlay,Hancock,113,96.46,96.46,3.54,41.0328171,-83.7067989
701,Ohio,2018-19,Bryan Elementary,Public,Bryan,Williams,169,96.45,92.9,1.78,41.4600484,-84.5700722
702,Ohio,2018-19,Benjamin Harrison Elementary,Private,Marion,Marion,84,96.43,95.24,1.19,40.579758,-83.117333
703,Ohio,2018-19,Bethany,Private,Cincinnati,Hamilton,28,96.43,96.43,3.57,39.2656747,-84.4538983
704,Ohio,2018-19,C O Harrison Elementary,Public,Cincinnati,Hamilton,140,96.43,96.43,2.86,39.103471,-84.638299
705,Ohio,2018-19,Crestview Elementary,Public,Brunswick,Medina,84,96.43,96.43,3.57,41.26819,-81.7870259
706,Ohio,2018-19,Cuyahoga Hts Elementary,Public,Cuyahoga Heights,Cuyahoga,56,96.43,89.29,0,41.4256407,-81.6426361
707,Ohio,2018-19,Frazer Elementary,Public,Canton,Stark,56,96.43,94.64,3.57,40.841606,-81.373983
708,Ohio,2018-19,Hawkins Elementary,Public,Toledo,Lucas,56,96.43,96.43,1.79,41.6629341,-83.6745572
709,Ohio,2018-19,Leroy Elementary,Public,Painesville,Lake,28,96.43,92.86,3.57,41.666378,-81.149996
710,Ohio,2018-19,Market Street Elementary,Public,Youngstown,Mahoning,84,96.43,94.05,1.19,41.0420486,-80.6608659
711,Ohio,2018-19,Pugliese Elementary West,Public,Steubenville,Jefferson,84,96.43,96.43,1.19,40.3788515,-80.6635949
712,Ohio,2018-19,Spruce Elementary,Public,North Olmsted,Cuyahoga,56,96.43,96.43,0,41.3988089,-81.9385314
713,Ohio,2018-19,Rittman Elementary,Public,Rittman,Wayne,83,96.39,95.18,2.41,40.9763101,-81.7945149
714,Ohio,2018-19,Windermere Elementary,Public,Upper Arlington,Franklin,83,96.39,95.18,3.61,40.0388339,-83.0814934
715,Ohio,2018-19,Bath Elementary,Public,Lima,Allen,138,96.38,95.65,2.9,40.7721696,-84.0585813
716,Ohio,2018-19,Furry Elementary,Public,Sandusky,Erie,138,96.38,94.93,1.45,41.4105599,-82.688306
717,Ohio,2018-19,Albert Einstein Academy For Letters Arts And Sciences-Ohio,Public,Westlake,Cuyahoga,55,96.36,96.36,3.64,41.4373765,-81.949449
718,Ohio,2018-19,Ansonia Elementary,Public,Ansonia,Darke,55,96.36,92.73,3.64,40.2152239,-84.6290576
719,Ohio,2018-19,Arrowhead Elementary,Public,Lewis Center,Delaware,110,96.36,94.55,3.64,40.218183,-83.000918
720,Ohio,2018-19,Maple Dale Elementary,Public,Cincinnati,Hamilton,110,96.36,90.91,3.64,39.2408186,-84.368334
721,Ohio,2018-19,Mark Twain Elementary,Public,Miamisburg,Montgomery,55,96.36,92.73,1.82,39.6495277,-84.2764019
722,Ohio,2018-19,Vinton Elementary,Public,Vinton,Gallia,55,96.36,96.36,0,38.9764468,-82.3497771
723,Ohio,2018-19,Brookfield Elementary,Public,Brookfield,Trumbull,82,96.34,95.12,3.66,41.225479,-80.5614228
724,Ohio,2018-19,Cloverleaf Elementary,Public,Seville,Medina,164,96.34,92.68,3.05,41.0453955,-81.9623423
725,Ohio,2018-19,Mt Orab Primary Elementary,Public,Mount Orab,Brown,164,96.34,96.34,1.83,39.0347422,-83.9339238
726,Ohio,2018-19,Eastview Elementary,Public,Mansfield,Richland,54,96.3,92.59,1.85,40.7928884,-82.4596291
727,Ohio,2018-19,Holy Angels,Private,Dayton,Montgomery,27,96.3,92.59,3.7,39.7392159,-84.1808664
728,Ohio,2018-19,Judith A Resnik Community Learning Center,Public,Akron,Summit,81,96.3,92.59,0,41.1171692,-81.5832927
729,Ohio,2018-19,Liberty Christian Academy - East Campus,Private,Pataskala,Licking,54,96.3,96.3,3.7,39.969752,-82.687819
730,Ohio,2018-19,Oak Hill Elementary,Public,Oak Hill,Jackson,108,96.3,96.3,0.93,38.9045569,-82.565437
731,Ohio,2018-19,Perrin Woods Elementary,Public,Springfield,Clark,54,96.3,94.44,3.7,39.90222,-83.82165
732,Ohio,2018-19,Seneca East Elementary,Public,Attica,Seneca,54,96.3,94.44,3.7,41.0788628,-82.9170304
733,Ohio,2018-19,Sterling Morton Elementary,Public,Mentor,Lake,54,96.3,96.3,1.85,41.7441057,-81.3051399
734,Ohio,2018-19,Warren Elementary,Public,Marietta,Washington,81,96.3,95.06,0,39.3938292,-81.5548718
735,Ohio,2018-19,Warsaw Elementary,Public,Warsaw,Coshocton,54,96.3,94.44,1.85,40.340179,-82.0026029
736,Ohio,2018-19,Willard Elementary,Public,Willard,Huron,108,96.3,96.3,0,41.0460886,-82.7297708
737,Ohio,2018-19,Scioto Elementary,Public,Commercial Point,Pickaway,107,96.26,94.39,3.74,39.7694049,-83.0631235
738,Ohio,2018-19,Charles L Warstler Elementary,Public,Canton,Stark,80,96.25,96.25,3.75,40.8657974,-81.3377362
739,Ohio,2018-19,Continental Local Elementary,Public,Continental,Putnam,53,96.23,94.34,3.77,41.1045609,-84.2648577
740,Ohio,2018-19,Monroe Elementary,Public,New Richmond,Clermont,53,96.23,94.34,3.77,38.931335,-84.204557
741,Ohio,2018-19,Morrison Elementary,Public,Athens,Athens,53,96.23,96.23,0,39.3200872,-82.1396038
742,Ohio,2018-19,Richmond Heights Elementary,Public,Richmond Heights,Cuyahoga,53,96.23,94.34,1.89,41.5547732,-81.4928976
743,Ohio,2018-19,Westfall Elementary,Public,Williamsport,Pickaway,106,96.23,96.23,1.89,39.6560642,-83.1261136
