index,state,year,name,type,county,district,enroll,mmr,overall,xmed,xper,xrel,lat,lng
447,Colorado,2017-18,Rocky Mountain Classical Academy,Kindergarten,El Paso,St Vrain Valley Re 1J,131,100,87.02,0,12.98,0,38.898412,-104.688844
448,Colorado,2017-18,Rocky Mountain Elementary,Kindergarten,Adams,Aspen 1,59,100,100,0,0,0,39.87523,-105.031385
449,Colorado,2017-18,Rocky Mountain Montessori Academy,Kindergarten,El Paso,Roaring Fork RE-1,3,100,100,0,0,0,38.94267,-104.762741
450,Colorado,2017-18,Rocky Mountain Montessori Inc.,Kindergarten,Summit,Adams County,2,100,100,0,0,0,39.6307857,-106.0431178
451,Colorado,2017-18,Rocky Mountain School Of Expeditionary Learning,Kindergarten,Colorado BOCS,Revere School District,25,100,96,0,0,4,39.685653,-104.9216707
452,Colorado,2017-18,Rose Hill Elementary,Kindergarten,Adams,Falcon 49,72,100,98.61,0,0,1.39,39.800875,-104.908588
453,Colorado,2017-18,Ross Montessori,Kindergarten,Garfield,Denver County 1,36,100,88.89,0,11.11,0,39.39574,-107.212822
454,Colorado,2017-18,Roxborough Elementary,Kindergarten,Douglas,Adams-Arapahoe 28J,112,100,92.86,0.89,5.36,0,39.477395,-105.07651
455,Colorado,2017-18,Ryan Elementary,Kindergarten,Jefferson,Jefferson County R-1,61,100,98.36,0,0,1.64,39.90528,-105.0612286
456,Colorado,2017-18,Rye Elementary,Kindergarten,Pueblo,Denver County 1,48,100,91.67,0,2.08,0,37.924892,-104.932194
457,Colorado,2017-18,Salida Montessori Charter,Kindergarten,Chaffee,Adams County 14,10,100,50,10,20,0,38.530188,-106.00332
458,Colorado,2017-18,Sandrock Elementary,Kindergarten,Moffat,Pueblo County 70,31,100,93.55,0,3.23,3.23,40.522135,-107.545055
459,Colorado,2017-18,Sanford Elementary,Kindergarten,Conejos,Jefferson County R-1,31,100,90.32,0,6.45,0,37.256905,-105.908006
460,Colorado,2017-18,Sargent Elementary,Kindergarten,Rio Grande,Thompson R2-J,18,100,88.89,0,11.11,0,37.676527,-106.111553
461,Colorado,2017-18,Scenic Elementary,Kindergarten,Mesa,Boulder Valley RE 2,30,100,90,0,10,0,39.072707,-108.611816
462,Colorado,2017-18,School Of Excellence,Kindergarten,El Paso,Boulder Valley RE 2,2,100,100,0,0,0,38.7956547,-104.7952642
463,Colorado,2017-18,Second Creek Elementary,Kindergarten,Adams,Sargent RE-33J,97,100,94.85,0,5.15,0,39.877495,-104.801256
464,Colorado,2017-18,Shawsheen Elementary,Kindergarten,Weld,Jefferson County R-1,69,100,97.1,0,2.9,0,40.42603,-104.746621
465,Colorado,2017-18,Shepardson Elementary,Kindergarten,Larimer,Denver County 1,75,100,94.67,1.33,4,0,40.54194,-105.050776
466,Colorado,2017-18,Shepherd Of The Valley Lutheran,Kindergarten,Jefferson,Academy 20,10,100,80,0,0,0,39.856954,-105.097348
467,Colorado,2017-18,Shining Mountain Waldorf,Kindergarten,Boulder,Durango 9-R,9,100,55.56,0,44.44,0,40.0544075,-105.2849486
468,Colorado,2017-18,Shrine Of St Anne,Kindergarten,Jefferson,Durango 9-R,17,100,94.12,0,5.88,0,39.8015091,-105.0804595
469,Colorado,2017-18,Side Creek Elementary,Kindergarten,Arapahoe,Sangre De Cristo RE-22J,70,100,98.57,0,0,1.43,39.678216,-104.764608
470,Colorado,2017-18,Sidewalk's End Montessori,Kindergarten,El Paso,Denver County,11,100,100,0,0,0,38.9312824,-104.7668186
471,Colorado,2017-18,Sierra Elementary,Kindergarten,Jefferson,Jefferson County R-1,83,100,97.59,0,2.41,0,39.837627,-105.120273
472,Colorado,2017-18,Sierra Vista Elementary,Kindergarten,Pueblo,Westminster Public Schools,79,100,92.41,0,2.53,0,38.322915,-104.770004
473,Colorado,2017-18,Silver Creek Elementary,Kindergarten,Adams,Jefferson County R-1,104,100,95.19,0,4.81,0,39.971385,-104.953945
474,Colorado,2017-18,Silverton,Kindergarten,San Juan,Jefferson County R-1,5,100,80,0,20,0,37.8123197,-107.6664022
475,Colorado,2017-18,Simla Elementary,Kindergarten,Elbert,Adams 12 Five Star Schools,18,100,100,0,0,0,39.137917,-104.084254
476,Colorado,2017-18,Skyline Vista Elementary,Kindergarten,Adams,Big Sandy 100J,43,100,93.02,0,6.98,0,39.830096,-105.015971
477,Colorado,2017-18,Skyview Elementary,Kindergarten,Weld,Jefferson County R-1,65,100,93.85,0,6.15,0,40.471155,-104.913668
478,Colorado,2017-18,Skyview Elementary,Kindergarten,Adams,Adams-Arapahoe 28J,67,100,92.54,1.49,5.97,0,39.919479,-104.928837
479,Colorado,2017-18,Slavens K-8,Kindergarten,Denver,Pueblo County 70,76,100,100,0,0,0,39.661868,-104.956031
480,Colorado,2017-18,Soda Creek Elementary,Kindergarten,Routt,Douglas County RE 1,81,100,87.65,0,12.35,0,40.491043,-106.829522
481,Colorado,2017-18,South Elementary,Kindergarten,Adams,Jefferson County R-1,81,100,95.06,1.23,3.7,0,39.981758,-104.817495
482,Colorado,2017-18,South Routt Elementary,Kindergarten,Routt,Pueblo County 70,21,100,76.19,0,0,0,40.154852,-106.909417
483,Colorado,2017-18,Southeast Elementary,Kindergarten,Adams,Jefferson County R-1,73,100,97.26,0,2.74,0,39.981124,-104.802011
484,Colorado,2017-18,Southside Childrens Center,Kindergarten,Pueblo,Pueblo County,8,100,100,0,0,0,38.2410786,-104.641034
485,Colorado,2017-18,Spring Creek Country Day,Kindergarten,Larimer,Douglas County,10,100,80,0,20,0,40.561405,-105.074951
486,Colorado,2017-18,Springfield Elementary,Kindergarten,Baca,Brighton School District,30,100,96.67,0,0,0,37.405115,-102.630961
487,Colorado,2017-18,Springs Of Life - Academy,Kindergarten,El Paso,Denver County,13,100,100,0,0,0,38.867142,-104.7551971
488,Colorado,2017-18,Springs Ranch Elementary,Kindergarten,El Paso,Adams 12 Five Star Schools,76,100,92.11,0,7.89,0,38.894909,-104.697421
489,Colorado,2017-18,St Anne's Episcopal,Kindergarten,Denver,Adams County 14,44,100,95.45,0,4.55,0,39.666774,-104.961182
490,Colorado,2017-18,St Joan Of Arc Early Learning Center,Kindergarten,Jefferson,Boulder County,14,100,100,0,0,0,39.80266,-105.141921
491,Colorado,2017-18,St John The Evangelist Catholic,Kindergarten,Larimer,Jefferson County R-1,21,100,95.24,0,4.76,0,40.40444,-105.100311
492,Colorado,2017-18,St John's Lutheran,Kindergarten,Denver,Wiggins RE-50(J),22,100,90.91,0,0,0,39.703174,-104.968569
493,Colorado,2017-18,St Louis Catholic,Kindergarten,Boulder,Denver County 1,14,100,92.86,0,7.14,0,39.978936,-105.136077
494,Colorado,2017-18,St Mary Catholic,Kindergarten,Arapahoe,Pueblo City 60,46,100,95.65,0,0,0,39.5952064,-105.0169978
495,Colorado,2017-18,St Rose Of Lima Catholic Acad,Kindergarten,Denver,Denver County,212,100,96.23,0,0,1.42,39.7095045,-105.0052434
496,Colorado,2017-18,St Vincent De Paul,Kindergarten,Denver,Springfield RE-4,46,100,86.96,4.35,2.17,0,39.695118,-104.957577
497,Colorado,2017-18,St. Elizabeth's,Kindergarten,Denver,Littleton 6,17,100,100,0,0,0,39.7516283,-104.9606677
498,Colorado,2017-18,St. Mary Catholic School Greeley Co,Kindergarten,Weld,Denver County 1,15,100,100,0,0,0,40.4009166,-104.7152871
499,Colorado,2017-18,St. Mary Catholic School Greeley Co,Kindergarten,Weld,Douglas County,160,100,100,0,0,0,40.4009921,-104.7153989
500,Colorado,2017-18,St. Peter Catholic,Kindergarten,El Paso,Colorado Springs 11,14,100,71.43,0,28.57,0,39.08943,-104.871411
501,Colorado,2017-18,St. Therese Catholic,Kindergarten,Arapahoe,Denver County 1,19,100,100,0,0,0,39.735023,-104.859681
502,Colorado,2017-18,Stanley British Primary,Kindergarten,Denver,Falcon 49,45,100,95.56,0,4.44,0,39.722512,-104.902003
503,Colorado,2017-18,Stansberry Elementary,Kindergarten,Larimer,Littleton 6,24,100,91.67,0,8.33,0,40.435765,-105.071642
504,Colorado,2017-18,Stellar Elementary,Kindergarten,Adams,Denver County 1,75,100,92,0,5.33,2.67,39.922538,-104.942264
505,Colorado,2017-18,Stem Lab,Kindergarten,Adams,Cherry Creek 5,52,100,94.23,0,1.92,3.85,39.908422,-104.967159
506,Colorado,2017-18,Stem Launch,Kindergarten,Adams,Denver County 1,47,100,97.87,0,2.13,0,39.868785,-105.004708
507,Colorado,2017-18,Stepping Stones Day School Inc.,Kindergarten,Pueblo,Adams 12 Five Star Schools,9,100,100,0,0,0,38.2991999,-104.6368112
508,Colorado,2017-18,Stone Creek,Kindergarten,Eagle,Douglas County RE 1,26,100,88.46,0,3.85,0,39.645554,-106.886184
509,Colorado,2017-18,Stove Prairie Elementary,Kindergarten,Larimer,Cherry Creek 5,4,100,75,0,25,0,40.61968,-105.357734
510,Colorado,2017-18,Strasburg Elementary,Kindergarten,Adams,Denver County 1,66,100,96.97,0,0,0,39.744516,-104.322356
511,Colorado,2017-18,Stratton Elementary,Kindergarten,Kit Carson,Jefferson County R-1,12,100,100,0,0,0,39.304275,-102.597665
512,Colorado,2017-18,Strawberry Park Elementary,Kindergarten,Routt,Falcon 49,63,100,88.89,1.59,9.52,0,40.49677,-106.819411
513,Colorado,2017-18,Sts Peter And Paul,Kindergarten,Jefferson,Harrison 2,17,100,100,0,0,0,39.7715778,-105.0718721
514,Colorado,2017-18,Summit Elementary,Kindergarten,Arapahoe,Jefferson County R-1,47,100,95.74,2.13,2.13,0,39.640142,-104.776296
515,Colorado,2017-18,Sunnyside Elementary,Kindergarten,La Plata,Adams 12 Five Star Schools,18,100,88.89,0,11.11,0,37.122742,-107.862574
516,Colorado,2017-18,Sunrise United Methodist Church Preschool,Kindergarten,El Paso,Denver County 1,13,100,100,0,0,0,38.9415282,-104.7778482
517,Colorado,2017-18,Sunset Academy,Kindergarten,Boulder,Boulder Valley RE 2,8,100,100,0,0,0,40.150289,-105.122291
518,Colorado,2017-18,Sunshine Christian,Kindergarten,Alamosa,Westminster Public Schools,3,100,33.33,0,66.67,0,37.4794507,-105.893827
519,Colorado,2017-18,Superior Elementary,Kindergarten,Boulder,Pueblo City 60,56,100,94.64,0,5.36,0,39.937835,-105.156423
520,Colorado,2017-18,Swallows Charter Academy,Kindergarten,Pueblo,Eagle County RE 50,47,100,85.11,0,0,0,38.322991,-104.74379
521,Colorado,2017-18,Swink Elementary,Kindergarten,Otero,Boulder Valley RE 2,31,100,100,0,0,0,38.011176,-103.627612
522,Colorado,2017-18,Take A Break,Kindergarten,Boulder,Brighton School District,8,100,62.5,0,0,0,40.007581,-105.2659417
523,Colorado,2017-18,Tarver Elementary,Kindergarten,Adams,Steamboat Springs RE-2,61,100,96.72,0,1.64,1.64,39.937447,-104.947469
524,Colorado,2017-18,Tavelli Elementary,Kindergarten,Larimer,Poudre R-1,112,100,97.32,0,2.68,0,40.615355,-105.05645
525,Colorado,2017-18,Telluride Early Childhood Center,Kindergarten,San Miguel,Jefferson County,64,100,85.94,0,12.5,0,37.9365656,-107.8095066
526,Colorado,2017-18,Temple Grandin,Kindergarten,Boulder,Weld County,19,100,100,0,0,0,40.04979,-105.202981
527,Colorado,2017-18,Tenderfoot Child & Family Dvlpmnt Ctr,Kindergarten,Gunnison,Greeley 6,31,100,90.32,0,3.23,0,38.551401,-106.922492
528,Colorado,2017-18,The Academy Ece Of Westminster,Kindergarten,Adams,Denver County,11,100,100,0,0,0,39.9009519,-105.0514199
529,Colorado,2017-18,The Children's Courtyard,Kindergarten,Weld,Arapahoe County,6,100,100,0,0,0,40.0967689,-104.9299735
530,Colorado,2017-18,The Colorado Springs,Kindergarten,El Paso,Widefield 3,16,100,100,0,0,0,38.79017,-104.840801
531,Colorado,2017-18,The Cottage School - 1941 N Terry St,Kindergarten,Boulder,El Paso County,3,100,100,0,0,0,40.1935938,-105.1051126
532,Colorado,2017-18,The Denver Waldorf,Kindergarten,Denver,Denver County 1,21,100,76.19,0,19.05,4.76,39.6778808,-104.9810001
533,Colorado,2017-18,The Goddard School - 1101 Sgt John Stiles Dr,Kindergarten,Douglas,Colorado Springs 11,5,100,100,0,0,0,39.5495399,-105.0020423
534,Colorado,2017-18,The Goddard School - 21805 E Quincy Ave,Kindergarten,Arapahoe,Denver County 1,6,100,100,0,0,0,39.640489,-104.734517
535,Colorado,2017-18,The Goddard School Annex,Kindergarten,Douglas,Poudre R-1,16,100,100,0,0,0,38.956004,-104.731258
536,Colorado,2017-18,The Joshua School - Boulder,Private,Boulder,Durango 9-R,14,100,64.29,0,35.71,0,40.0723241,-105.188555
537,Colorado,2017-18,The Joshua School Denver,Kindergarten,Arapahoe,Pueblo City 60,31,100,80.65,3.23,16.13,0,39.661094,-104.960913
538,Colorado,2017-18,The Lawton-Taylor Academy,Kindergarten,Arapahoe,Douglas County RE 1,11,100,100,0,0,0,39.5905678,-104.922086
539,Colorado,2017-18,The Learning House Foundation For Early Lrng,Kindergarten,Larimer,Academy 20,6,100,100,0,0,0,40.538424,-105.0854126
540,Colorado,2017-18,The Logan School For Creative Learning,Kindergarten,Denver,Jefferson County R-1,24,100,100,0,0,0,39.731684,-104.886722
541,Colorado,2017-18,The Peak,Private,Summit,Colorado Springs 11,61,100,80.33,1.64,3.28,1.64,39.57475,-106.103231
542,Colorado,2017-18,The Sunshine House Of Colorado State Univ,Kindergarten,Larimer,Jefferson County R-1,1,100,100,0,0,0,40.5600457,-105.0863728
543,Colorado,2017-18,The Village Child Development Ctr,Kindergarten,Arapahoe,Adams County,13,100,100,0,0,0,39.6236411,-104.8791027
544,Colorado,2017-18,Thorncreek Christian,Kindergarten,Adams,Weld County School District RE-3J,6,100,100,0,0,0,39.923492,-104.940305
545,Colorado,2017-18,Thundermountain Pto Kids Activities,Kindergarten,Mesa,Wray RD-2,13,100,92.31,0,7.69,0,39.0390093,-107.9742175
546,Colorado,2017-18,Timber Trail Elementary,Kindergarten,Douglas,Douglas County RE 1,48,100,100,0,0,0,39.473073,-104.898971
547,Colorado,2017-18,Timnath Elementary,Kindergarten,Larimer,St Vrain Valley Re 1J,52,100,98.08,0,1.92,0,40.53256,-104.98308
548,Colorado,2017-18,Trailblazer Elementary,Kindergarten,Douglas,Academy 20,46,100,95.65,0,4.35,0,39.539614,-105.021594
549,Colorado,2017-18,Trails West Elementary,Kindergarten,Arapahoe,Jefferson County R-1,67,100,98.51,0,1.49,0,39.618573,-104.77959
550,Colorado,2017-18,Traut Core Elementary,Kindergarten,Larimer,Mesa County Valley 51,76,100,93.42,0,6.58,0,40.518828,-105.028992
551,Colorado,2017-18,Treehouse Learning,Kindergarten,Boulder,Ault-Highland RE-9,13,100,92.31,0,7.69,0,39.997715,-105.1283213
552,Colorado,2017-18,Trinity Lutheran Preschool - 732 Clark St,Kindergarten,Logan,Jefferson County R-1,10,100,100,0,0,0,40.629816,-103.221745
553,Colorado,2017-18,Trinity Lutheran School - Franktown,Kindergarten,Douglas,Pueblo County,8,100,87.5,0,0,12.5,39.4309576,-104.7592297
554,Colorado,2017-18,Truth Christian Academy,Private,Jefferson,Adams 12 Five Star Schools,23,100,69.57,0,21.74,8.7,39.59412,-105.106881
555,Colorado,2017-18,Turnberry Elementary,Kindergarten,Adams,Brush RE-2(J),89,100,96.63,0,2.25,1.12,39.89096,-104.83406
556,Colorado,2017-18,Two Roads Charter,Kindergarten,Jefferson,Cherry Creek 5,19,100,57.89,0,36.84,5.26,39.823055,-105.071685
557,Colorado,2017-18,Underwood Elementary,Kindergarten,Rio Grande,Douglas County RE 1,40,100,100,0,0,0,37.673068,-106.352959
558,Colorado,2017-18,University Hill Elementary,Kindergarten,Boulder,Denver County 1,76,100,96.05,0,3.95,0,40.005101,-105.27183
559,Colorado,2017-18,University Prep - Steele,Kindergarten,Denver,Colorado Springs 11,43,100,95.35,0,2.33,0,39.7689119,-104.9492663
560,Colorado,2017-18,University Schools,Kindergarten,Weld,Douglas County RE 1,109,100,99.08,0,0.92,0,40.411465,-104.788127
561,Colorado,2017-18,Valley View K-8,Kindergarten,Adams,Harrison 2,28,100,92.86,0,3.57,3.57,39.823141,-104.995394
562,Colorado,2017-18,Valor Christian,Kindergarten,Douglas,Douglas County,1108,100,96.12,0.27,3.25,0,39.540515,-104.9448572
563,Colorado,2017-18,Van Arsdale Elementary,Kindergarten,Jefferson,Charter School Institute,57,100,94.74,0,5.26,0,39.833243,-105.148663
564,Colorado,2017-18,Van Buren Elementary,Kindergarten,Larimer,Denver County 1,16,100,87.5,0,12.5,0,40.408671,-105.102681
565,Colorado,2017-18,Vanderhoof Elementary,Kindergarten,Jefferson,Thompson R2-J,61,100,95.08,1.64,3.28,0,39.803202,-105.127005
566,Colorado,2017-18,Vertical Skills Academy,Kindergarten,Jefferson,Denver County,23,100,100,0,0,0,39.6816123,-105.3635666
567,Colorado,2017-18,Victory Montessori And Childcare,Kindergarten,Jefferson,Denver County,5,100,100,0,0,0,39.9101476,-105.0552848
568,Colorado,2017-18,Vilas K-12 Schools,Kindergarten,Baca,Weld County S/d RE-8,3,100,66.67,0,33.33,0,37.3747383,-102.4485116
569,Colorado,2017-18,Vineland Elementary,Kindergarten,Pueblo,Adams-Arapahoe 28J,25,100,96,0,0,0,38.240662,-104.462095
570,Colorado,2017-18,Vivian Elementary,Kindergarten,Jefferson,Cherry Creek 5,25,100,96,0,4,0,39.752255,-105.115995
571,Colorado,2017-18,Waldorf School On Roaring Fork,Kindergarten,Garfield,Adams-Arapahoe 28J,24,100,37.5,0,62.5,0,39.4052829,-107.1394836
572,Colorado,2017-18,Walsh Elementary,Kindergarten,Baca,Mapleton 1,20,100,100,0,0,0,37.386488,-102.281643
573,Colorado,2017-18,Wamsley Elementary,Kindergarten,Garfield,Pueblo County 70,48,100,97.92,0,0,0,39.555517,-107.773563
574,Colorado,2017-18,Warder Elementary,Kindergarten,Jefferson,Poudre R-1,47,100,100,0,0,0,39.837196,-105.092033
575,Colorado,2017-18,Washington Elementary,Kindergarten,Prowers,Cherry Creek 5,112,100,99.11,0,0,0,38.084382,-102.625657
576,Colorado,2017-18,Washington Elementary,Kindergarten,Fremont,Jefferson County R-1,59,100,94.92,0,5.08,0,38.448199,-105.23838
577,Colorado,2017-18,Washington Primary,Kindergarten,Otero,Adams-Arapahoe 28J,77,100,97.4,0,1.3,0,38.046761,-103.720688
578,Colorado,2017-18,Welchester Elementary,Kindergarten,Jefferson,Garfield RE-2,40,100,92.5,0,7.5,0,39.73208,-105.144384
579,Colorado,2017-18,Weldon Valley K-12 Schools,Kindergarten,Morgan,Widefield 3,19,100,100,0,0,0,40.3500589,-103.9678287
580,Colorado,2017-18,Werner Elementary,Kindergarten,Larimer,Adams-Arapahoe 28J,79,100,96.2,0,3.8,0,40.512595,-105.066546
581,Colorado,2017-18,West Grand K-12 Schools,Kindergarten,Grand,Jefferson County R-1,33,100,100,0,0,0,40.062111,-106.386194
582,Colorado,2017-18,West Jefferson Elementary,Kindergarten,Jefferson,Pritchett RE-3,47,100,91.49,0,8.51,0,39.539465,-105.303583
583,Colorado,2017-18,West Ridge Academy,Kindergarten,Weld,Jefferson County R-1,55,100,90.91,0,9.09,0,40.424381,-104.790529
584,Colorado,2017-18,West Ridge Elementary,Kindergarten,Adams,Lamar RE-2,106,100,96.23,0.94,1.89,0,39.93471,-104.911381
585,Colorado,2017-18,West Woods Elementary,Kindergarten,Jefferson,Cherry Creek 5,77,100,96.1,0,3.9,0,39.826088,-105.18685
586,Colorado,2017-18,Westgate Charter,Kindergarten,Adams,Weldon Valley RE-20(J),49,100,83.67,0,14.29,2.04,39.908398,-104.967809
587,Colorado,2017-18,Westpark Elementary,Kindergarten,Lake,Denver County 1,58,100,89.66,0,5.17,0,39.253515,-106.295882
588,Colorado,2017-18,Westridge Elementary,Kindergarten,Jefferson,Adams 12 Five Star Schools,60,100,98.33,0,1.67,0,39.61338,-105.118128
589,Colorado,2017-18,Westview Elementary,Kindergarten,Adams,Jefferson County R-1,71,100,97.18,0,2.82,0,39.890518,-105.004267
590,Colorado,2017-18,Whittier K-8,Kindergarten,Denver,Mesa County Valley 51,26,100,96.15,0,3.85,0,39.75283,-104.973027
591,Colorado,2017-18,Wiggins K-12 Schools,Kindergarten,Morgan,Colorado Springs 11,34,100,100,0,0,0,40.2265348,-104.0749398
592,Colorado,2017-18,Wiley K-12 Schools,Kindergarten,Prowers,Greeley 6,17,100,100,0,0,0,38.1557457,-102.7221679
593,Colorado,2017-18,Willow Creek Elementary,Kindergarten,Arapahoe,Widefield 3,79,100,97.47,0,2.53,0,39.574016,-104.888665
594,Colorado,2017-18,Willows Child Learning Center,Kindergarten,Arapahoe,El Paso County,9,100,100,0,0,0,39.59244,-104.904751
595,Colorado,2017-18,Wilmot Elementary,Kindergarten,Jefferson,Harrison 2,42,100,97.62,0,2.38,0,39.62079,-105.337712
596,Colorado,2017-18,Windsor Charter Academy - Elementary,Kindergarten,Weld,Jefferson County R-1,119,100,89.92,0.84,9.24,0,40.4691025,-104.8876075
597,Colorado,2017-18,Wingate Elementary,Kindergarten,Mesa,Boulder Valley RE 2,73,100,89.04,0,10.96,0,39.057239,-108.645948
598,Colorado,2017-18,Witt Elementary,Kindergarten,Jefferson,Poudre R-1,42,100,92.86,0,7.14,0,39.885559,-105.112242
599,Colorado,2017-18,Woodglen Elementary,Kindergarten,Adams,Boulder Valley RE 2,65,100,92.31,1.54,3.08,3.08,39.907874,-104.946453
600,Colorado,2017-18,Woodlin Elementary,Kindergarten,Washington,Denver County 1,6,100,83.33,0,0,0,39.78914,-103.516796
601,Colorado,2017-18,World Compass Academy,Kindergarten,Douglas,Denver County 1,95,100,90.53,1.05,8.42,0,39.34903,-104.870244
602,Colorado,2017-18,Wray School District,Kindergarten,Yuma,Garfield 16,50,100,100,0,0,0,40.0739666,-102.2420569
603,Colorado,2017-18,Zach Elementary,Kindergarten,Larimer,Montezuma-Cortez RE-1,84,100,94.05,0,5.95,0,40.50817,-105.007204
604,Colorado,2017-18,Zion Lutheran,Kindergarten,Adams,Jefferson County R-1,30,100,86.67,0,13.33,0,39.98074,-104.804781
605,Colorado,2017-18,Tozer Elementary,Kindergarten,Weld,Adams-Arapahoe 28J,130,99.23,92.31,0,6.92,0,40.474217,-104.904352
606,Colorado,2017-18,Meridian Ranch Elementary,Kindergarten,El Paso,Mesa County Valley 51,115,99.13,98.26,0,0,0,38.98188,-104.589604
607,Colorado,2017-18,Holly Ridge Primary Elementary,Kindergarten,Arapahoe,Pueblo City 60,110,99.09,97.27,0,1.82,0,39.6571055,-104.9139885
608,Colorado,2017-18,Bear Creek K-8,Kindergarten,Jefferson,Denver County 1,105,99.05,92.38,0,5.71,0.95,39.660303,-105.104684
609,Colorado,2017-18,Coyote Hills Elementary,Kindergarten,Arapahoe,Adams 12 Five Star Schools,101,99.01,97.03,0,1.98,0,39.591561,-104.702541
610,Colorado,2017-18,Evans International Elementary,Kindergarten,El Paso,Littleton 6,98,98.98,90.82,0,8.16,0,38.856131,-104.694736
611,Colorado,2017-18,Malley Drive Elementary,Kindergarten,Adams,Adams-Arapahoe 28J,93,98.92,93.55,0,5.38,0,39.903483,-104.971806
612,Colorado,2017-18,Brown International Academy,Kindergarten,Denver,Pueblo City 60,92,98.91,92.39,0,6.52,0,39.754478,-105.034216
613,Colorado,2017-18,Crystal River Elementary,Kindergarten,Garfield,Denver County 1,92,98.91,91.3,0,7.61,0,39.394415,-107.205244
614,Colorado,2017-18,Cactus Valley Elementary,Kindergarten,Garfield,Pueblo City 60,91,98.9,92.31,0,4.4,0,39.550769,-107.653676
615,Colorado,2017-18,Cottonwood Creek Elementary,Kindergarten,Arapahoe,Colorado Springs 11,87,98.85,94.25,0,2.3,2.3,39.608818,-104.859061
616,Colorado,2017-18,Wilder Elementary,Kindergarten,Arapahoe,Charter School Institute,86,98.84,96.51,0,1.16,0,39.602114,-105.043566
617,Colorado,2017-18,Lincoln Charter Academy,Kindergarten,Jefferson,Canon City RE-1,85,98.82,88.24,0,10.59,0,39.825882,-105.117094
618,Colorado,2017-18,Rolling Hills Elementary,Kindergarten,Arapahoe,Denver County 1,85,98.82,98.82,0,0,0,39.610675,-104.765167
619,Colorado,2017-18,Shaffer Elementary,Kindergarten,Jefferson,Moffat County RE-1,83,98.8,90.36,0,7.23,1.2,39.571924,-105.113636
620,Colorado,2017-18,Canyon Creek Elementary,Kindergarten,Arapahoe,Calhan RJ-1,81,98.77,95.06,0,1.23,2.47,39.605839,-104.71962
621,Colorado,2017-18,Community Leadership Academy,Kindergarten,Adams,Pueblo City 60,81,98.77,97.53,0,1.23,0,39.821277,-104.92129
622,Colorado,2017-18,Winograd K-8 Elementary,Kindergarten,Weld,Adams-Arapahoe 28J,80,98.75,95,0,2.5,0,40.436239,-104.790889
623,Colorado,2017-18,Federal Heights Elementary,Kindergarten,Adams,Colorado Springs 11,79,98.73,97.47,0,0,1.27,39.870325,-105.016939
624,Colorado,2017-18,Thornton Elementary,Kindergarten,Adams,Pueblo City 60,78,98.72,98.72,0,0,0,39.864737,-104.974576
625,Colorado,2017-18,Ayres Elementary,Kindergarten,Logan,Douglas County RE 1,155,98.71,93.55,0,4.52,0.65,40.608064,-103.223136
626,Colorado,2017-18,Glacier Peak Elementary,Kindergarten,Adams,Denver County 1,77,98.7,92.21,0,6.49,0,39.915304,-104.916938
627,Colorado,2017-18,Fountain Valley School Of Colorado,Kindergarten,El Paso,Arapahoe County,228,98.68,98.25,0,0,0,38.74352,-104.710298
628,Colorado,2017-18,Gap,Private,Weld,Boulder Valley RE 2,147,98.64,97.96,0,0.68,0,39.730932,-105.161597
629,Colorado,2017-18,Campion Academy,Private,Larimer,Boulder Valley RE 2,144,98.61,77.78,0.69,9.03,3.47,40.3484,-105.082
630,Colorado,2017-18,Cherry Hills Village Elementary,Kindergarten,Arapahoe,Adams-Arapahoe 28J,72,98.61,97.22,0,1.39,0,39.639161,-104.958883
631,Colorado,2017-18,Global Village Academy Parker,Kindergarten,Douglas,El Paso County,71,98.59,91.55,1.41,4.23,1.41,39.5405693,-104.7773701
632,Colorado,2017-18,Lochbuie Elementary,Kindergarten,Weld,Poudre R-1,71,98.59,90.14,0,5.63,2.82,40.004795,-104.722869
633,Colorado,2017-18,Stukey Elementary,Kindergarten,Adams,Mesa County Valley 51,71,98.59,95.77,0,2.82,0,39.897762,-104.980532
634,Colorado,2017-18,Bear Creek Elementary,Kindergarten,Boulder,Buena Vista R-31,70,98.57,90,0,8.57,0,39.980394,-105.263213
635,Colorado,2017-18,Centennial Elementary,Kindergarten,Adams,Moffat County RE-1,69,98.55,91.3,0,7.25,0,39.9346579,-105.0228805
636,Colorado,2017-18,Coyote Ridge Elementary,Kindergarten,Adams,Jefferson County R-1,69,98.55,98.55,0,0,0,39.946304,-105.044866
637,Colorado,2017-18,Westgate Elementary,Kindergarten,Jefferson,West Grand 1-JT,68,98.53,95.59,0,2.94,0,39.668881,-105.092506
638,Colorado,2017-18,Lafayette Elementary,Kindergarten,Boulder,North Conejos RE-1J,67,98.51,83.58,0,14.93,0,39.998243,-105.096264
639,Colorado,2017-18,Frontier Charter Academy,Kindergarten,Weld,Clear Creek RE-1,130,98.46,91.54,0,5.38,1.54,40.390145,-104.723312
640,Colorado,2017-18,Centennial Elementary,Kindergarten,Larimer,Denver County 1,63,98.41,96.83,1.59,0,0,40.429928,-105.099836
641,Colorado,2017-18,Ute Meadows Elementary,Kindergarten,Jefferson,Thompson R2-J,62,98.39,96.77,0,1.61,0,39.585047,-105.121271
642,Colorado,2017-18,Heritage Elementary,Kindergarten,Arapahoe,Granada RE-1,61,98.36,93.44,0,4.92,0,39.597109,-104.910617
