index,state,year,name,type,city,county,enroll,mmr,xmed,xper,xrel,lat,lng
1,Utah,2017-18,Antimony Elementary,Public,Antimony,Garfield,4,100,0,0,0,38.1177617,-111.9999178
2,Utah,2017-18,Blessed Sacrament,Private,Sandy,Salt Lake,128,100,0,0,0,40.5744475,-111.8423608
3,Utah,2017-18,Bluff Elementary,Public,Bluff,San Juan,100,100,0,0,0,37.2840308,-109.5513836
4,Utah,2017-18,Book Cliff Elementary,Public,Green River,Emery,10,100,0,0,0,38.9924627,-110.1591474
5,Utah,2017-18,Canyon View,Public,Ogden,Weber,12,100,0,0,0,41.245946,-111.9617508
6,Utah,2017-18,Channing Hall,Public,Draper,Salt Lake,468,100,0,0,0,40.506024,-111.884589
7,Utah,2017-18,Coral Canyon Elementary,Public,Washington,Washington,521,100,0,0,0,37.1623266,-113.4521533
8,Utah,2017-18,Escalante Elementary -Slc,Public,Salt Lake City,Salt Lake,462,100,0,0,0,40.789522,-111.9422453
9,Utah,2017-18,Eureka Elementary,Public,Eureka,Juab,92,100,0,0,0,39.9565752,-112.1133074
10,Utah,2017-18,Flaming Gorge Elementary,Public,Dutch John,Daggett,36,100,0,0,0,40.9306244,-109.3943756
11,Utah,2017-18,Granger Elementary,Public,West Valley City,Salt Lake,829,100,0,0,0,40.6919579,-111.9447731
12,Utah,2017-18,Grouse Creek,Public,Grouse Creek,Box Elder,6,100,0,0,0,41.709605,-113.88343
13,Utah,2017-18,Hanksville Elementary,Public,Hanksville,Wayne,14,100,0,0,0,38.3719001,-110.7150603
14,Utah,2017-18,Hillside Elementary,Public,West Valley City,Salt Lake,610,100,0,0,0,40.6784008,-112.0333026
15,Utah,2017-18,Iqra Academy Of Utah,Private,West Valley City,Salt Lake,45,100,0,0,0,40.6842001,-111.958525
16,Utah,2017-18,Je Cosgriff Memorial,Private,Salt Lake City,Salt Lake,216,100,0,0,0,40.7276026,-111.8238773
17,Utah,2017-18,Kearns - St. Ann,Private,Salt Lake City,Salt Lake,122,100,0,0,0,40.7239209,-111.8780981
18,Utah,2017-18,Koosharem Elementary,Public,Koosharem,Sevier,39,100,0,0,0,38.5105026,-111.8798877
19,Utah,2017-18,La Sal Elementary,Public,La Sal,San Juan,12,100,0,0,0,38.3356852,-109.2123235
20,Utah,2017-18,Mana Academy Charter,Public,West Valley City,Salt Lake,257,100,0,0,0,40.7199993,-111.9733147
21,Utah,2017-18,Oak Springs,Public,Provo,Utah,16,100,0,0,0,40.2329331,-111.6346375
22,Utah,2017-18,Our Lady Of Lourdes,Private,Salt Lake City,Salt Lake,174,100,0,0,0,40.7544726,-111.8607305
23,Utah,2017-18,Pleasant Green Elementary,Public,Magna,Salt Lake,628,100,0,0,0,40.7091118,-112.0865214
24,Utah,2017-18,Provo Canyon,Private,Provo,Utah,18,100,0,0,0,40.2923269,-111.6583039
25,Utah,2017-18,St.Joseph Catholic,Private,Ogden,Weber,241,100,0,0,0,41.210623,-111.9562084
26,Utah,2017-18,St.Marguerite Catholic,Private,Tooele,Tooele,10,100,0,0,0,40.5303506,-112.2832374
27,Utah,2017-18,St.Olaf,Private,Bountiful,Davis,100,100,0,0,0,40.8714924,-111.8753155
28,Utah,2017-18,Twin Peaks Elementary,Public,Salt Lake City,Salt Lake,378,100,0,0,0,40.6547029,-111.8610846
29,Utah,2017-18,Utah Schools For The Deaf & Blind At Ogden,Public,Ogden,Weber,26,100,0,0,0,41.250733,-111.9453906
30,Utah,2017-18,Vernon Elementary,Public,Vernon,Tooele,20,100,0,0,0,40.0934843,-112.4331492
31,Utah,2017-18,West Desert Elementary,Public,Trout Creek,Juab,11,100,0,0,0,39.6444685,-113.8887902
32,Utah,2017-18,Western Hills Elementary,Public,Kearns,Salt Lake,384,100,0,0,0,40.6557978,-112.0107491
33,Utah,2017-18,West Kearns Elementary,Public,Kearns,Salt Lake,711,99.86,0.14,0,0,40.6631688,-112.0015018
34,Utah,2017-18,Philo T. Farnsworth Elementary,Public,West Valley City,Salt Lake,558,99.82,0,0.18,0,40.6905912,-111.9915048
35,Utah,2017-18,Thomas O. Smith Elementary,Public,Ogden,Weber,500,99.8,0,0.2,0,41.2038799,-111.9595151
36,Utah,2017-18,Edison Elementary-Slc,Public,Salt Lake City,Salt Lake,452,99.78,0,0.22,0,40.7591727,-111.9347705
37,Utah,2017-18,Backman Elementary,Public,Salt Lake City,Salt Lake,413,99.76,0,0,0,40.7820562,-111.9345488
38,Utah,2017-18,Adams Elementary-Logan,Public,Logan,Cache,352,99.72,0,0.28,0,41.7413521,-111.8236526
39,Utah,2017-18,Ellis Elementary,Public,Logan,Cache,360,99.72,0,0.28,0,41.7369223,-111.8441087
40,Utah,2017-18,Hillsdale Elementary,Public,West Valley City,Salt Lake,677,99.7,0.3,0,0,40.7030254,-111.9695662
41,Utah,2017-18,Valley Crest Elementary,Public,West Valley City,Salt Lake,604,99.67,0,0.17,0,40.7046621,-112.0165005
42,Utah,2017-18,Bridger Elementary,Public,Logan,Cache,695,99.57,0,0.43,0,41.75509,-111.8454069
43,Utah,2017-18,Taylorsville Elementary,Public,Salt Lake City,Salt Lake,453,99.56,0,0.44,0,40.6794847,-111.9444876
44,Utah,2017-18,Franklin Elementary - Slc,Public,Salt Lake City,Salt Lake,405,99.51,0,0.49,0,40.7622497,-111.9231012
45,Utah,2017-18,Rolling Meadows Elementary,Public,Salt Lake City,Salt Lake,604,99.5,0.5,0,0,40.685407,-111.962486
46,Utah,2017-18,Jackling Elementary,Public,West Valley City,Salt Lake,396,99.49,0,0,0,40.69041,-112.0018494
47,Utah,2017-18,Mountain View Elementary-Slc,Public,Salt Lake City,Salt Lake,570,99.47,0,0.53,0,40.7393003,-111.9312372
48,Utah,2017-18,North Star Elementary,Public,Salt Lake City,Salt Lake,564,99.47,0,0,0.53,40.803708,-111.9474051
49,Utah,2017-18,St.Vincent De Paul,Private,Salt Lake City,Salt Lake,187,99.47,0.53,0,0,40.6613117,-111.852921
50,Utah,2017-18,Liberty Elementary-Slc,Public,Salt Lake City,Salt Lake,348,99.43,0,0.57,0,40.7452153,-111.8844647
51,Utah,2017-18,Panorama Elementary,Public,St. George,Washington,506,99.41,0,0.59,0,37.1135299,-113.5375896
52,Utah,2017-18,Redwood Elementary,Public,Salt Lake City,Salt Lake,662,99.4,0,0,0,40.7136521,-111.9398274
53,Utah,2017-18,Hillcrest Elementary-Logan,Public,Logan,Cache,474,99.37,0,0.63,0,41.748531,-111.7990502
54,Utah,2017-18,Rose Park Elementary,Public,Salt Lake City,Salt Lake,392,99.23,0,0.77,0,40.7907322,-111.9231805
55,Utah,2017-18,Bonneville Elementary-Ogden,Public,Ogden,Weber,507,99.21,0,0.79,0,41.2552944,-111.9564205
56,Utah,2017-18,Montezuma Creek Elementary,Public,Montezuma Creek,San Juan,249,99.2,0,0.4,0,37.2604729,-109.3047434
57,Utah,2017-18,St.John The Baptist,Private,Draper,Salt Lake,490,99.18,0.2,0.41,0,40.5360453,-111.8824744
58,Utah,2017-18,North Rich Elementary,Public,Laketown,Rich,119,99.16,0,0.84,0,41.8228744,-111.3214217
59,Utah,2017-18,Sharon Elementary,Public,Orem,Utah,466,99.14,0,0.86,0,40.3070744,-111.6871297
60,Utah,2017-18,Carl Sandburg Elementary,Public,West Valley City,Salt Lake,337,99.11,0,0.59,0,40.68715,-112.0189945
61,Utah,2017-18,Riverside Elementary-W. Jordan,Public,West Jordan,Salt Lake,772,99.09,0,0.91,0,40.592741,-111.926007
62,Utah,2017-18,Meadowlark Elementary,Public,Salt Lake City,Salt Lake,434,99.08,0,0.69,0,40.779951,-111.9470325
63,Utah,2017-18,Anna Smith Elementary,Public,Wendover,Tooele,215,99.07,0,0.93,0,40.7460452,-114.0417392
64,Utah,2017-18,Parkview Elementary-Slc,Public,Salt Lake City,Salt Lake,320,99.06,0,0.94,0,40.748577,-111.926488
65,Utah,2017-18,Riley Elementary,Public,Salt Lake City,Salt Lake,315,99.05,0,0.95,0,40.7385736,-111.9147741
66,Utah,2017-18,Robert Frost Elementary,Public,West Valley City,Salt Lake,407,99.02,0,0.98,0,40.6756586,-111.9741851
67,Utah,2017-18,Stansbury Elementary,Public,West Valley City,Salt Lake,921,99.02,0,0.98,0,40.7055522,-111.9589471
68,Utah,2017-18,Guadalupe,Public,Salt Lake City,Salt Lake,304,99.01,0,0.66,0,40.798932,-111.9261609
69,Utah,2017-18,Douglas T. Orchard Elementary School-Wvc,Public,West Valley City,Salt Lake,582,98.97,0.17,0.86,0,40.6900149,-112.0522034
70,Utah,2017-18,Monroe Elementary-West Valley,Public,West Valley City,Salt Lake,663,98.94,0,1.06,0,40.7049742,-111.9971781
71,Utah,2017-18,Lincoln Elementary-Granite,Public,Salt Lake City,Salt Lake,548,98.91,0,0.91,0,40.6907999,-111.8790115
72,Utah,2017-18,Oquirrh Hills Elementary,Public,Kearns,Salt Lake,357,98.88,0,0.84,0,40.6554391,-111.9925928
73,Utah,2017-18,Fremont Elementary,Public,Sunset,Davis,265,98.87,0,0.75,0.38,41.1504305,-112.0287164
74,Utah,2017-18,Gearld Wright Elementary,Public,Salt Lake City,Salt Lake,791,98.86,0.13,1.01,0,40.7048534,-112.0524809
75,Utah,2017-18,Horizon Elementary - Murray,Public,Murray,Salt Lake,681,98.83,0,1.17,0,40.6589576,-111.9107023
76,Utah,2017-18,Lake Ridge Elementary,Public,Magna,Salt Lake,491,98.78,0,1.02,0,40.6989645,-112.0688992
77,Utah,2017-18,South Kearns Elementary,Public,Kearns,Salt Lake,327,98.78,0,0.31,0,40.6502877,-111.996941
78,Utah,2017-18,Columbia Elementary-W. Jordan,Public,West Jordan,Salt Lake,634,98.74,0,1.1,0.16,40.6085581,-111.9754058
79,Utah,2017-18,David Gourley Elementary,Public,Kearns,Salt Lake,615,98.7,0,1.14,0,40.6625639,-111.9928732
80,Utah,2017-18,Milford Elementary,Public,Milford,Beaver,231,98.7,0,1.3,0,38.3939505,-113.0197762
81,Utah,2017-18,Bonneville Elementary-Slc,Public,Salt Lake City,Salt Lake,533,98.69,0,1.31,0,40.7443242,-111.8357292
82,Utah,2017-18,Wellington Elementary,Public,Wellington,Carbon,224,98.66,0.45,0.89,0,39.545557,-110.7386599
83,Utah,2017-18,Discovery Elementary-Brigham City,Public,Brigham City,Box Elder,519,98.65,0.19,0.96,0,41.5265916,-112.0220317
84,Utah,2017-18,Mill Creek Elementary,Public,Salt Lake City,Salt Lake,445,98.65,0,1.35,0,40.6893179,-111.8587267
85,Utah,2017-18,West Haven Elementary,Public,Ogden,Weber,659,98.63,0,0.91,0,41.1843404,-112.0761521
86,Utah,2017-18,Manila Elementary,Public,Manila,Daggett,72,98.61,0,1.39,0,40.991856,-109.727089
87,Utah,2017-18,Municipal Elementary,Public,Roy,Weber,358,98.6,0,0.84,0,41.1582176,-112.0339313
88,Utah,2017-18,Midvale Elementary,Public,Midvale,Salt Lake,772,98.58,0,0.52,0.13,40.6086937,-111.9027323
89,Utah,2017-18,Utah Virtual Academy,Public,Murray,Salt Lake,485,98.56,0,1.44,0,40.6739527,-111.8818881
90,Utah,2017-18,Boulton Elementary,Public,Bountiful,Davis,480,98.54,0,1.46,0,40.8607486,-111.8847978
91,Utah,2017-18,Clinton Elementary,Public,Clinton,Davis,475,98.53,0.42,1.05,0,41.1391667,-112.0473718
92,Utah,2017-18,Odyssey Elementary,Public,Ogden,Weber,544,98.53,0,0.55,0,41.2042778,-111.9722073
93,Utah,2017-18,Woodrow Wilson Elementary,Public,Salt Lake City,Salt Lake,676,98.52,0,0.89,0,40.7159067,-111.8900662
94,Utah,2017-18,Academy Park,Public,West Valley City,Salt Lake,460,98.48,0,1.3,0,40.6701721,-112.0000833
95,Utah,2017-18,Dual Immersion Academy,Public,Salt Lake City,Salt Lake,394,98.48,0,0.76,0.76,40.7439995,-111.9308997
96,Utah,2017-18,Woodruff Elementary,Public,Logan,Cache,658,98.48,0,1.52,0,41.7198522,-111.8583716
97,Utah,2017-18,Plymouth Elementary,Public,Taylorsville,Salt Lake,717,98.47,0.14,1.39,0,40.6563712,-111.9320154
98,Utah,2017-18,Westland Elementary,Public,West Jordan,Salt Lake,522,98.47,0,1.53,0,40.620256,-111.963344
99,Utah,2017-18,Providence Elementary,Public,Providence,Cache,585,98.46,0,1.54,0,41.7086049,-111.8162424
100,Utah,2017-18,Terra Linda Elementary,Public,West Jordan,Salt Lake,580,98.45,0,1.55,0,40.5979568,-111.9748392
101,Utah,2017-18,Bell View Elementary,Public,Sandy,Salt Lake,320,98.44,0,1.56,0,40.5739048,-111.8686405
102,Utah,2017-18,Nibley Elementary,Public,Nibley,Cache,373,98.39,0.27,1.34,0,41.6864894,-111.8495313
103,Utah,2017-18,Washington Elementary-Slc,Public,Salt Lake City,Salt Lake,248,98.39,0,1.21,0,40.7792854,-111.895965
104,Utah,2017-18,Dixie Sun Elementary,Public,St. George,Washington,368,98.37,0,1.63,0,37.1288449,-113.6215522
105,Utah,2017-18,Jim Bridger Elementary,Public,West Jordan,Salt Lake,547,98.35,0.37,1.28,0,40.6355072,-112.0204326
106,Utah,2017-18,Copper Hills Elementary,Public,Magna,Salt Lake,541,98.34,0.18,1.29,0,40.6908656,-112.0735084
107,Utah,2017-18,Dilworth Elementary-Slc,Public,Salt Lake City,Salt Lake,598,98.33,0,1.67,0,40.7282203,-111.8298632
108,Utah,2017-18,Lewiston Elementary-Lewiston,Public,Lewiston,Cache,420,98.33,0,1.67,0,41.9721044,-111.8532228
109,Utah,2017-18,Oakcrest Elementary,Public,West Jordan,Salt Lake,891,98.32,0,1.68,0,40.597596,-112.047029
110,Utah,2017-18,Cook Elementary,Public,Syracuse,Davis,770,98.31,0,1.69,0,41.0936021,-112.0487812
111,Utah,2017-18,Fox Hills Elementary,Public,Salt Lake City,Salt Lake,767,98.31,0,1.56,0,40.6407674,-111.9811412
112,Utah,2017-18,Roosevelt Elementary-Granite,Public,Salt Lake City,Salt Lake,414,98.31,0,0.48,0,40.7011822,-111.8679281
113,Utah,2017-18,Rose Creek Elementary,Public,Riverton,Salt Lake,826,98.31,0,1.45,0.24,40.5176,-111.978729
114,Utah,2017-18,Millville Elementary,Public,Millville,Cache,351,98.29,0,1.71,0,41.6806508,-111.8242829
115,Utah,2017-18,Bennion Elementary-Granite,Public,Salt Lake City,Salt Lake,581,98.28,0.17,1.55,0,40.6467367,-111.9615708
116,Utah,2017-18,Sunset View Elementary,Public,Provo,Utah,582,98.28,0,1.37,0,40.2263566,-111.6861264
117,Utah,2017-18,Sand Springs Elementary,Public,Layton,Davis,1042,98.27,0.1,1.63,0,41.0636505,-112.0251809
118,Utah,2017-18,Woods Cross Elementary,Public,Woods Cross,Davis,578,98.27,0,1.73,0,40.8779607,-111.8993299
119,Utah,2017-18,Valley View Elementary-Roy,Public,Roy,Weber,454,98.24,0,1.32,0,41.1806652,-112.0384346
120,Utah,2017-18,Riverdale Elementary,Public,Ogden,Weber,498,98.19,0.2,1.61,0,41.1834417,-112.007241
121,Utah,2017-18,Roosevelt Elementary-Ogden,Public,Ogden,Weber,495,98.18,0,1.82,0,41.1706697,-111.9801426
122,Utah,2017-18,Birch Creek Elementary,Public,Smithfield,Cache,490,98.16,0,1.84,0,41.8420839,-111.8520144
123,Utah,2017-18,Indian Hills Elementary,Public,Salt Lake City,Salt Lake,430,98.14,0,1.63,0,40.7399263,-111.8172657
124,Utah,2017-18,Doxey Elementary,Public,Sunset,Davis,375,98.13,0,1.87,0,41.1277187,-112.0293794
125,Utah,2017-18,Hayden Peak Elementary,Public,West Jordan,Salt Lake,796,98.12,0.13,1.76,0,40.6050795,-112.0138476
126,Utah,2017-18,Lincoln Elementary-Ogden,Public,Ogden,Weber,533,98.12,0,1.5,0,41.2812893,-111.9652906
127,Utah,2017-18,Sunrise Elementary-Cache,Public,Smithfield,Cache,627,98.09,0,1.75,0,41.831658,-111.821446
128,Utah,2017-18,Willard Elementary,Public,Willard,Box Elder,262,98.09,0,1.15,0.38,41.4084842,-112.0372791
129,Utah,2017-18,West Weber Elementary,Public,Ogden,Weber,520,98.08,0,1.92,0,41.250385,-112.0806276
130,Utah,2017-18,Arcadia Elementary,Public,Salt Lake City,Salt Lake,412,98.06,0,1.94,0,40.6631074,-111.9734086
131,Utah,2017-18,Midvalley Elementary,Public,Midvale,Salt Lake,413,98.06,0,1.45,0,40.6109062,-111.8839129
132,Utah,2017-18,Jean Massieu,Public,Salt Lake City,Salt Lake,51,98.04,0,0,0,40.7002247,-111.8446083
133,Utah,2017-18,Washington Terrace Elementary,Public,Ogden,Weber,508,98.03,0.2,1.77,0,41.1792146,-111.977089
134,Utah,2017-18,Amelia Earhart Elementary,Public,Provo,Utah,504,98.02,0,1.98,0,40.2307681,-111.7045497
135,Utah,2017-18,Plain City Elementary,Public,Ogden,Weber,702,98.01,0.14,1.71,0,41.2999105,-112.0677575
136,Utah,2017-18,Jackson Elementary,Public,Salt Lake City,Salt Lake,451,98,0,2,0,40.7747498,-111.9127563
137,Utah,2017-18,Westbrook Elementary,Public,Taylorsville,Salt Lake,551,98,0,1.63,0.18,40.6377014,-111.9729211
138,Utah,2017-18,Wilson Elementary-Logan,Public,Logan,Cache,399,97.99,0,2.01,0,41.7299627,-111.8229513
139,Utah,2017-18,Lincoln Elementary-Hyrum,Public,Hyrum,Cache,444,97.97,0,2.03,0,41.6323923,-111.8557407
140,Utah,2017-18,Cottonwood Elementary,Public,Orangeville,Emery,146,97.95,0,1.37,0,39.224885,-111.0521037
141,Utah,2017-18,South Clearfield Elementary,Public,Clearfield,Davis,536,97.95,0,1.68,0,41.1028516,-112.0079487
142,Utah,2017-18,Hooper Elementary,Public,Hooper,Weber,626,97.92,0,2.08,0,41.1645492,-112.1211379
143,Utah,2017-18,Roy Elementary,Public,Roy,Weber,528,97.92,0,2.08,0,41.1627375,-112.0494069
144,Utah,2017-18,Hill Field Elementary,Public,Clearfield,Davis,477,97.9,0,2.1,0,41.10814,-112.005394
145,Utah,2017-18,Greenville Elementary,Public,North Logan,Cache,474,97.89,0,1.9,0,41.7768468,-111.8218417
146,Utah,2017-18,Syracuse Elementary,Public,Syracuse,Davis,993,97.89,0,2.11,0,41.0922453,-112.063795
147,Utah,2017-18,Newman Elementary,Public,Salt Lake City,Salt Lake,424,97.88,0,2.12,0,40.7966489,-111.932325
148,Utah,2017-18,J.R. Smith Elementary,Public,Heber City,Wasatch,655,97.86,0,2.14,0,40.5148131,-111.4094348
149,Utah,2017-18,Elk Meadows Elementary,Public,South Jordan,Salt Lake,839,97.85,0.12,2.03,0,40.5741118,-111.9731497
150,Utah,2017-18,North Ogden Elementary,Public,North Ogden,Weber,605,97.85,0,2.15,0,41.307845,-111.9644522
151,Utah,2017-18,Barnett Elementary,Public,Payson,Utah,509,97.84,0,1.77,0,40.0490954,-111.727611
152,Utah,2017-18,Midland Elementary,Public,Roy,Weber,556,97.84,0,1.26,0.18,41.1771097,-112.0536584
153,Utah,2017-18,Bountiful Elementary,Public,Bountiful,Davis,454,97.8,0,1.76,0,40.8734894,-111.8828519
154,Utah,2017-18,Copper Canyon Elementary - West Jordan,Public,West Jordan,Salt Lake,725,97.79,0,1.93,0,40.590623,-112.021451
155,Utah,2017-18,Knowlton Elementary,Public,Farmington,Davis,678,97.79,0,1.92,0,41.0001068,-111.9051075
156,Utah,2017-18,Three Mile Creek,Public,Perry,Box Elder,542,97.79,0,2.21,0,41.4639452,-112.0396685
157,Utah,2017-18,King Elementary,Public,Layton,Davis,540,97.78,0,2.22,0,41.0752398,-111.9537862
158,Utah,2017-18,Lakeview Elementary-Brigham,Public,Brigham City,Box Elder,629,97.77,0,1.91,0.16,41.4939741,-112.0185558
159,Utah,2017-18,Uintah Elementary-Slc,Public,Salt Lake City,Salt Lake,538,97.77,0,2.23,0,40.7421024,-111.8460972
160,Utah,2017-18,West Clinton Elementary,Public,Clinton,Davis,718,97.77,0.14,2.09,0,41.140466,-112.0805761
161,Utah,2017-18,Parkside Elementary-Clinton,Public,Clinton,Davis,579,97.75,0,2.25,0,41.1461654,-112.0539713
162,Utah,2017-18,Belknap Elementary,Public,Beaver,Beaver,484,97.73,0.21,2.07,0,38.2817005,-112.6297116
163,Utah,2017-18,Circleville Elementary,Public,Circleville,Piute,88,97.73,0,2.27,0,38.167075,-112.273153
164,Utah,2017-18,Calvin Smith Elementary,Public,Salt Lake City,Salt Lake,702,97.72,0,2.14,0,40.6396066,-111.9475146
165,Utah,2017-18,Oakdale Elementary,Public,Sandy,Salt Lake,433,97.69,0,2.31,0,40.6047113,-111.8374516
166,Utah,2017-18,Vista Elementary,Public,Salt Lake City,Salt Lake,680,97.65,0,2.21,0,40.6626729,-111.9476502
167,Utah,2017-18,Wasatch Elementary-Ogden,Public,Ogden,Weber,340,97.65,0,2.35,0,41.2019609,-111.9430661
168,Utah,2017-18,Wasatch Peak Academy,Public,North Salt Lake,Davis,426,97.65,0.23,2.11,0,40.8492978,-111.9311963
169,Utah,2017-18,East Meadows Elementary,Public,Spanish Fork,Utah,761,97.63,0,2.37,0,40.0930404,-111.6181785
170,Utah,2017-18,Heber Valley Elementary,Public,Heber City,Wasatch,462,97.62,0,2.38,0,40.4988557,-111.4247292
171,Utah,2017-18,Horace Mann Elementary,Public,Ogden,Weber,421,97.62,0,2.38,0,41.2490013,-111.9452731
172,Utah,2017-18,Ephraim Elementary,Public,Ephraim,Sanpete,587,97.61,0,2.21,0,39.3498408,-111.580367
173,Utah,2017-18,James A. Madison Elementary,Public,Ogden,Weber,501,97.6,0,0.4,0,41.2189394,-111.959893
174,Utah,2017-18,Gramercy Elementary,Public,Ogden,Weber,372,97.58,0,1.88,0,41.2428919,-111.956915
175,Utah,2017-18,Mountain Shadows Elementary,Public,West Jordan,Salt Lake,661,97.58,0,1.66,0.15,40.623156,-112.016828
176,Utah,2017-18,Edgemont Elementary-Sandy,Public,Sandy,Salt Lake,371,97.57,0,2.43,0,40.5740656,-111.8601626
177,Utah,2017-18,Wasatch Elementary-Slc,Public,Salt Lake City,Salt Lake,453,97.57,0,2.43,0,40.7700803,-111.8575336
178,Utah,2017-18,Crescent Elementary,Public,Sandy,Salt Lake,532,97.56,0.38,2.07,0,40.5495319,-111.8856433
179,Utah,2017-18,John C. Fremont Elementary,Public,Taylorsville,Salt Lake,447,97.54,0,2.46,0,40.6785491,-111.9346815
180,Utah,2017-18,Middle Canyon Elementary,Public,Tooele,Tooele,651,97.54,0,2.46,0,40.5519576,-112.2782316
181,Utah,2017-18,Sally Mauro Elementary,Public,Helper,Carbon,324,97.53,0,2.47,0,39.6898417,-110.8646984
182,Utah,2017-18,Valley View Elementary-Bount.,Public,Bountiful,Davis,486,97.53,0,2.47,0,40.8759002,-111.8681144
183,Utah,2017-18,Ellison Park Elementary,Public,Layton,Davis,926,97.52,0.22,2.05,0,41.071895,-111.9995708
184,Utah,2017-18,Heartland Elementary,Public,West Jordan,Salt Lake,565,97.52,0,2.48,0,40.6231478,-111.9329663
185,Utah,2017-18,North Park Elementary-Logan,Public,North Logan,Cache,362,97.51,0,2.49,0,41.7833211,-111.8123003
186,Utah,2017-18,Parkside Elementary-Murray,Public,Murray,Salt Lake,603,97.51,0,1.33,0,40.6584334,-111.8770799
187,Utah,2017-18,Heritage Elementary - Cache,Public,Logan,Cache,601,97.5,0,2.5,0,41.6761061,-111.8560201
188,Utah,2017-18,North Davis Preparatory Academy,Public,Layton,Davis,760,97.5,0,2.5,0,41.0671461,-111.998266
189,Utah,2017-18,Brookwood Elementary,Public,Sandy,Salt Lake,439,97.49,0,2.51,0,40.5941712,-111.8207219
190,Utah,2017-18,Grantsville Elementary,Public,Grantsville,Tooele,757,97.49,0.13,2.38,0,40.5983949,-112.4679851
191,Utah,2017-18,Hawthorne Elementary,Public,Salt Lake City,Salt Lake,439,97.49,0,2.28,0,40.7339841,-111.8729156
192,Utah,2017-18,Bluff Ridge Elementary,Public,Syracuse,Davis,953,97.48,0.1,1.89,0,41.0755391,-112.0413028
193,Utah,2017-18,Salina Elementary,Public,Salina,Sevier,437,97.48,0,2.29,0,38.9621431,-111.8638229
194,Utah,2017-18,Ashman Elementary,Public,Richfield,Sevier,468,97.44,0,2.56,0,38.7689184,-112.0875028
195,Utah,2017-18,Holt Elementary,Public,Clearfield,Davis,464,97.41,0.22,2.16,0,41.1204176,-112.0441531
196,Utah,2017-18,Monticello Academy,Public,West Valley City,Salt Lake,462,97.4,0,2.6,0,40.7093625,-112.0076751
197,Utah,2017-18,Timpanogos Elementary,Public,Provo,Utah,655,97.4,0.15,2.14,0,40.2398676,-111.6683375
198,Utah,2017-18,Washington Elementary-Davis,Public,Bountiful,Davis,268,97.39,0,2.61,0,40.8826625,-111.8890598
199,Utah,2017-18,River's Edge,Public,South Jordan,Salt Lake,38,97.37,0,2.63,0,40.5510791,-111.9014728
200,Utah,2017-18,Burton H.C. Elementary,Public,Kaysville,Davis,759,97.36,0,2.37,0,41.0322969,-111.9192501
201,Utah,2017-18,Northlake Elementary,Public,Tooele,Tooele,568,97.36,0,2.64,0,40.5355484,-112.3126347
202,Utah,2017-18,Bryce Valley Elementary,Public,Tropic,Garfield,151,97.35,0,1.99,0.66,37.6237165,-112.0922371
203,Utah,2017-18,Castle Heights Elementary,Public,Price,Carbon,377,97.35,0,2.39,0,39.6124765,-110.7844192
204,Utah,2017-18,Hunter Elementary,Public,West Valley City,Salt Lake,565,97.35,0,2.48,0,40.6760488,-112.0182313
205,Utah,2017-18,Beehive Elementary,Public,Kearns,Salt Lake,598,97.32,0,1,0,40.6484005,-112.0144048
206,Utah,2017-18,Copperview Elementary,Public,Midvale,Salt Lake,448,97.32,0,1.56,0,40.5976983,-111.8951169
207,Utah,2017-18,South Rich Elementary,Public,Randolph,Rich,112,97.32,0,2.68,0,41.6655179,-111.1877592
208,Utah,2017-18,Farr West Elementary,Public,Ogden,Weber,814,97.3,0.12,2.58,0,41.307665,-112.0326863
209,Utah,2017-18,South Summit Elementary,Public,Kamas,Summit,593,97.3,0,2.7,0,40.6389185,-111.2692068
210,Utah,2017-18,Magna Elementary,Public,Magna,Salt Lake,590,97.29,0,2.71,0,40.7041312,-112.094864
211,Utah,2017-18,Franklin Elementary-Provo,Public,Provo,Utah,439,97.27,0,1.59,0,40.2291062,-111.6699957
212,Utah,2017-18,Blanding Elementary,Public,Blanding,San Juan,547,97.26,0,1.28,0,37.6209983,-109.4806909
213,Utah,2017-18,Pioneer Elementary-Weber,Public,Ogden,Weber,434,97.24,0,2.76,0,41.2641099,-112.0175713
214,Utah,2017-18,Canyon Rim Academy,Public,Salt Lake City,Salt Lake,505,97.23,0,2.77,0,40.7057107,-111.8092312
215,Utah,2017-18,Creekview Elementary,Public,Price,Carbon,505,97.23,0.2,1.78,0.2,39.592858,-110.818958
216,Utah,2017-18,Orchard Elementary-Nsl,Public,North Salt Lake,Davis,758,97.23,0,2.64,0,40.8430807,-111.9071625
217,Utah,2017-18,West Valley Elementary,Public,West Valley City,Salt Lake,613,97.23,0.16,2.12,0.16,40.7035665,-112.0355274
218,Utah,2017-18,Harry S. Truman Elementary,Public,West Valley City,Salt Lake,468,97.22,0,2.78,0,40.6690156,-111.9653266
219,Utah,2017-18,Manila Elementary-Pl. Gr.,Public,Pleasant Grove,Utah,714,97.2,0.14,2.66,0,40.3820064,-111.7480908
220,Utah,2017-18,Antelope Elementary,Public,Clearfield,Davis,711,97.19,0,2.39,0,41.0871674,-112.02702
221,Utah,2017-18,Mcgillis,Private,Salt Lake City,Salt Lake,285,97.19,0.7,2.11,0,40.7546691,-111.8548091
222,Utah,2017-18,Mcmillan Elementary,Public,Murray,Salt Lake,498,97.19,0,2.81,0,40.6430902,-111.8820492
