index,state,year,name,type,city,county,enroll,mmr,overal,xmed,xper,xrel,lat,lng
774,New York,2017-18,Yeshiva Derech Chaim,Private,Brooklyn,Kings,,100,100,0,,0,40.6369334,-73.9797696
775,New York,2017-18,Yeshiva Derech Hatorah,Private,Brooklyn,Kings,,100,99.1,0,,0.87,40.615219,-73.945074
776,New York,2017-18,Yeshiva Education For Special Students,Private,Flushing,Queens,,100,100,0,,0,40.7299345,-73.8193095
777,New York,2017-18,Yeshiva Gedolah Of So Monsey,Private,Monsey,Rockland,,100,100,0,,0,41.0972523,-74.071759
778,New York,2017-18,Yeshiva Ketana Of Manhattan,Private,New York,New York,,100,100,0,,0,40.791485,-73.9786309
779,New York,2017-18,Yeshiva Ner Torah,Private,Spring Valley,Rockland,,100,100,0,,0,41.1075039,-74.0447181
780,New York,2017-18,Yeshiva Nesivos Chaim,Private,Brooklyn,Kings,,100,100,0,,0,40.6336014,-73.9756625
781,New York,2017-18,Yeshiva Of Belle Harbor/Yeshival Bitallon,Private,Brooklyn,Kings,,100,99.8,0,,0,40.609,-73.959998
782,New York,2017-18,Yeshiva Of Central Queens,Private,Flushing,Queens,,100,100,0,,0,40.72994,-73.819271
783,New York,2017-18,Yeshiva Of Kings Bay,Private,Brooklyn,Kings,,100,98.4,0.81,,0.81,40.5893747,-73.9431979
784,New York,2017-18,Yeshiva Of Telshe Alumni,Private,Bronx,Bronx,,100,100,0,,0,40.8967477,-73.9110436
785,New York,2017-18,Yeshiva Ohr Hameir,Private,Cortland Manor,Westchester,,100,100,0,,0,41.269574,-73.8896389
786,New York,2017-18,Yeshiva Ohr Yisrael,Private,Brooklyn,Kings,,100,100,0,,0,40.61272,-73.943671
787,New York,2017-18,Yeshiva R'Tzahd,Private,Kew Gardens,Queens,,100,100,0,,0,40.707349,-73.834189
788,New York,2017-18,Yeshiva Rabbi Jacob Joseph For Boys,Private,Staten Island,Richmond,,100,97.8,1.67,,0,40.5468028,-74.1570718
789,New York,2017-18,Yeshiva Shaarei Yosher,Private,Brooklyn,Kings,,100,100,0,,0,40.635444,-73.981136
790,New York,2017-18,Yeshiva Tiferes Yisroel,Private,Brooklyn,Kings,,100,100,0,,0,40.6232167,-73.9431765
791,New York,2017-18,Yeshiva Tifereth Elimelech,Private,Brooklyn,Kings,,100,100,0,,0,40.6260417,-73.9883085
792,New York,2017-18,Yeshivas Ohavei Torah,Private,Bronx,Bronx,,100,100,0,,0,40.8973678,-73.9072372
793,New York,2017-18,Yeshivas Vyelipol,Private,Brooklyn,Kings,,100,99,0,,0,40.6297281,-73.950635
794,New York,2017-18,Yeshivat Lev Torah,Private,Brooklyn,Kings,,100,100,0,,0,40.6185214,-73.9420723
795,New York,2017-18,Yeshivat Lev Torah - Site 2,Private,Brooklyn,Kings,,100,100,0,,0,40.5874061,-73.961409
796,New York,2017-18,Yeshivat Or Hatorah,Private,Brooklyn,Kings,,100,100,0,,0,40.598018,-73.958791
797,New York,2017-18,Young Womens College Prep Charter,Private,Rochester,Monroe,,100,99.7,0,,0,43.203242,-77.67128
798,New York,2017-18,Ziccolella Elementary,Public,Hastings-On-Hudson,Westchester,,100,100,0,,0,40.9798199,-73.8819442
799,New York,2017-18,Abraham Joshua Heschel,Private,New York,New York,,99.9,99.9,0.11,,0,40.7726,-73.989511
800,New York,2017-18,Acadia,Public,Clifton Park,Saratoga,,99.9,98.6,0.38,,0.13,42.865929,-73.8091604
801,New York,2017-18,Aquinas Inst-Rochester,Private,Rochester,Monroe,,99.9,99.2,0,,0.67,43.1875294,-77.6402459
802,New York,2017-18,Bais Yaakov Academy For Girls,Private,Kew Gardens,Queens,,99.9,98,0.42,,0,40.7044427,-73.8265981
803,New York,2017-18,Brookside,Public,Ossining,Westchester,,99.9,99.7,0,,0.14,41.174436,-73.834019
804,New York,2017-18,Chapin School (The),Private,New York,New York,,99.9,98.1,0,,0.13,40.7739978,-73.9460843
805,New York,2017-18,Clara H Carlson,Public,Elmont,Nassau,,99.9,99.6,0,,0,40.70128,-73.701917
806,New York,2017-18,Covert Avenue,Public,Elmont,Nassau,,99.9,99.5,0.14,,0.14,40.710902,-73.689383
807,New York,2017-18,Dorothy Nolan,Public,Saratoga Springs,Saratoga,,99.9,99.6,0,,0.13,43.124904,-73.7458071
808,New York,2017-18,Hurlbut W Smith K-8,Public,Syracuse,Onondaga,,99.9,98.6,0,,0.12,43.047041,-76.095499
809,New York,2017-18,Isaac E Young Jhs,Public,New Rochelle,Westchester,,99.9,99,0,,0.08,40.9024919,-73.7780194
810,New York,2017-18,Longridge,Public,Rochester,Monroe,,99.9,99.9,0,,0.13,43.226185,-77.65366
811,New York,2017-18,North Elementary,Public,Brentwood,Suffolk,,99.9,97.9,0,,0.1,40.800575,-73.261237
812,New York,2017-18,Northern Adirondack Elementary,Public,Ellenburg Depot,Clinton,,99.9,99.9,0,,0.12,44.892867,-73.841002
813,New York,2017-18,Packer Collegiate Inst,Private,Brooklyn,Kings,,99.9,99.6,0,,0.1,40.6925471,-73.9924107
814,New York,2017-18,Park Avenue,Public,Amityville,Suffolk,,99.9,98.4,0,,0.15,40.676236,-73.418902
815,New York,2017-18,Rome Free Academy,Public,Rome,Oneida,,99.9,99.5,0.41,,0.07,43.211223,-75.415849
816,New York,2017-18,Sacred Heart Academy,Private,Hempstead,Nassau,,99.9,99.7,0,,0.25,40.7076,-73.634511
817,New York,2017-18,School 50 Helen Barrett Montgomery,Public,Rochester,Monroe,,99.9,99.5,0,,0,43.192984,-77.609968
818,New York,2017-18,School 67 Joseph C Wilson Magnet Hs Comme,Public,Rochester,Monroe,,99.9,99.1,0,,0,43.1403446,-77.6375039
819,New York,2017-18,Temple Hill,Public,Newburgh,Orange,,99.9,99.6,0,,0.2,41.4801223,-74.0598756
820,New York,2017-18,United Nations International School - Manhattan Campus,Private,New York,New York,,99.9,99.4,0.21,,0,40.736358,-73.973541
821,New York,2017-18,Yeshiva Of Spring Valley - Boys Division,Private,Suffern,Rockland,,99.9,98.5,0.27,,0,41.127686,-74.0872984
822,New York,2017-18,Yonkers Montessori Academy,Public,Yonkers,Westchester,,99.9,90.8,0,,0.1,40.90774,-73.862168
823,New York,2017-18,Aa Cole Elementary,Public,Constantia,Oswego,,99.8,99.3,0,,0,43.2580426,-76.0193927
824,New York,2017-18,Alden Terrace,Public,Valley Stream,Nassau,,99.8,98,0,,0,40.68337,-73.715809
825,New York,2017-18,Allegany-Limestone Elementary,Public,Allegany,Cattaraugus,,99.8,99.8,0,,0.22,42.095165,-78.491474
826,New York,2017-18,Andrew T Morrow,Public,Central Islip,Suffolk,,99.8,98.9,0,,0.11,40.8059201,-73.1764036
827,New York,2017-18,Bank Street School For Children,Private,New York,New York,,99.8,99.5,0,,0,40.80569,-73.966581
828,New York,2017-18,Barack Obama,Public,Hempstead,Nassau,,99.8,98.4,0,,0,40.7033882,-73.6120882
829,New York,2017-18,Barringer Road Elementary,Public,Ilion,Herkimer,,99.8,99.6,0.19,,0.19,43.00887,-75.057007
830,New York,2017-18,Baylis,Public,Syosset,Nassau,,99.8,99.3,0,,0.22,40.7933034,-73.4925422
831,New York,2017-18,Bayview Avenue,Public,Freeport,Nassau,,99.8,99.7,0,,0.17,40.651512,-73.594732
832,New York,2017-18,Bellevue,Public,Syracuse,Onondaga,,99.8,97.8,0,,0,43.0314508,-76.1744985
833,New York,2017-18,Browning School (The),Private,New York,New York,,99.8,99,0.25,,0,40.765039,-73.9692663
834,New York,2017-18,Carlyle C Ring Elementary,Public,Jamestown,Chautauqua,,99.8,99.8,0.25,,0,42.110347,-79.225486
835,New York,2017-18,Caroline G Atkinson,Public,Freeport,Nassau,,99.8,96.4,0,,0.28,40.665373,-73.590455
836,New York,2017-18,Carthage Elementary,Public,Carthage,Jefferson,,99.8,99.3,0.5,,0,43.980674,-75.598394
837,New York,2017-18,Cassadaga Valley Middle/Hs,Public,Sinclairville,Chautauqua,,99.8,91.4,0,,0.21,42.2546609,-79.283899
838,New York,2017-18,Charles E Riley Elementary,Public,Oswego,Oswego,,99.8,99,0.24,,0,43.448821,-76.493567
839,New York,2017-18,Charlotte Kenyon At Chenango Forks Elementary,Public,Binghamton,Broome,,99.8,99.5,0.24,,0.24,42.196172,-75.8526543
840,New York,2017-18,Cicero Elementary,Public,Cicero,Onondaga,,99.8,99.5,0.17,,0.17,43.17494,-76.107082
841,New York,2017-18,Citizen Edmond Genet,Public,East Greenbush,Rensselaer,,99.8,99.8,0,,0.24,42.600708,-73.707074
842,New York,2017-18,Columbus Elementary,Public,Thornwood,Westchester,,99.8,99.5,0,,0.23,41.108774,-73.773837
843,New York,2017-18,Country Parkway Elementary,Public,Williamsville,Erie,,99.8,99,0,,0,42.984246,-78.715923
844,New York,2017-18,Dana L West,Public,Port Byron,Cayuga,,99.8,99.3,0.44,,0,43.041503,-76.618423
845,New York,2017-18,Elbridge Elementary,Public,Elbridge,Onondaga,,99.8,99.3,0.24,,0,43.03431,-76.44387
846,New York,2017-18,Eldorado Elementary,Public,Chestnut Ridge,Rockland,,99.8,99.2,0,,0,41.087627,-74.04762
847,New York,2017-18,Emma E Sherman,Public,Henrietta,Monroe,,99.8,99.3,0,,0.18,43.056267,-77.623273
848,New York,2017-18,Enterprise Charter,Private,Buffalo,Erie,,99.8,98,0.25,,0,42.88921,-78.868731
849,New York,2017-18,Erwin Valley Elementary,Public,Painted Post,Steuben,,99.8,99.4,0,,0.42,42.148501,-77.110955
850,New York,2017-18,Fabius-Pompey Elementary,Public,Fabius,Onondaga,,99.8,98.4,0,,0.32,42.834533,-75.986093
851,New York,2017-18,Fishkill Plains Elementary,Public,Wappingers Falls,Dutchess,,99.8,98.9,0.18,,0.36,41.603976,-73.831998
852,New York,2017-18,Fulton,Public,Hempstead,Nassau,,99.8,99.8,0.18,,0,40.7048243,-73.6355095
853,New York,2017-18,Gaskill Prep,Public,Niagara Falls,Niagara,,99.8,98.2,0.2,,0.2,43.097513,-79.026282
854,New York,2017-18,George Southard Elementary,Public,Lockport,Niagara,,99.8,99.8,0.23,,0,43.135962,-78.683651
855,New York,2017-18,George Washington,Public,White Plains,Westchester,,99.8,99.4,0.31,,0,41.048604,-73.764091
856,New York,2017-18,Harry F Abate Elementary,Public,Niagara Falls,Niagara,,99.8,97.6,0,,0,43.103193,-79.050476
857,New York,2017-18,Health Sciences Charter,Private,Buffalo,Erie,,99.8,97.5,0,,0,42.90907,-78.86511
858,New York,2017-18,Hemlock Elementary,Public,Brentwood,Suffolk,,99.8,95.1,0.15,,0,40.7561592,-73.2744168
859,New York,2017-18,Hillcrest,Public,Peekskill,Westchester,,99.8,99.4,0,,0,41.296701,-73.909646
860,New York,2017-18,Homer Jhs,Public,Homer,Cortland,,99.8,99.8,0.2,,0,42.6434687,-76.1832645
861,New York,2017-18,Hoosic Valley Elementary,Public,Schaghticoke,Rensselaer,,99.8,99.6,0,,0,42.905816,-73.579909
862,New York,2017-18,Hoosick Falls Elementary,Public,Hoosick Falls,Rensselaer,,99.8,99.7,0,,0,42.873253,-73.356049
863,New York,2017-18,Horace Mann School Lower Division,Private,Bronx,Bronx,,99.8,99.1,0.86,,0,40.892022,-73.9004564
864,New York,2017-18,Hunter College Campus Schools,Private,New York,New York,,99.8,99.4,0,,0.25,40.785624,-73.9541068
865,New York,2017-18,J Wm Leary Jhs,Public,Massena,St. Lawrence,,99.8,98.1,0.24,,0.72,44.9243079,-74.8945284
866,New York,2017-18,Jackson Avenue,Public,Mineola,Nassau,,99.8,99.5,0.24,,0.24,40.745015,-73.647997
867,New York,2017-18,James A Dever,Public,Valley Stream,Nassau,,99.8,98.7,0.63,,0,40.68081,-73.688516
868,New York,2017-18,Jefferson Jhs,Public,Jamestown,Chautauqua,,99.8,99.3,0.47,,0,42.0781049,-79.2201812
869,New York,2017-18,Jessie T Zoller,Public,Schenectady,Schenectady,,99.8,99.3,0,,0,42.8201963,-73.9076898
870,New York,2017-18,Johanna Perrin,Public,Fairport,Monroe,,99.8,98.5,0,,0.15,43.0922677,-77.4469555
871,New York,2017-18,John A Sciole Elementary,Public,Depew,Erie,,99.8,99.5,0.23,,0.23,42.924249,-78.704369
872,New York,2017-18,John F Kennedy,Public,Port Chester,Westchester,,99.8,99.3,0,,0,40.9979388,-73.6716944
873,New York,2017-18,Kaegebein,Public,Grand Island,Erie,,99.8,99.5,0.24,,0,42.994766,-78.953868
874,New York,2017-18,Leo F Giblyn,Public,Freeport,Nassau,,99.8,99.2,0,,0,40.64192,-73.584754
875,New York,2017-18,Lisbon Central,Public,Lisbon,St. Lawrence,,99.8,99.7,0,,0,44.722557,-75.321685
876,New York,2017-18,Magen David Yesh-Isaac Shlm E,Private,Brooklyn,Kings,,99.8,98.9,0.18,,0,40.600892,-73.973089
877,New York,2017-18,Maple Hill Elementary,Public,Middletown,Orange,,99.8,99.6,0,,0.18,41.448281,-74.45097
878,New York,2017-18,Marie Curie Institute Of Engineering & Communications,Public,Amsterdam,Montgomery,,99.8,99.8,0,,0,42.9393198,-74.1662022
879,New York,2017-18,Martin Luther King,Public,Yonkers,Westchester,,99.8,97.7,0,,0.21,40.9387313,-73.8953037
880,New York,2017-18,Mary K Vollmer Elementary,Public,West Henrietta,Monroe,,99.8,99.4,0.15,,0.31,43.03686,-77.670551
881,New York,2017-18,Maryvale Intermediate,Public,Cheektowaga,Erie,,99.8,98.5,0,,0.21,42.936703,-78.750404
882,New York,2017-18,Mckinley-Brghton Magnet Sch,Public,Syracuse,Onondaga,,99.8,98.3,0,,0,43.0174041,-76.1438653
883,New York,2017-18,Medford Avenue,Public,Patchogue,Suffolk,,99.8,98.4,0.23,,0,40.7670595,-73.0075108
884,New York,2017-18,Monica B Leary Elementary,Public,Rush,Monroe,,99.8,99.8,0,,0.25,43.010884,-77.641333
885,New York,2017-18,Morgan Road Elementary,Public,Liverpool,Onondaga,,99.8,99.8,0,,0.2,43.1486582,-76.21027
886,New York,2017-18,Mt Morris Central,Public,Mt Morris,Livingston,,99.8,97.8,0.17,,0.33,42.7129869,-77.8744998
887,New York,2017-18,Newburgh Free Academy - North,Public,Newburgh,Orange,,99.8,99.2,0.23,,0.34,41.513171,-74.0209688
888,New York,2017-18,Norman R Kelley Intermediate,Public,Newark,Wayne,,99.8,99.8,0,,0.2,43.044931,-77.101025
889,New York,2017-18,North Elementary,Public,Watertown,Jefferson,,99.8,99.4,0,,0.2,43.987188,-75.901001
890,New York,2017-18,Northern Parkway,Public,Uniondale,Nassau,,99.8,99.1,0,,0.25,40.6956214,-73.5998061
891,New York,2017-18,Oakside,Public,Peekskill,Westchester,,99.8,99.1,0,,0.18,41.292462,-73.924257
892,New York,2017-18,Our Lady Of Mercy Academy,Private,Syosset,Nassau,,99.8,99.8,0,,0.24,40.822783,-73.48358
893,New York,2017-18,Pakanasink Elementary,Public,Circleville,Orange,,99.8,99.6,0,,0.2,41.519321,-74.379865
894,New York,2017-18,Palmyra-Macedon Intermediate,Public,Macedon,Wayne,,99.8,99.8,0.24,,0,43.068941,-77.305051
895,New York,2017-18,Parkway,Public,East Meadow,Nassau,,99.8,99.8,0,,0.21,40.712078,-73.53113
896,New York,2017-18,Parley Coburn,Public,Elmira,Chemung,,99.8,99.4,0,,0.6,42.079599,-76.805108
897,New York,2017-18,Penn Yan Academy,Public,Penn,Yates,,99.8,99.5,0.46,,0,42.6648434,-77.0612423
898,New York,2017-18,Perry Browne Intermediate,Public,Norwich,Chenango,,99.8,99.8,0,,0.25,42.523427,-75.52756
899,New York,2017-18,Phillips Avenue,Public,Riverhead,Suffolk,,99.8,98.9,0,,0,40.908493,-72.651627
900,New York,2017-18,Porter Magnet,Public,Syracuse,Onondaga,,99.8,96.3,0,,0,43.0536601,-76.1875226
901,New York,2017-18,Powells Lane,Public,Westbury,Nassau,,99.8,98.9,0,,0,40.767123,-73.577793
902,New York,2017-18,Ps 67 Discovery,Public,Buffalo,Erie,,99.8,98.8,0,,0,42.8397937,-78.8092529
903,New York,2017-18,Quaker Ridge,Public,Scarsdale,Westchester,,99.8,98.9,0.42,,0.21,40.968056,-73.770717
904,New York,2017-18,R J Mcnulty Academy For International Studies & Literacy,Public,Amsterdam,Montgomery,,99.8,93.9,0.23,,0,42.9483421,-74.1969287
905,New York,2017-18,Sachem Hs North,Public,Lake Ronkonkoma,Suffolk,,99.8,99.4,0.09,,0.5,40.8389277,-73.1015038
906,New York,2017-18,School 3 Nathaniel Rochester Community,Public,Rochester,Monroe,,99.8,98.9,0,,0,43.1482594,-77.6156133
907,New York,2017-18,Seaford Manor,Public,Seaford,Nassau,,99.8,99.8,0,,0.25,40.684669,-73.486411
908,New York,2017-18,Shaker Jhs,Public,Latham,Albany,,99.8,99.6,0,,0.11,42.7361224,-73.7510034
909,New York,2017-18,Silver Creek Elementary,Public,Silver Creek,Chautauqua,,99.8,99.8,0.22,,0,42.532157,-79.162963
910,New York,2017-18,Soule Road Elementary,Public,Liverpool,Onondaga,,99.8,99.5,0.49,,0,43.1745025,-76.2245879
911,New York,2017-18,South Buffalo Charter,Private,Buffalo,Erie,,99.8,99,0,,0.44,42.86347,-78.805201
912,New York,2017-18,St Demetrios Greek American,Private,Astoria,Queens,,99.8,99.8,0,,0.23,40.7656736,-73.9230769
913,New York,2017-18,St Francis Preparatory,Private,Fresh Meadows,Queens,,99.8,99.7,0.08,,0.2,40.742406,-73.77616
914,New York,2017-18,St Joseph Hill Academy-Elem,Private,Staten Island,Richmond,,99.8,99.5,0.49,,0,40.599666,-74.070794
915,New York,2017-18,Stanley G Falk,Private,Buffalo,Erie,,99.8,98.8,0.52,,0.17,42.907323,-78.8723
916,New York,2017-18,Thomas S Obrien,Public,Albany,Albany,,99.8,99.8,0,,0.23,42.6472452,-73.7688037
917,New York,2017-18,Transfiguration,Private,New York,New York,,99.8,99.8,0,,0,40.7148,-73.999041
918,New York,2017-18,Twin Pines Elementary,Public,Brentwood,Suffolk,,99.8,98.6,0,,0.11,40.787273,-73.260269
919,New York,2017-18,Van Buren,Public,Baldwinsville,Onondaga,,99.8,99.4,0.19,,0.19,43.155515,-76.3428333
920,New York,2017-18,Village,Public,Syosset,Nassau,,99.8,99.5,0,,0.25,40.8210583,-73.4970319
921,New York,2017-18,Voorheesville Elementary,Public,Voorheesville,Albany,,99.8,99.2,0.38,,0.38,42.64876,-73.936309
922,New York,2017-18,W L Morse,Public,Sleepy Hollow,Westchester,,99.8,99.3,0,,0,41.085244,-73.861805
923,New York,2017-18,Washington Street,Public,Franklin Square,Nassau,,99.8,98.9,0.12,,0.25,40.712415,-73.668196
924,New York,2017-18,Watkins Glen Elementary,Public,Watkins Glen,Schuyler,,99.8,99.3,0.11,,0.21,42.372546,-76.865713
925,New York,2017-18,West Side Academy At Blodgett,Public,Syracuse,Onondaga,,99.8,98.9,0,,0.22,43.04481,-76.165267
926,New York,2017-18,West St Elementary,Public,Geneva,Ontario,,99.8,99.8,0,,0.21,42.8653107,-76.996393
927,New York,2017-18,Westmoreland Road Elementary,Public,Whitesboro,Oneida,,99.8,99.8,0,,0.25,43.122683,-75.317249
928,New York,2017-18,Westorchard,Public,Chappaqua,Westchester,,99.8,99.5,0.24,,0,41.192021,-73.790191
929,New York,2017-18,William B Tecler Arts In Education Magnet,Public,Amsterdam,Montgomery,,99.8,99.8,0,,0,42.957829,-74.1685899
930,New York,2017-18,Wood Road Intermediate,Public,Ballston Spa,Saratoga,,99.8,99.4,0,,0.19,43.0027279,-73.8670415
931,New York,2017-18,Woodglen Elementary,Public,New City,Rockland,,99.8,99.8,0,,0.22,41.163785,-74.000149
932,New York,2017-18,2,Public,Inwood,Nassau,,99.7,99.4,0,,0.65,40.6185265,-73.7488028
933,New York,2017-18,A F Palmer Elementary School / Windsor Central Middle,Public,Windsor,Broome,,99.7,99.3,0.52,,0,42.083484,-75.641899
934,New York,2017-18,Abram Lansing,Public,Cohoes,Albany,,99.7,99.7,0,,0,42.768648,-73.70872
935,New York,2017-18,Archer Street,Public,Freeport,Nassau,,99.7,98.9,0,,0.16,40.647411,-73.587843
936,New York,2017-18,Bayridge Prep,Private,Brooklyn,Kings,,99.7,97.3,0,,0.54,40.6274299,-74.032031
937,New York,2017-18,Beaver River Elementary,Public,Beaver Falls,Lewis,,99.7,99.7,0,,0.27,43.880479,-75.437812
938,New York,2017-18,Bicycle Path Elementary,Public,Selden,Suffolk,,99.7,98.3,0.35,,0,40.8698521,-73.0323184
939,New York,2017-18,Blessed Sacrament,Private,Staten Island,Richmond,,99.7,95.3,0,,0,40.6280374,-74.1258645
940,New York,2017-18,Bowling Green,Public,Westbury,Nassau,,99.7,99.7,0,,0.26,40.743979,-73.559089
941,New York,2017-18,Broadalbin-Perth Intermediate,Public,Amsterdam,Fulton,,99.7,99.7,0,,0.25,43.0183099,-74.1898651
942,New York,2017-18,Bronxville Elementary,Public,Bronxville,Westchester,,99.7,98.9,0.28,,0.42,40.937585,-73.830819
943,New York,2017-18,Bruno M. Ponterio/Ridge Street,Public,Rye Brook,Westchester,,99.7,99.7,0,,0.33,41.030172,-73.682612
944,New York,2017-18,Centre Avenue Elementary,Public,East Rockaway,Nassau,,99.7,98.7,0,,0.32,40.648953,-73.66331
945,New York,2017-18,Charles F Johnson Jr Elementary,Public,Endicott,Broome,,99.7,99.7,0,,0.25,42.093413,-76.080883
946,New York,2017-18,Colonial,Public,Pelham,Westchester,,99.7,99.1,0,,0.31,40.903577,-73.808634
947,New York,2017-18,Cs Elementary,Public,Clyde,Wayne,,99.7,99.1,0,,0.29,43.0860991,-76.8606245
948,New York,2017-18,Dolgeville Elementary,Public,Dolgeville,Herkimer,,99.7,98.3,0,,0.34,43.103897,-74.780708
949,New York,2017-18,Dover Elementary,Public,Dover Plains,Dutchess,,99.7,98.1,0.31,,0.62,41.739482,-73.579459
950,New York,2017-18,Drake,Public,No Tonawanda,Niagara,,99.7,99.3,0.33,,0,43.0654075,-78.8968595
951,New York,2017-18,Dryden Street,Public,West Bury,Nassau,,99.7,98.9,0,,0.28,40.754587,-73.578791
952,New York,2017-18,Duanesburg Elementary,Public,Delanson,Schenectady,,99.7,98.6,1.13,,0.28,42.742709,-74.17212
953,New York,2017-18,Dundee Elementary,Public,Dundee,Yates,,99.7,99.4,0.3,,0,42.525972,-76.973342
954,New York,2017-18,Durand-Eastman,Public,Rochester,Monroe,,99.7,98,0.56,,0.28,43.2230281,-77.546756
955,New York,2017-18,Early Learning Center At Smith,Public,Poughkeepsie,Dutchess,,99.7,99.5,0,,0,41.6980084,-73.9149957
956,New York,2017-18,East Side Elem,Public,Gouverneur,St. Lawrence,,99.7,99.7,0,,0,44.3431545,-75.4571016
957,New York,2017-18,East View Elementary,Public,Olean,Cattaraugus,,99.7,99.7,0,,0,42.081976,-78.414822
958,New York,2017-18,Fassett Elementary,Public,Elmira,Chemung,,99.7,99.7,0,,0,42.112232,-76.822704
959,New York,2017-18,Fontbonne Hall Academy,Private,Brooklyn,Kings,,99.7,99.2,0,,0.5,40.61373,-74.036351
960,New York,2017-18,Fordham Preparatory,Private,Bronx,Bronx,,99.7,99.7,0,,0.3,40.864296,-73.88591
961,New York,2017-18,Forest Lake,Public,Wantagh,Nassau,,99.7,98.6,0,,0.55,40.6832,-73.516117
962,New York,2017-18,Geo Washington Elementary,Public,W Hempstead,Nassau,,99.7,99.4,0,,0.31,40.7069414,-73.6518905
963,New York,2017-18,George M Davis Elementary,Public,New Rochelle,Westchester,,99.7,99.5,0,,0.27,40.974001,-73.785304
964,New York,2017-18,Glencliff,Public,Rexford,Schenectady,,99.7,99.4,0,,0.28,42.861566,-73.894772
965,New York,2017-18,Global Concepts Charter,Private,Lackawanna,Erie,,99.7,99.3,0,,0.1,42.826514,-78.81445
966,New York,2017-18,Greater Plains Elementary,Public,Oneonta,Otsego,,99.7,99.7,0,,0.34,42.458752,-75.087726
967,New York,2017-18,Hamagrael Elementary,Public,Delmar,Albany,,99.7,99.4,0.32,,0.32,42.607406,-73.825687
968,New York,2017-18,Harding Avenue,Public,Lindenhurst,Suffolk,,99.7,99.4,0,,0.64,40.674175,-73.352426
969,New York,2017-18,Heathcote,Public,Scarsdale,Westchester,,99.7,98.5,0.5,,0,40.984139,-73.772168
970,New York,2017-18,Horace Mann Upper,Private,Bronx,Bronx,,99.7,96.6,0,,0,40.89361,-73.898081
971,New York,2017-18,Hudson Falls Intermediate Building,Public,Hudson Falls,Washington,,99.7,99.4,0,,0.29,43.3057342,-73.5716513
972,New York,2017-18,J F Kennedy,Public,Ogdensburg,St. Lawrence,,99.7,99.7,0,,0.16,44.69668,-75.473425
973,New York,2017-18,Jack Abrams Stem Magnet,Public,Huntington Station,Suffolk,,99.7,98.5,0,,0.6,40.855401,-73.415182
974,New York,2017-18,Jamesville Elementary,Public,Jamesville,Onondaga,,99.7,98.6,0,,0.28,42.993014,-76.076422
975,New York,2017-18,Jericho Elementary,Public,Centereach,Suffolk,,99.7,99.7,0,,0.26,40.863181,-73.066771
976,New York,2017-18,Kendall Elementary,Public,Kendall,Orleans,,99.7,99.1,0.29,,0.29,43.321912,-78.037086
977,New York,2017-18,King Street,Public,Port Chester,Westchester,,99.7,98.7,0,,0,41.02015,-73.667925
978,New York,2017-18,Kramer E S,Public,Plainview,Nassau,,99.7,96.5,0.58,,0,40.764202,-73.4848172
979,New York,2017-18,Laurel Park Elementary,Public,Brentwood,Suffolk,,99.7,95,0.15,,0.15,40.761062,-73.229986
980,New York,2017-18,Lawrence Elementary School At Broadway Campus,Public,Lawrence,Nassau,,99.7,99.3,0,,0.35,40.609688,-73.735142
981,New York,2017-18,Liverpool Annex,Public,Liverpool,Onondaga,,99.7,99.3,0,,0.34,43.1480478,-76.2165881
982,New York,2017-18,Malta Avenue Elementary,Public,Ballston Spa,Saratoga,,99.7,99.4,0,,0.29,43.004644,-73.845639
983,New York,2017-18,Mamaroneck Avenue,Public,White Plains,Westchester,,99.7,97.8,0,,0.29,41.020903,-73.759065
984,New York,2017-18,Marion Elementary,Public,Marion,Wayne,,99.7,99.7,0,,0.28,43.144283,-77.188611
985,New York,2017-18,Martin Luther King Jr,Public,Utica,Oneida,,99.7,97.8,0,,0,43.0912837,-75.2348211
986,New York,2017-18,Mary Louis Academy (The),Private,Jamaica,Queens,,99.7,96.4,0,,0.28,40.713164,-73.786827
987,New York,2017-18,Momot Elementary,Public,Plattsburgh,Clinton,,99.7,99.7,0,,0.26,44.682798,-73.454568
988,New York,2017-18,Mooers Elementary,Public,Mooers,Clinton,,99.7,99.7,0,,0.29,44.962055,-73.585133
989,New York,2017-18,Moriah Elementary,Public,Port Henry,Essex,,99.7,96.7,0.28,,0,44.045175,-73.47789
990,New York,2017-18,Mount Markham Elementary,Public,West Winfield,Herkimer,,99.7,99.2,0.27,,0,42.88884,-75.181102
991,New York,2017-18,Nightingale Bamford,Private,New York,New York,,99.7,99.7,0,,0.31,40.78472,-73.956741
992,New York,2017-18,North Shore Hebrew Academy,Private,Great Neck,Nassau,,99.7,99.7,0,,0,40.81884,-73.742691
993,New York,2017-18,Northwest Elementary,Public,Amityville,Suffolk,,99.7,99.1,0,,0.3,40.691977,-73.427813
994,New York,2017-18,Norwood Avenue,Public,Northport,Suffolk,,99.7,98.8,0,,0.31,40.913339,-73.327281
995,New York,2017-18,Oak Park Elementary,Public,Brentwood,Suffolk,,99.7,97.7,0,,0.14,40.7626149,-73.2522269
996,New York,2017-18,Oakfield Alabama Middle-High,Public,Oakfield,Genesee,,99.7,99.1,0.28,,0.57,43.075249,-78.27836
997,New York,2017-18,Ogden Elementary,Public,Valley Stream,Nassau,,99.7,98.6,0,,0.84,40.649933,-73.718868
998,New York,2017-18,Ohio Street,Public,Watertown,Jefferson,,99.7,99.4,0,,0.31,43.971747,-75.883462
