index,state,year,name,type,city,county,enroll,mmr,overall,xmed,xper,xrel,lat,lng
7072,California,2018-19,Hesperia Christian Academy,Private,Hesperia,San Bernardino,1,,,,,,34.435128,-117.313671
7073,California,2018-19,Hickory Tree,Private,Torrance,Los Angeles,18,,,,,,33.83041,-118.344351
7074,California,2018-19,High Desert Premier Academy,Public,Apple Valley,San Bernardino,5,,,,,,34.486772,-117.185136
7075,California,2018-19,Highland Academy,Public,Beaumont,Riverside,13,,,,,,33.932349,-116.982785
7076,California,2018-19,Highland Elementary,Public,Inglewood,Los Angeles,,,,,,,33.972357,-118.362951
7077,California,2018-19,Hill Point Montessori Preparatory,Private,West Hills,Los Angeles,5,,,,,,34.19064,-118.657041
7078,California,2018-19,Hillcrest Christian,Private,Thousand Oaks,Ventura,15,,,,,,34.1814867,-118.8467923
7079,California,2018-19,Hilldale,Private,Daly City,San Mateo,18,,,,,,37.69792,-122.457981
7080,California,2018-19,Hills View Christian,Private,Salinas,Monterey,3,,,,,,36.6129387,-121.9043895
7081,California,2018-19,Hillside Elementary,Public,Los Angeles,Los Angeles,16,,,,,,34.085144,-118.212691
7082,California,2018-19,Hillside Elementary,Public,Madera,Madera,9,,,,,,36.9697977,-119.7794834
7083,California,2018-19,Hillside School And Learning Center,Private,La Canada,Los Angeles,,,,,,,34.1877901,-118.1792665
7084,California,2018-19,Hillsides Education Center,Private,Pasadena,Los Angeles,,,,,,,34.124082,-118.176507
7085,California,2018-19,Hilltop Christian,Private,Antioch,Contra Costa,18,,,,,,37.9688101,-121.7811596
7086,California,2018-19,Hillwood Academic Day,Private,San Francisco,San Francisco,2,,,,,,37.7933692,-122.4401107
7087,California,2018-19,Hoaglinzenia Elementary,Public,Zenia,Trinity,2,,,,,,40.188275,-123.468039
7088,California,2018-19,Hoggs Hollow,Private,La Caã‘Ada,Los Angeles,,,,,,,34.2040649,-118.2035444
7089,California,2018-19,Hollister Montessori,Private,Hollister,San Benito,4,,,,,,36.830729,-121.386085
7090,California,2018-19,Hollister Sda Christian,Private,Hollister,San Benito,,,,,,,36.867372,-121.376689
7091,California,2018-19,Holly Drive Leadership Academy,Public,San Diego,San Diego,12,,,,,,32.72333,-117.092411
7092,California,2018-19,Holy Angels,Private,Arcadia,Los Angeles,17,,,,,,34.13041,-118.044791
7093,California,2018-19,Holy Cross,Private,Santa Cruz,Santa Cruz,18,,,,,,36.9785356,-122.0310355
7094,California,2018-19,Holy Cross Lutheran Academy,Private,Rocklin,Placer,9,,,,,,38.79535,-121.228033
7095,California,2018-19,Holy Family Academy,Private,Yucca Valley,San Bernardino,1,,,,,,34.1088244,-116.428176
7096,California,2018-19,Holy Family Institute,Private,Huntington Beach,Orange,1,,,,,,33.6930531,-118.0466182
7097,California,2018-19,Holy Family,Private,Citrus Heights,Sacramento,8,,,,,,38.7033684,-121.2752459
7098,California,2018-19,Holy Rosary Academy,Private,San Bernardino,San Bernardino,16,,,,,,34.140468,-117.289946
7099,California,2018-19,Holy Rosary Parish,Private,Woodland,Yolo,18,,,,,,38.674989,-121.787826
7100,California,2018-19,Holy Spirit Elementary,Private,Fairfield,Solano,,,,,,,38.2535093,-122.0335433
7101,California,2018-19,Holy Spirit Elementary,Private,Los Angeles,Los Angeles,12,,,,,,34.0477775,-118.354788
7102,California,2018-19,Holy Trinity Elementary,Private,El Cajon,San Diego,15,,,,,,32.7902113,-116.9411521
7103,California,2018-19,Home And Hosp/Transition Support,Public,San Diego,San Diego,6,,,,,,33.1395772,-117.1567139
7104,California,2018-19,Homeschool,Private,Bakersfield,Kern,1,,,,,,34.8202,-118.9445
7105,California,2018-19,Homestead Alternative,Public,Ventura,Ventura,2,,,,,,34.265109,-119.253675
7106,California,2018-19,Hometech Charter,Public,Paradise,Butte,2,,,,,,39.75648,-121.626591
7107,California,2018-19,Honcut,Public,Oroville,Butte,4,,,,,,39.328766,-121.535387
7108,California,2018-19,Honeycomb Learning Center,Private,Cerritos,Los Angeles,,,,,,,33.846984,-118.079938
7109,California,2018-19,Hope Christian Psp,Private,Yorba Linda,Orange,4,,,,,,33.7241985,-117.9883418
7110,California,2018-19,Hope Christian,Private,Redlands,San Bernardino,14,,,,,,34.066657,-117.1593895
7111,California,2018-19,Hope Lutheran Elementary,Private,Glendora,Los Angeles,9,,,,,,34.0833268,-118.3402169
7112,California,2018-19,Hope Schools International,Private,Redding,Shasta,1,,,,,,40.5330234,-122.427077
7113,California,2018-19,Hope Technology,Private,Palo Alto,Santa Clara,10,,,,,,37.4473285,-122.1180854
7114,California,2018-19,Hopeacademy For Personalized Education,Private,Chico,Butte,2,,,,,,39.730253,-121.806315
7115,California,2018-19,Hopewell Baptist Christian Academy,Private,Napa,Napa,5,,,,,,38.3237001,-122.3226356
7116,California,2018-19,Horace Mann,Public,Burbank,Los Angeles,,,,,,,34.210387,-118.333897
7117,California,2018-19,Horicon Elementary,Public,Annapolis,Sonoma,14,,,,,,38.717861,-123.367483
7118,California,2018-19,Horizon,Public,La Quinta,Riverside,2,,,,,,33.702361,-116.276259
7119,California,2018-19,Horizons School: Independent Study,Public,Pleasant Hill,Contra Costa,5,,,,,,37.93359,-122.0675
7120,California,2018-19,Hornbrook Elementary,Public,Hornbrook,Siskiyou,2,,,,,,41.911296,-122.561401
7121,California,2018-19,House Of Bread Christian Academy,Private,Orangevale,Sacramento,16,,,,,,38.684334,-121.2268463
7122,California,2018-19,Houston,Public,Acampo,San Joaquin,17,,,,,,38.174181,-121.260838
7123,California,2018-19,Howell Mountain Elementary,Public,Angwin,Napa,7,,,,,,38.583135,-122.449656
7124,California,2018-19,Hume Lake Charter,Public,Hume,Fresno,1,,,,,,36.809,-118.906101
7125,California,2018-19,Huntington Academy,Private,Long Beach,Los Angeles,10,,,,,,33.9667956,-118.2303853
7126,California,2018-19,Huntington Valley Preschool,Private,Fountain Valley,Orange,3,,,,,,33.7096638,-117.9584451
7127,California,2018-19,Icc Community,Private,Pomona,Los Angeles,11,,,,,,34.10858,-117.749021
7128,California,2018-19,Igoono Elementary,Public,Igo,Shasta,8,,,,,,40.503358,-122.540532
7129,California,2018-19,Ijc Academy,Private,San Ramon,Contra Costa,,,,,,,37.988756,-122.332836
7130,California,2018-19,Ilan Ramon Day,Private,Agoura,Los Angeles,12,,,,,,34.139385,-118.722321
7131,California,2018-19,Imagination,Private,Palo Alto,Santa Clara,4,,,,,,37.361101,-122.085383
7132,California,2018-19,Immaculate Heart Of Mary,Private,Belmont,San Mateo,16,,,,,,37.511,-122.295578
7133,California,2018-19,Immanuel Christian,Private,Ridgecrest,Kern,13,,,,,,35.6477972,-117.6712337
7134,California,2018-19,Imperial Valley Home School Academy,Public,El Centro,Imperial,14,,,,,,32.793109,-115.582774
7135,California,2018-19,Incarnation Elementary,Private,Glendale,Los Angeles,17,,,,,,34.1601253,-118.2562712
7136,California,2018-19,Independence Charter,Public,Modesto,Stanislaus,14,,,,,,37.695843,-121.058015
7137,California,2018-19,Independence Christian,Private,Anaheim,Orange,14,,,,,,33.86025,-117.810561
7138,California,2018-19,Independent Educational Programs Inc.,Private,Anderson,Shasta,,,,,,,#N/A,#N/A
7139,California,2018-19,Indian Valley Elementary,Public,Greenville,Plumas,14,,,,,,40.141128,-120.944844
7140,California,2018-19,Innovations Academy Of Palmdale,Public,Palmdale,Los Angeles,8,,,,,,34.575734,-118.066518
7141,California,2018-19,Instilling Goodness Elementary,Private,Ukiah,Mendocino,16,,,,,,39.1324672,-123.1627833
7142,California,2018-19,International Bible Baptist Academy,Private,San Leandro,Alameda,4,,,,,,37.70119,-122.117021
7143,California,2018-19,International Christian Montessori Academy Of Costa Mesa,Private,Costa Mesa,Orange,14,,,,,,33.6787545,-117.9095512
7144,California,2018-19,International Christian,Private,Chico,Butte,2,,,,,,39.839842,-121.7782667
7145,California,2018-19,International School Of Los Angelespas,Private,Pasadena,Los Angeles,18,,,,,,34.146472,-118.118193
7146,California,2018-19,International Virtual Learning Academy,Private,Simi Valley,Ventura,4,,,,,,34.2757121,-118.7981441
7147,California,2018-19,Inverness Elementary,Public,Inverness,Marin,17,,,,,,38.098501,-122.855692
7148,California,2018-19,Ipakanni Early College Charter,Public,Oroville,Butte,2,,,,,,39.513312,-121.553157
7149,California,2018-19,Irlmuco Road,Private,Willits,Mendocino,,,,,,,39.3123262,-123.7851343
7150,California,2018-19,Irvine Hebrew Day,Private,Santa Ana,Orange,14,,,,,,33.772703,-117.835231
7151,California,2018-19,Irwin O. Addicott Elementary,Public,Fresno,Fresno,6,,,,,,36.77431,-119.754691
7152,California,2018-19,Islah Academy,Private,Los Angeles,Los Angeles,,,,,,,33.98878,-118.324741
7153,California,2018-19,Islamic Academy Of Riverside,Private,Riverside,Riverside,9,,,,,,33.9781511,-117.3342707
7154,California,2018-19,Isot,Private,Canby,Modoc,2,,,,,,41.4455143,-120.8758521
7155,California,2018-19,Ivy Road,Private,Los Angeles,Los Angeles,,,,,,,34.206171,-118.654262
7156,California,2018-19,Jack Norton Elementary,Public,Hoopa,Humboldt,4,,,,,,41.3500861,-123.8660621
7157,California,2018-19,Jacobs,Private,Lancaster,Los Angeles,,,,,,,34.0763872,-118.3565416
7158,California,2018-19,Jardin De La Infancia,Public,Los Angeles,Los Angeles,18,,,,,,34.042391,-118.248831
7159,California,2018-19,Jenny Hart Early Education Center,Private,Irvine,Orange,14,,,,,,33.67727,-117.805801
7160,California,2018-19,Jessie Baker,Public,Elk Grove,Sacramento,2,,,,,,38.40667,-121.373848
7161,California,2018-19,Jesus Little Soldiers Evangelical,Private,Van Nuys,Los Angeles,2,,,,,,34.1872094,-118.4489982
7162,California,2018-19,Jesus Our Restorer Christian,Private,Pacheco,Contra Costa,1,,,,,,37.98287,-122.069831
7163,California,2018-19,John Tracy Clinic (Nps),Private,La,Los Angeles,,,,,,,34.0299246,-118.280173
7164,California,2018-19,Johnstonville Elementary,Public,Susanville,Lassen,19,,,,,,40.384368,-120.588528
7165,California,2018-19,Joshua Springs Academy,Private,Yucca Valley,San Bernardino,2,,,,,,34.1063709,-117.2886285
7166,California,2018-19,Joshua Springs Christian,Private,Yucca Valley,San Bernardino,15,,,,,,34.09571,-116.412281
7167,California,2018-19,Joyland Preschool,Private,Norwalk,Los Angeles,8,,,,,,33.91581,-118.082411
7168,California,2018-19,Judson International,Private,Pasadena,Los Angeles,8,,,,,,34.1396142,-118.1974486
7169,California,2018-19,Junction City Elementary,Public,Junction City,Trinity,8,,,,,,40.733288,-123.059443
7170,California,2018-19,Junction Elementary,Public,Somes Bar,Siskiyou,2,,,,,,41.392156,-123.496259
7171,California,2018-19,Juniorversity,Private,Compton,Los Angeles,3,,,,,,33.8696924,-118.2483897
7172,California,2018-19,Juniper Ridge Elementary,Public,Termo,Lassen,1,,,,,,40.838793,-120.513009
7173,California,2018-19,Junipero Serra,Private,Carmel,Monterey,13,,,,,,36.54251,-121.919831
7174,California,2018-19,Kabbalah Childrens Academy,Private,Beverly Hills,Los Angeles,,,,,,,34.0591027,-118.3935058
7175,California,2018-19,Kashia Elementary,Public,Stewarts Point,Sonoma,1,,,,,,38.656792,-123.342024
7176,California,2018-19,Kehillat Mogen David Spivak Educational Center,Private,Los Angeles,Los Angeles,16,,,,,,34.0549914,-118.4000393
7177,California,2018-19,Keith Mccarthy Academy,Public,Lake Elsinore,Riverside,1,,,,,,33.682637,-117.335312
7178,California,2018-19,Kelley Toussaint Safety And Justice Academy,Private,Fairfield,Solano,,,,,,,38.2603841,-122.054641
7179,California,2018-19,Kerman Christian,Private,Kerman,Fresno,10,,,,,,36.73432,-120.067541
7180,California,2018-19,Keystone Academy,Private,Los Alamitos,Orange,4,,,,,,33.8090586,-118.0660557
7181,California,2018-19,Keystone Montessori Preschool Whittier,Private,Whittier,Los Angeles,,,,,,,33.9776111,-118.034698
7182,California,2018-19,Khan Lab,Private,Mountain View,Santa Clara,13,,,,,,37.396715,-122.083932
7183,California,2018-19,Kiddie Kollege Inc,Private,Palm Springs,Riverside,10,,,,,,33.905669,-117.549115
7184,California,2018-19,Kids Castle Child Care Center,Private,Inglewood,Los Angeles,,,,,,,33.97311,-118.358101
7185,California,2018-19,Kids Town Montessori,Private,Vista,San Diego,11,,,,,,33.16189,-117.220141
7186,California,2018-19,Kidsville Usa,Private,Northridge,Los Angeles,,,,,,,34.22404,-118.561951
7187,California,2018-19,King Of Kings Lutheran,Private,Garden Grove,Orange,7,,,,,,33.76751,-117.929901
7188,California,2018-19,Kingdom Life Academy,Private,Rancho Santa Margarita,Orange,13,,,,,,33.637344,-117.599785
7189,California,2018-19,Kings Academy,Private,Escondido,San Diego,2,,,,,,33.14391,-117.063311
7190,California,2018-19,Kings Christian Academy,Private,Atwater,Merced,6,,,,,,37.3523956,-120.6087442
7191,California,2018-19,Kings County Special Education,Public,Hanford,Kings,16,,,,,,36.337447,-119.6307
7192,California,2018-19,Kings Mountain Elementary,Public,Woodside,San Mateo,5,,,,,,37.420285,-122.324031
7193,California,2018-19,Kirkwood Elementary,Public,Corning,Tehama,8,,,,,,39.85677,-122.163031
7194,California,2018-19,Klip International,Private,Reedley,Fresno,4,,,,,,36.54742,-119.461581
7195,California,2018-19,Kneeland Elementary,Public,Kneeland,Humboldt,3,,,,,,40.726457,-123.944393
7196,California,2018-19,Knott Ave Christian Church Early Childhood Dev Center,Private,Anaheim,Orange,4,,,,,,33.8278298,-118.0112021
7197,California,2018-19,Kolbe Academy,Private,Napa,Napa,10,,,,,,38.305172,-122.297852
7198,California,2018-19,Kolbe Academy And Trinity Prep,Private,Napa,Napa,17,,,,,,38.3191286,-122.3124877
7199,California,2018-19,Konocti Christian Academy,Private,Lakeport,Lake,14,,,,,,39.03758,-122.918611
7200,California,2018-19,Korean Baptist Church,Private,Los Angeles,Los Angeles,4,,,,,,34.05348,-118.294011
7201,California,2018-19,Krouzian Zekarian Armenian,Private,San Francisco,San Francisco,13,,,,,,37.7139189,-122.478149
7202,California,2018-19,Kuyper Preparatory,Private,National City,San Diego,4,,,,,,32.6679962,-117.0780526
7203,California,2018-19,La Costa Valley Preschool And Kindergarten,Private,Carlsbad,San Diego,11,,,,,,33.076489,-117.254118
7204,California,2018-19,La Crescenta Montessori,Private,La Crescenta,Los Angeles,,,,,,,34.23827,-118.262131
7205,California,2018-19,La Honda Elementary,Public,La Honda,San Mateo,15,,,,,,37.323956,-122.278088
7206,California,2018-19,La Mesaspring Valley Home Independent Study,Public,La Mesa,San Diego,1,,,,,,32.76629,-117.008163
7207,California,2018-19,La Quinta Christian Fellowship,Private,La Quinta,Riverside,3,,,,,,33.67953,-116.293185
7208,California,2018-19,La Tijera K8 Charter School Academy Of Excellence,Public,Inglewood,Los Angeles,,,,,,,33.981678,-118.368118
7209,California,2018-19,La Vida Charter,Public,Willits,Mendocino,11,,,,,,39.33756,-123.305761
7210,California,2018-19,Laguna Elementary,Public,Petaluma,Marin,2,,,,,,38.199638,-122.71578
7211,California,2018-19,Laguna Niguel Jr. Academy,Private,Laguna Niguel,Orange,8,,,,,,33.53196,-117.718943
7212,California,2018-19,Lagunita Elementary,Public,Salinas,Monterey,11,,,,,,36.772917,-121.604977
7213,California,2018-19,Lagunitas Elementary,Public,San Geronimo,Marin,9,,,,,,38.017136,-122.675299
7214,California,2018-19,Lake Almanor Christian,Private,Lake Almanor,Plumas,4,,,,,,40.28133,-121.109041
7215,California,2018-19,Lake Avenue Church,Private,Pasadena,Los Angeles,15,,,,,,34.152945,-118.132453
7216,California,2018-19,Lake County International Charter,Public,Middletown,Lake,12,,,,,,38.751133,-122.614601
7217,California,2018-19,Lake Don Pedro Elementary,Public,La Grange,Mariposa,18,,,,,,37.672541,-120.358682
7218,California,2018-19,Lake Forest Montessori,Private,Lake Forest,Orange,12,,,,,,33.6482069,-117.6858145
7219,California,2018-19,Lakeside Elementary,Public,Los Gatos,Santa Clara,15,,,,,,37.193849,-122.018585
7220,California,2018-19,Lammersville Elementary,Public,Tracy,San Joaquin,16,,,,,,37.751256,-121.514187
7221,California,2018-19,Lancaster Alternative And Virtual Academies,Public,Lancaster,Los Angeles,1,,,,,,34.688772,-118.143364
7222,California,2018-19,Landmark Christian,Private,Atwater,Merced,6,,,,,,37.349789,-120.6163354
7223,California,2018-19,Las Flores High Alternative,Public,Sacramento,Sacramento,1,,,,,,38.470287,-121.43176
7224,California,2018-19,Latrobe Elementary,Public,Shingle Springs,El Dorado,18,,,,,,38.559125,-120.981865
7225,California,2018-19,Lattice Educational Services,Private,Santa Rosa,Sonoma,18,,,,,,38.473421,-122.7384027
7226,California,2018-19,Laurel Springs,Private,Ojai,Ventura,1,,,,,,34.447758,-119.249577
7227,California,2018-19,Laurel Tree Charter,Public,Arcata,Humboldt,15,,,,,,40.899387,-124.083729
7228,California,2018-19,Laurence,Private,Valley Glen,Los Angeles,,,,,,,34.1868899,-118.4304228
7229,California,2018-19,Learning Springs Academy,Private,San Jose,Santa Clara,2,,,,,,37.2555214,-121.9102669
7230,California,2018-19,Leas Christian,Private,San Lorenzo,Alameda,16,,,,,,37.6743106,-122.1255231
7231,California,2018-19,Lee Vining Elementary,Public,Lee Vining,Mono,7,,,,,,37.955447,-119.120717
7232,California,2018-19,Lefebvre Family Home,Private,Lake Elsinore,Riverside,,,,,,,33.984955,-117.3480132
7233,California,2018-19,Legacy Christian Academy,Private,Bakersfield,Kern,11,,,,,,35.4125348,-119.0639265
7234,California,2018-19,Legacy Christian,Private,Pittsburg,Contra Costa,6,,,,,,38.001639,-121.8762291
7235,California,2018-19,Legacy Montessori,Private,Poway,San Diego,10,,,,,,32.95955,-117.064521
7236,California,2018-19,Leggett Valley Elementary,Public,Leggett,Mendocino,6,,,,,,39.864421,-123.716833
7237,California,2018-19,Leona Valley Elementary,Public,Leona Valley,Los Angeles,12,,,,,,34.615015,-118.290772
7238,California,2018-19,Leport Montessori Irvine Westpark,Private,Irvine,Orange,18,,,,,,33.6817844,-117.8283495
7239,California,2018-19,Leport School Carlsbad Village,Private,Carlsbad,San Diego,4,,,,,,33.16609,-117.337301
7240,California,2018-19,Leport Schools Huntington Harbor,Private,Huntington Beach,Orange,14,,,,,,33.728335,-118.0443361
7241,California,2018-19,Leport Schools Irvine Spectrum Campus,Private,Irvine,Orange,17,,,,,,33.6479038,-117.7350068
7242,California,2018-19,Lewiston Elementary,Public,Lewiston,Trinity,13,,,,,,40.699942,-122.813247
7243,California,2018-19,Liberty Christian Academy,Private,Bloomington,San Bernardino,1,,,,,,34.07241,-117.400311
7244,California,2018-19,Liberty Christian,Private,Huntington Beach,Orange,11,,,,,,33.71663,-117.995151
7245,California,2018-19,Liberty Christian,Private,Redding,Shasta,7,,,,,,40.55244,-122.354081
7246,California,2018-19,Life Christian Academy,Private,Riverside,Riverside,6,,,,,,34.0017589,-117.4022694
7247,California,2018-19,Life Training Academy,Private,Lodi,San Joaquin,16,,,,,,38.07117,-121.295081
7248,California,2018-19,Lifetime Montessori,Private,San Diego,San Diego,9,,,,,,32.9920291,-117.1638528
7249,California,2018-19,Light Islamic Academy,Private,Oakland,Alameda,,,,,,,37.7482805,-122.1580437
7250,California,2018-19,Lighthouse Academy,Private,Rolling Hills Estates,Los Angeles,,,,,,,34.0347591,-118.4713929
7251,California,2018-19,Lighthouse Baptist Academy,Private,La Verne,Los Angeles,2,,,,,,34.10202,-117.760961
7252,California,2018-19,Lighthouse Baptist,Private,Pleasanton,Alameda,2,,,,,,37.65949,-121.873081
7253,California,2018-19,Lighthouse Christian Academy,Private,San Lorenzo,Alameda,,,,,,,37.697817,-122.119271
7254,California,2018-19,Lighthouse Christian Academy,Private,Rialto,San Bernardino,4,,,,,,34.0808304,-117.3824874
7255,California,2018-19,Lighthouse Christian Academy,Private,Lemon Grove,San Diego,8,,,,,,32.7189522,-117.025244
7256,California,2018-19,Lighthouse Church,Private,Santa Monica,Los Angeles,8,,,,,,34.030714,-118.482728
7257,California,2018-19,Lighthouse International Home Schooling Academy,Private,Rolling Hills Estates,Los Angeles,,,,,,,33.9043494,-118.2611188
7258,California,2018-19,Limai Montessori Academy,Private,Cypress,Orange,4,,,,,,33.8420252,-118.0561488
7259,California,2018-19,Lincoln Street,Public,Red Bluff,Tehama,18,,,,,,40.178473,-122.245569
7260,California,2018-19,Linda Tennant,Private,Taylorsville,Plumas,,,,,,,39.9926832,-120.8039474
7261,California,2018-19,Lindamoodbell Academy,Private,San Luis Obispo,San Luis Obispo,2,,,,,,35.274913,-120.670367
7262,California,2018-19,Lindenwood Academy,Private,Long Beach,Los Angeles,,,,,,,33.8213884,-118.1891086
7263,California,2018-19,Lingua Natal,Private,Encinitas,San Diego,2,,,,,,33.059444,-117.264999
7264,California,2018-19,Linns Valleyposo Flat Elementary,Public,Glennville,Kern,1,,,,,,35.729974,-118.704238
7265,California,2018-19,Little Acorns Grow,Private,Reseda,Los Angeles,9,,,,,,34.20765,-118.547361
7266,California,2018-19,Little Shasta Elementary,Public,Montague,Siskiyou,3,,,,,,41.712165,-122.388121
7267,California,2018-19,Little Sonshine,Private,Morgan Hill,Santa Clara,9,,,,,,37.121033,-121.661273
7268,California,2018-19,Living Wisdom School Of Palo Alto,Private,Palo Alto,Santa Clara,10,,,,,,37.42696,-122.147211
7269,California,2018-19,Lodi Seventhday Adventist Elementary,Private,Lodi,San Joaquin,17,,,,,,38.1171416,-121.2636671
7270,California,2018-19,Loleta Elementary,Public,Loleta,Humboldt,16,,,,,,40.643802,-124.218195
7271,California,2018-19,Lompoc Valley Baptist,Private,Lompoc,Santa Barbara,3,,,,,,34.646677,-120.449846
7272,California,2018-19,Long Valley Charter Susanville,Public,Susanville,Lassen,5,,,,,,40.418955,-120.662175
7273,California,2018-19,Longview Mennonite,Private,Livingston,Merced,6,,,,,,37.35235,-120.718861
7274,California,2018-19,Los Altos Christian Schools,Private,Los Altos,Santa Clara,17,,,,,,37.3597418,-122.1003012
7275,California,2018-19,Los Angeles Adventist Academy,Private,Los Angeles,Los Angeles,6,,,,,,33.9157866,-118.2593679
7276,California,2018-19,Los Angeles Christian,Private,Los Angeles,Los Angeles,,,,,,,34.03781,-118.292361
7277,California,2018-19,Los Angeles Computer Science Academy,Private,Los Angeles,Los Angeles,,,,,,,33.97427,-118.302021
7278,California,2018-19,Los Angeles County Special Education,Public,Downey,Los Angeles,5,,,,,,33.916402,-118.129286
7279,California,2018-19,Los Cerritos,Public,Paramount,Los Angeles,,,,,,,33.9009,-118.174727
7280,California,2018-19,Los Encinos,Private,Encino,Los Angeles,,,,,,,34.1596,-118.505541
7281,California,2018-19,Los Olivos Elementary,Public,Los Olivos,Santa Barbara,13,,,,,,34.665028,-120.110831
7282,California,2018-19,Love To Learn,Private,Bakersfield,Kern,,,,,,,35.292896,-120.653986
7283,California,2018-19,Lycee Francais De San Francisco,Private,Sausalito,Marin,16,,,,,,37.8683256,-122.505513
7284,California,2018-19,Madera County Independent Academy,Public,Madera,Madera,2,,,,,,36.953036,-120.035343
7285,California,2018-19,Magic Rainbow Preschool,Private,Manhattan Beach,Los Angeles,7,,,,,,33.88797,-118.379081
7286,California,2018-19,Magnolia Elementary,Public,Brawley,Imperial,17,,,,,,32.982437,-115.422977
7287,California,2018-19,Magnolia Preschool And Kindergarten,Private,Corona,Riverside,10,,,,,,33.8812308,-117.5125825
7288,California,2018-19,Manchester Elementary,Public,Manchester,Mendocino,7,,,,,,38.968018,-123.687737
7289,California,2018-19,Maple Avenue Preschool,Private,Montebello,Los Angeles,,,,,,,34.0156297,-118.2705709
7290,California,2018-19,Maple Creek Elementary,Public,Korbel,Humboldt,1,,,,,,40.76037,-123.870381
7291,California,2018-19,Marcus Garvey Elementary And Preschool,Private,Windsor Hills,Los Angeles,,,,,,,33.9892939,-118.323143
7292,California,2018-19,Marguerite Christian School Dba Also Know As Mission Veijo Christian,Private,Mission Viejo,Orange,10,,,,,,33.573718,-117.657097
7293,California,2018-19,Maria Montessori,Private,San Diego,San Diego,14,,,,,,32.82522,-117.209331
7294,California,2018-19,Marianne Frostig Center Of Educational Therapy,Private,Pasadena,Los Angeles,,,,,,,34.1627792,-118.0987671
7295,California,2018-19,Marin Christian Academy,Private,Novato,Marin,16,,,,,,38.08741,-122.563961
7296,California,2018-19,Marin County Special Education,Public,San Rafael,Marin,13,,,,,,38.013497,-122.550125
7297,California,2018-19,Marina Montessori,Private,Long Beach,Los Angeles,17,,,,,,33.8002174,-118.1413433
7298,California,2018-19,Marina View Preschool And Kindergarten,Private,Laguna Niguel,Orange,13,,,,,,33.522849,-117.688495
7299,California,2018-19,Mark Twain Special Center,Public,Garden Grove,Orange,1,,,,,,33.791827,-117.936161
7300,California,2018-19,Mary Immaculate Queen,Private,Lemoore,Kings,15,,,,,,36.3106446,-119.7795717
7301,California,2018-19,Mary Law Private,Private,Oxnard,Ventura,12,,,,,,34.1726064,-119.1677967
7302,California,2018-19,Mary Star Of The Sea Elementary,Private,San Pedro,Los Angeles,16,,,,,,33.7374092,-118.2955987
7303,California,2018-19,Mattole Elementary,Public,Petrolia,Humboldt,5,,,,,,40.321704,-124.285548
7304,California,2018-19,Maywood Christian,Private,Maywood,Los Angeles,2,,,,,,33.99072,-118.196471
7305,California,2018-19,Mccloud Elementary,Public,Mccloud,Siskiyou,7,,,,,,41.254351,-122.131013
7306,California,2018-19,Mcdowell School / Childrens Choice,Private,Laguna Niguel,Orange,12,,,,,,33.541124,-117.6916411
7307,California,2018-19,Mckittrick Elementary,Public,Mckittrick,Kern,8,,,,,,35.309825,-119.620902
7308,California,2018-19,Meher Montessori,Private,Monterey Park,Los Angeles,5,,,,,,34.04035,-118.129531
7309,California,2018-19,Meridian Elementary,Public,Meridian,Sutter,6,,,,,,39.141915,-121.909962
7310,California,2018-19,Merle L. Fuller Elementary,Public,Chowchilla,Madera,,,,,,,37.119009,-120.271559
7311,California,2018-19,Merton Academy,Private,Capitola,Santa Cruz,,,,,,,36.9741171,-122.0307963
7312,California,2018-19,Mesa Grande Sda Academy,Private,Calimesa,San Bernardino,19,,,,,,34.002473,-117.02535
7313,California,2018-19,Metro Charter,Public,Los Angeles,Los Angeles,13,,,,,,34.04867,-118.257531
7314,California,2018-19,Miachelle Andrade,Private,Whittier,Los Angeles,,,,,,,34.066497,-118.238305
7315,California,2018-19,Mid Valley Alternative Charter,Public,Hanford,Kings,4,,,,,,36.32984,-119.581571
7316,California,2018-19,Middletown Christian,Private,Middletown,Lake,8,,,,,,38.75663,-122.611161
7317,California,2018-19,Midway Elementary,Public,Fellows,Kern,5,,,,,,35.172228,-119.544033
7318,California,2018-19,Mills College Childrens,Private,Oakland,Alameda,13,,,,,,37.78124,-122.186517
7319,California,2018-19,Milpitas Foothill Seventhday,Private,Milpitas,Santa Clara,12,,,,,,37.4189669,-121.8686047
7320,California,2018-19,Milpitas Montessori,Private,Milpitas,Santa Clara,6,,,,,,37.428012,-121.8768344
7321,California,2018-19,Minds N Motion Learning Center,Private,Los Angeles,Los Angeles,9,,,,,,33.9894342,-118.3153467
7322,California,2018-19,Minnie Cannon Elementary,Public,Middletown,Lake,19,,,,,,38.756837,-122.616136
7323,California,2018-19,Miramonte Christian Elementary,Private,Los Altos,Santa Clara,9,,,,,,37.361608,-122.080795
7324,California,2018-19,Mission Education Center,Public,San Francisco,San Francisco,10,,,,,,37.742209,-122.431323
7325,California,2018-19,Mission Elementary,Public,Soledad,Monterey,15,,,,,,36.390201,-121.364747
7326,California,2018-19,Mission Lutheran,Private,Laguna Niguel,Orange,18,,,,,,33.55052,-117.704429
7327,California,2018-19,Mission Montessori,Private,San Francisco,San Francisco,12,,,,,,37.7768199,-122.4187205
7328,California,2018-19,Mission Valley,Public,Lompoc,Santa Barbara,,,,,,,34.660208,-120.451403
