index,state,year,name,county,enroll,mmr,overall,xmed,xper,xrel,lat,lng
1248,Minnesota,2017-18,Southside Family Charter,Hennepin,,,,,,,44.920534,-93.272105
1249,Minnesota,2017-18,Spring Prairie Elementary,Clay,,,,,,,46.94144,-96.452721
1250,Minnesota,2017-18,St Bernard,Pennington,,,,,,,48.1177911,-96.1837618
1251,Minnesota,2017-18,St Casimir,Faribault,,,,,,,43.7412592,-93.7284477
1252,Minnesota,2017-18,St Francis Christian,Anoka,,,,,,,45.3862237,-93.3693028
1253,Minnesota,2017-18,St Francis Of Assisi Elementary,Crow Wing,,,,,,,46.3604901,-94.1990986
1254,Minnesota,2017-18,St Johns Les,Brown,,,,,,,44.296056,-94.720173
1255,Minnesota,2017-18,St Johns Lutheran,Fillmore,,,,,,,43.703809,-92.269998
1256,Minnesota,2017-18,St Johns Lutheran,Jackson,,,,,,,43.74068,-95.316901
1257,Minnesota,2017-18,St Johns Lutheran-Young America,,,,,,,,44.7833593,-93.9180226
1258,Minnesota,2017-18,St Michael,Redwood,,,,,,,44.4179133,-94.9267333
1259,Minnesota,2017-18,St Pauls Lutheran,Goodhue,,,,,,,44.314057,-94.46454
1260,Minnesota,2017-18,St Pauls Lutheran,Murray,,,,,,,43.87191,-95.598591
1261,Minnesota,2017-18,St Peter,Houston,,,,,,,44.7133531,-96.275284
1262,Minnesota,2017-18,St Peter Evangelical Lutheran,Nicollet,,,,,,,43.6735574,-92.9102587
1263,Minnesota,2017-18,St Raphael,Hennepin,,,,,,,45.05331,-93.374141
1264,Minnesota,2017-18,St Robert Bellarmine Academy,Stearns,,,,,,,45.5550021,-94.1582662
1265,Minnesota,2017-18,St Scholastic Parochial,Isanti,,,,,,,45.4914398,-93.2586922
1266,Minnesota,2017-18,St Thomas Aquinas Catholic,Koochiching,,,,,,,48.60143,-93.412191
1267,Minnesota,2017-18,St Wendelin,Stearns,,,,,,,45.452418,-94.246082
1268,Minnesota,2017-18,St. Paul City,,,,,,,,44.960709,-93.115431
1269,Minnesota,2017-18,St. Peter,Washington,,,,,,,45.2660039,-92.9741956
1270,Minnesota,2017-18,Star Of The North Academy Charter,Anoka,,,,,,,45.3191249,-93.2310641
1271,Minnesota,2017-18,Starland Elementary,Nicollet,,,,,,,44.4448654,-94.3978731
1272,Minnesota,2017-18,Step By Step Montessori-Plymouth,Hennepin,,,,,,,45.0347972,-93.4038992
1273,Minnesota,2017-18,Step By Step Montessori-Wayzata,Hennepin,,,,,,,44.9717879,-93.473401
1274,Minnesota,2017-18,Success,Morrison,,,,,,,45.9760104,-94.3297368
1275,Minnesota,2017-18,Superior Academy,St. Louis,,,,,,,46.789053,-92.100288
1276,Minnesota,2017-18,Sw Metro Level 4 Programs,Scott,,,,,,,44.792658,-93.471997
1277,Minnesota,2017-18,Talmud Torah,Ramsey,,,,,,,44.918362,-93.156171
1278,Minnesota,2017-18,Tatanka Elementary,Wright,,,,,,,45.181287,-93.864837
1279,Minnesota,2017-18,The French Academy Of Minnesota,Hennepin,,,,,,,44.962686,-93.366583
1280,Minnesota,2017-18,Trinity Lutheran,Le Sueur,,,,,,,45.3840873,-93.3631723
1281,Minnesota,2017-18,Twin Bluff Mid.,Goodhue,,,,,,,44.5444376,-92.5441335
1282,Minnesota,2017-18,Underwood Elementary,Otter Tail,,,,,,,46.281852,-95.870809
1283,Minnesota,2017-18,Underwood Sec.,Otter Tail,,,,,,,46.2818652,-95.87179
1284,Minnesota,2017-18,Veritas Academy,Chisago,,,,,,,45.45309,-92.910371
1285,Minnesota,2017-18,Wabasso Public,Redwood,,,,,,,44.40542,-95.2556092
1286,Minnesota,2017-18,Wheaton Sec.,Traverse,,,,,,,45.8005424,-96.5068561
1287,Minnesota,2017-18,Zachary Lane Elementary,Hennepin,,,,,,,45.034479,-93.41948
1288,Minnesota,2017-18,Zion Lutheran-Cologne,,,,,,,,44.7368019,-93.8280821
1289,Minnesota,2017-18,Zumbro Ed Dist Futures/Choices,Olmsted,,,,,,,44.0275768,-92.6493934
