index,state,year,name,county,district,enroll,mmr,overall,xmed,xper,xrel,lat,lng
490,Michigan,2018-19,Summit Academy North Elementary,Wayne,Summit Academy North,100,,96,2,,,42.165867,-83.319762
491,Michigan,2018-19,Auburn Elementary,Oakland,Avondale School District,74,,95.9,2.7,,,42.628426,-83.229447
492,Michigan,2018-19,Bryant,Shiawassee,Owosso Public Schools,97,,95.9,1,,,42.986415,-84.183717
493,Michigan,2018-19,Burr Elementary,Macomb,Utica Community Schools,74,,95.9,2.7,,,42.59655,-83.07044
494,Michigan,2018-19,Crestwood Elementary,Kent,Rockford Public Schools,196,,95.9,4.1,,,43.077786,-85.549906
495,Michigan,2018-19,Emerald Elementary,Schoolcraft,Manistique Area Schools,49,,95.9,4.1,,,45.955735,-86.235915
496,Michigan,2018-19,Indian Woods Elementary,St. Clair,Port Huron Area School District,49,,95.9,4.1,,,42.992791,-82.522805
497,Michigan,2018-19,Legacy Charter Academy,Detroit,Legacy Charter Academy,73,,95.9,1.4,,,42.4291317,-83.054344
498,Michigan,2018-19,Pierce Elementary,Oakland,Birmingham City School District,98,,95.9,4.1,,,42.533045,-83.213668
499,Michigan,2018-19,Riley Elementary,Clinton,St. Johns Public Schools,49,,95.9,4.1,,,42.899605,-84.640253
500,Michigan,2018-19,Smith Elementary,Wayne,Plymouth Canton Schools,74,,95.9,2.7,,,42.360602,-83.475608
501,Michigan,2018-19,Thomas Read Elementary,Oceana,Shelby Public Schools,74,,95.9,2.7,,,43.615057,-86.359961
502,Michigan,2018-19,Whitmore Bolles,Wayne,Dearborn City School District,49,,95.9,2,,,42.2889473,-83.2480222
503,Michigan,2018-19,Whitmore Lake Elementary,Washtenaw,Whitmore Lake Public Schools,49,,95.9,2,,,42.421264,-83.783966
504,Michigan,2018-19,Woodland Meadows Elementary,Washtenaw,Saline Area Schools,98,,95.9,4.1,,,42.182835,-83.781477
505,Michigan,2018-19,Carney-Nadeau,Menominee,Carney-Nadeau Public Schools,24,,95.8,0,,,45.590124,-87.554552
506,Michigan,2018-19,Central Elementary,Muskegon,Reeths-Puffer Schools,96,,95.8,1,,,43.277992,-86.288639
507,Michigan,2018-19,Climax-Scotts Elementary,Kalamazoo,Climax-Scotts Community Schools,24,,95.8,0,,,42.193933,-85.409008
508,Michigan,2018-19,Ellis Elementary,Ionia,Belding Area School District,118,,95.8,4.2,,,43.103807,-85.22869
509,Michigan,2018-19,Eureka Elementary,Clinton,St. Johns Public Schools,24,,95.8,4.2,,,43.0970395,-84.5129325
510,Michigan,2018-19,John Monteith Elementary,Wayne,Grosse Pointe Public Schools,72,,95.8,1.4,,,42.425315,-82.904409
511,Michigan,2018-19,Mar Lee School District,Calhoun,Mar Lee School District,24,,95.8,4.2,,,42.3043817,-84.8837225
512,Michigan,2018-19,Mid-Michigan Leadership Academy,Ingham,Mid-Michigan Leadership Academy,24,,95.8,0,,,42.74641,-84.563371
513,Michigan,2018-19,Mildred C. Wells Preparatory Academy,Berrien,Mildred C Wells Academy,24,,95.8,0,,,42.112758,-86.436329
514,Michigan,2018-19,Our Lady of Consolation,Kent,Rockford Public Schools,24,,95.8,0,,,43.13028,-85.547911
515,Michigan,2018-19,Roberts Elementary,Macomb,Utica Community Schools,72,,95.8,1.4,,,42.677569,-83.089835
516,Michigan,2018-19,Wines Elementary,Washtenaw,Ann Arbor Public Schools,71,,95.8,1.4,,,42.298311,-83.769476
517,Michigan,2018-19,Woodbridge Elementary,Ottawa,Zeeland Public Schools,95,,95.8,4.2,,,42.789683,-86.009
518,Michigan,2018-19,Academy of The Americas,Detroit,Detroit Public Schools Community District,94,,95.7,1.1,,,42.3270593,-83.110717
519,Michigan,2018-19,Assumption Nursery School Kdg,Macomb,South Lake Schools,23,,95.7,4.3,,,42.4544494,-82.8885341
520,Michigan,2018-19,Bangor Central,Bay,Bangor Township Schools,92,,95.7,4.3,,,43.640856,-83.895671
521,Michigan,2018-19,Blair Elementary,Gd. Traverse,Traverse City Area Public Schools,47,,95.7,4.3,,,44.6627983,-85.6750355
522,Michigan,2018-19,Bursley,Ottawa,Jenison Public Schools,70,,95.7,4.3,,,42.889747,-85.810898
523,Michigan,2018-19,Bushnell Elementary,Kent,Lowell Area Schools,116,,95.7,4.3,,,42.936797,-85.347556
524,Michigan,2018-19,Carson City Elementary,Montcalm,Carson City-Crystal Area Schools,69,,95.7,0,,,43.172809,-84.838808
525,Michigan,2018-19,Cedar Crest Elementary,Montcalm,Greenville Public Schools,47,,95.7,4.3,,,43.174807,-85.24414
526,Michigan,2018-19,Central Park Elementary,Midland,Midland Public Schools,92,,95.7,2.2,,,43.618766,-84.233237
527,Michigan,2018-19,Charles Wright Academy of Arts and Science,Detroit,Detroit Public Schools Community District,94,,95.7,1.1,,,42.4323281,-83.2687184
528,Michigan,2018-19,Commerce Elementary,Oakland,Walled Lake Consolidated Schools,92,,95.7,4.3,,,42.5942148,-83.4872329
529,Michigan,2018-19,Davis Elementary,Van Buren,Decatur Public Schools,47,,95.7,0,,,42.11295,-85.979375
530,Michigan,2018-19,Dossin Elementary-Middle,Detroit,Detroit Public Schools Community District,47,,95.7,0,,,42.3825393,-83.210804
531,Michigan,2018-19,Ezra Eby Elementary,Jackson,Napoleon Community Schools,94,,95.7,4.3,,,42.165456,-84.249323
532,Michigan,2018-19,Gee White Academy,Detroit,Gee White Academy,23,,95.7,0,,,42.4122663,-83.0491625
533,Michigan,2018-19,Hillman Elementary,Montmorency,Hillman Community Schools,23,,95.7,0,,,45.067105,-83.897713
534,Michigan,2018-19,Howe Trainable Center and Montessori,Wayne,Dearborn City School District,23,,95.7,4.3,,,42.34057,-83.260011
535,Michigan,2018-19,Kenowa Hills Central Elementary,Kent,Kenowa Hills Public Schools,92,,95.7,2.2,,,43.014369,-85.773843
536,Michigan,2018-19,Lincoln Elementary,Lenawee,Hudson Area Schools,94,,95.7,3.2,,,41.8643475,-84.3508603
537,Michigan,2018-19,Lincoln Elementary,Macomb,Van Dyke Public Schools,70,,95.7,0,,,42.45804,-83.019982
538,Michigan,2018-19,Marble,Ingham,East Lansing School District,47,,95.7,0,,,42.741477,-84.463067
539,Michigan,2018-19,Marquette Elementary Middle,Detroit,Detroit Public Schools Community District,46,,95.7,2.2,,,42.4195799,-82.9227171
540,Michigan,2018-19,Masonic Heights Elementary,Macomb,Lake Shore Public Schools (Macomb),69,,95.7,4.3,,,42.531575,-82.893034
541,Michigan,2018-19,McFall Elementary,Barry,Thornapple Kellogg School District,282,,95.7,3.5,,,42.7098501,-85.4725301
542,Michigan,2018-19,Morton Elementary,St. Clair,Marysville Public Schools,23,,95.7,0,,,42.920592,-82.46949
543,Michigan,2018-19,Munger Elementary Middle,Detroit,Detroit Public Schools Community District,46,,95.7,0,,,42.3372218,-83.1327263
544,Michigan,2018-19,Park Elementary,St. Joseph,Three Rivers Community Schools,47,,95.7,4.3,,,42.015803,-85.636681
545,Michigan,2018-19,Prairie Elementary,Lenawee,Adrian City School District,47,,95.7,2.1,,,41.881203,-84.068119
546,Michigan,2018-19,Richard Elementary,Wayne,Grosse Pointe Public Schools,47,,95.7,4.3,,,42.395257,-82.90521
547,Michigan,2018-19,Riverview Elementary,Mecosta,Big Rapids Public Schools,93,,95.7,4.3,,,43.692462,-85.472317
548,Michigan,2018-19,Uriah H. Lawton,Washtenaw,Ann Arbor Public Schools,94,,95.7,1.1,,,42.253525,-83.763911
549,Michigan,2018-19,Vowles,Isabella,Mt. Pleasant City School District,94,,95.7,4.3,,,43.585443,-84.785731
550,Michigan,2018-19,Walled Lake Elementary,Oakland,Walled Lake Consolidated Schools,69,,95.7,2.9,,,42.532239,-83.4935048
551,Michigan,2018-19,Bates Academy,Detroit,Detroit Public Schools Community District,68,,95.6,4.4,,,42.4375555,-83.1625551
552,Michigan,2018-19,Black River Public,Ottawa,Black River Public,68,,95.6,4.4,,,42.7789983,-86.1000018
553,Michigan,2018-19,Bullock Creek Elementary,Midland,Bullock Creek School District,114,,95.6,3.5,,,43.58216,-84.2471359
554,Michigan,2018-19,Central Grade,Gd. Traverse,Traverse City Area Public Schools,91,,95.6,4.4,,,44.7599318,-85.6268094
555,Michigan,2018-19,Cooper Elementary,Allegan,Plainwell Community Schools,45,,95.6,2.2,,,42.3703179,-85.6308805
556,Michigan,2018-19,Cornell Elementary,Ingham,Okemos Public Schools,90,,95.6,2.2,,,42.708145,-84.393715
557,Michigan,2018-19,Eriksson Elementary,Wayne,Plymouth Canton Schools,90,,95.6,3.3,,,42.316367,-83.450549
558,Michigan,2018-19,Fennville Elementary,Allegan,Fennville Public Schools,113,,95.6,2.7,,,42.5973,-86.107904
559,Michigan,2018-19,Jack Harvey Elementary,Macomb,Utica Community Schools,68,,95.6,1.5,,,42.601505,-83.003068
560,Michigan,2018-19,Moraine Elementary,Wayne,Northville Public Schools,68,,95.6,4.4,,,42.435528,-83.506115
561,Michigan,2018-19,Pennfield North,Calhoun,Pennfield School District,68,,95.6,4.4,,,42.4063205,-85.154122
562,Michigan,2018-19,Portage Lake Center Elementary,Kalamazoo,Portage Public Schools,91,,95.6,2.2,,,42.171773,-85.566681
563,Michigan,2018-19,Sampson-Webber Leadership Academy,Detroit,Detroit Public Schools Community District,45,,95.6,0,,,42.3537387,-83.1185378
564,Michigan,2018-19,Westdale Elementary,Saginaw,Saginaw Township Community Schools,135,,95.6,1.5,,,43.410156,-84.012606
565,Michigan,2018-19,Willow,Ingham,Lansing Public School District,45,,95.6,0,,,42.7493,-84.56636
566,Michigan,2018-19,Woodland Elementary,Dickinson,Breitung Township Schools,226,,95.6,4.4,,,45.8054575,-88.1038406
567,Michigan,2018-19,All Saints Catholic,Wayne,Plymouth Canton Schools,44,,95.5,4.5,,,42.335422,-83.520734
568,Michigan,2018-19,Bellevue Elementary,Eaton,Bellevue Community Schools,44,,95.5,2.3,,,42.444598,-85.028569
569,Michigan,2018-19,Beverly Elementary,Oakland,Birmingham City School District,66,,95.5,4.5,,,42.522643,-83.227578
570,Michigan,2018-19,Bridge Academy Elementary,Wayne,Bridge Academy,67,,95.5,3,,,42.3997793,-83.0461697
571,Michigan,2018-19,Burton International,Detroit,Detroit Public Schools Community District,67,,95.5,3,,,42.3395297,-83.0781198
572,Michigan,2018-19,Clara B Bolen Elementary,Iosco,Tawas Area Schools,89,,95.5,2.2,,,44.2760852,-83.5345715
573,Michigan,2018-19,Coopersville West Early Childhood Center,Ottawa,Coopersville Public School District,179,,95.5,4.5,,,43.06399,-85.924799
574,Michigan,2018-19,Dwight Rich School of Arts,Ingham,Lansing Public School District,66,,95.5,1.5,,,42.706362,-84.586829
575,Michigan,2018-19,Glenwood Elementary,Kent,Kentwood Public Schools,66,,95.5,1.5,,,42.859104,-85.641564
576,Michigan,2018-19,Greenfield Elementary,Oakland,Birmingham City School District,44,,95.5,4.5,,,42.519163,-83.205218
577,Michigan,2018-19,Henderson Academy,Detroit,Detroit Public Schools Community District,88,,95.5,1.1,,,42.3644976,-83.2051813
578,Michigan,2018-19,Indian Prairie Elementary,Kalamazoo,Kalamazoo Public School District,44,,95.5,4.5,,,42.31155,-85.633056
579,Michigan,2018-19,Lake Michigan Catholic Elementary,Berrien,St. Joseph Public Schools,44,,95.5,0,,,42.1080301,-86.4778652
580,Michigan,2018-19,Lowrey Elementary,Wayne,Dearborn City School District,88,,95.5,0,,,42.338996,-83.173624
581,Michigan,2018-19,Macomb Montessori Academy,Macomb,Macomb Montessori Academy,44,,95.5,0,,,42.464542,-82.980778
582,Michigan,2018-19,Northwest Elementary,Livingston,Howell Public Schools,67,,95.5,3,,,42.619093,-83.93051
583,Michigan,2018-19,Our Lady of Victory,Wayne,Northville Public Schools,44,,95.5,2.3,,,42.4300776,-83.4947091
584,Michigan,2018-19,Quarton Elementary,Oakland,Birmingham City School District,67,,95.5,4.5,,,42.552105,-83.236544
585,Michigan,2018-19,Schulze Elementary,Detroit,Detroit Public Schools Community District,44,,95.5,2.3,,,42.4197746,-83.1681661
586,Michigan,2018-19,Tawheed Center,Wayne,Dearborn City School District,22,,95.5,4.5,,,42.3418552,-83.2407178
587,Michigan,2018-19,Wealthy,Kent,East Grand Rapids Public Schools,67,,95.5,4.5,,,42.951221,-85.619374
588,Michigan,2018-19,Westlake Elementary,Calhoun,Lakeview School District (Calhoun),67,,95.5,4.5,,,42.287527,-85.229828
589,Michigan,2018-19,Westwoods Elementary,Gd. Traverse,Traverse City Area Public Schools,66,,95.5,4.5,,,44.710526,-85.7756425
590,Michigan,2018-19,Dye Elementary,Genesee,Carman-Ainsworth Community Schools,131,,95.4,0.8,,,43.013442,-83.75828
591,Michigan,2018-19,Endeavor Elementary,Kent,Kentwood Public Schools,108,,95.4,0.9,,,42.858783,-85.567401
592,Michigan,2018-19,Harvest Elementary,Washtenaw,Saline Area Schools,108,,95.4,4.6,,,42.1886,-83.744267
593,Michigan,2018-19,Heritage Christian,Ottawa,Hudsonville Public School District,65,,95.4,4.6,,,42.88348,-85.847031
594,Michigan,2018-19,Lakewood Early Childhood Center,Ionia,Lakewood Public Schools,175,,95.4,1.1,,,42.7265554,-85.1382577
595,Michigan,2018-19,Mancelona Elementary,Antrim,Mancelona Public Schools,65,,95.4,3.1,,,44.89977,-85.070037
596,Michigan,2018-19,McAlear-Sawden Elem,Bay,Bay City School District,65,,95.4,1.5,,,43.600927,-83.960119
597,Michigan,2018-19,North Elementary,Saginaw,Birch Run Area School District,109,,95.4,1.8,,,43.243893,-83.795853
598,Michigan,2018-19,Oxbow Elementary,Oakland,Huron Valley Schools,87,,95.4,4.6,,,42.640152,-83.488971
599,Michigan,2018-19,Vanguard Charter Academy,Kent,Vanguard Charter Academy,109,,95.4,3.7,,,42.869048,-85.705013
600,Michigan,2018-19,Canton Charter Academy,Wayne,Canton Charter Academy,86,,95.3,3.5,,,42.322547,-83.523595
601,Michigan,2018-19,H.D. Crull Elementary,St. Clair,Port Huron Area School District,64,,95.3,4.7,,,43.000887,-82.450408
602,Michigan,2018-19,Handley,Saginaw,Saginaw City School District,43,,95.3,0,,,43.416789,-83.982353
603,Michigan,2018-19,Hanover-Horton Elementary,Jackson,Hanover-Horton Schools,85,,95.3,2.4,,,42.103552,-84.54593
604,Michigan,2018-19,International Technology Academy,Oakland,Pontiac City School District,85,,95.3,3.5,,,42.6362063,-83.2848188
605,Michigan,2018-19,Jesse L. Anderson Elementary,Wayne,Trenton Public Schools,128,,95.3,4.7,,,42.149297,-83.19885
606,Michigan,2018-19,MacDowell Preparatory Academy - MacDowell,Detroit,MacDowell Preparatory Academy,43,,95.3,0,,,42.4342691,-83.1659713
607,Michigan,2018-19,Moline Christian,Allegan,Wayland Union Schools,43,,95.3,4.7,,,42.743277,-85.665813
608,Michigan,2018-19,Shoreline Elementary,Muskegon,Whitehall District Schools,149,,95.3,1.3,,,43.394736,-86.344709
609,Michigan,2018-19,Sycamore Elementary,Allegan,Hopkins Public Schools,43,,95.3,4.7,,,42.726226,-85.758227
610,Michigan,2018-19,Wilkshire,Ingham,Haslett Public Schools,211,,95.3,2.8,,,42.748927,-84.3893
611,Michigan,2018-19,Allen Elementary,Wayne,Southgate Community School District,63,,95.2,4.8,,,42.187497,-83.209731
612,Michigan,2018-19,Bruce Collins Elementary,Macomb,Utica Community Schools,62,,95.2,3.2,,,42.562783,-82.99684
613,Michigan,2018-19,Carstens Elementary,Detroit,Detroit Public Schools Community District,42,,95.2,0,,,42.3636394,-82.9477912
614,Michigan,2018-19,Detroit Achievement Academy,Detroit,Detroit Achievement Academy,21,,95.2,4.8,,,42.4200556,-83.2007361
615,Michigan,2018-19,Detroit Premier Academy,Detroit,Detroit Premier Academy,62,,95.2,4.8,,,42.34961,-83.206449
616,Michigan,2018-19,East Jordan Elementary,Charlevoix,East Jordan Public Schools,62,,95.2,3.2,,,45.157208,-85.122163
617,Michigan,2018-19,Forest Park Elementary Middle and High,Iron,Forest Park School District,42,,95.2,2.4,,,46.0962358,-88.3391493
618,Michigan,2018-19,Gladwin Elementary,Gladwin,Gladwin Community Schools,124,,95.2,2.4,,,43.988292,-84.491334
619,Michigan,2018-19,Golightly Education Center,Detroit,Detroit Public Schools Community District,42,,95.2,2.4,,,42.3648911,-83.0589705
620,Michigan,2018-19,Holly Elementary,Oakland,Holly Area School District,63,,95.2,4.8,,,42.792958,-83.617913
621,Michigan,2018-19,Houghton Elementary,Houghton,Houghton-Portage Township Schools,105,,95.2,2.9,,,47.115438,-88.57517
622,Michigan,2018-19,Martin Luther King Jr Ed Center,Detroit,M.L. King Jr. Education Center,63,,95.2,1.6,,,42.4145613,-83.1713512
623,Michigan,2018-19,MI Montessori International Ctr.,Ingham,Okemos Public Schools,21,,95.2,4.8,,,42.7361403,-84.4646004
624,Michigan,2018-19,Morenci Elementary,Lenawee,Morenci Area Schools,63,,95.2,3.2,,,41.720781,-84.209113
625,Michigan,2018-19,New Buffalo Elementary,Berrien,New Buffalo Area Schools,42,,95.2,0,,,41.782862,-86.757655
626,Michigan,2018-19,Sacred Heart,Wayne,Dearborn City School District,21,,95.2,4.8,,,42.305369,-83.252921
627,Michigan,2018-19,San Juan Diego Academy,Kent,Godfrey Lee Public Schools,21,,95.2,0,,,42.933893,-85.693426
628,Michigan,2018-19,St. Linus,Wayne,Crestwood School District,21,,95.2,0,,,42.3349021,-83.2889099
629,Michigan,2018-19,Twin Lake Elementary,Muskegon,Reeths-Puffer Schools,63,,95.2,4.8,,,43.3608789,-86.1636686
630,Michigan,2018-19,West,Ottawa,Holland City School District,62,,95.2,0,,,42.774736,-86.131669
631,Michigan,2018-19,Willow Hill Elementary,Gd. Traverse,Traverse City Area Public Schools,62,,95.2,4.8,,,44.7706782,-85.6435823
632,Michigan,2018-19,Ann L Dolsen Elementary,Oakland,South Lyon Community Schools,81,,95.1,3.7,,,42.509499,-83.613595
633,Michigan,2018-19,Arts Technology Academy of Pontiac,Oakland,Arts Technology Academy of Pontiac,82,,95.1,0,,,42.6210975,-83.2517947
634,Michigan,2018-19,Eagle Crest Charter Academy,Ottawa,Eagle Crest Charter Academy,102,,95.1,3.9,,,42.825735,-86.076953
635,Michigan,2018-19,Green Meadow Elementary,Kalamazoo,Comstock Public Schools,41,,95.1,0,,,42.2521321,-85.5091131
636,Michigan,2018-19,Howard,Wayne,Dearborn City School District,61,,95.1,3.3,,,42.3223543,-83.2655629
637,Michigan,2018-19,Hulsing Elementary,Wayne,Plymouth Canton Schools,82,,95.1,3.7,,,42.345231,-83.465123
638,Michigan,2018-19,Jefferson,Ionia,Ionia Public Schools,61,,95.1,0,,,42.987009,-85.053977
639,Michigan,2018-19,Joseph C Sterling Elementary,Monroe,Airport Community School District,61,,95.1,4.9,,,42.0418029,-83.3779879
640,Michigan,2018-19,Keys Grace Academy,Oakland,Keys Grace Academy,41,,95.1,0,,,42.49386,-83.113881
641,Michigan,2018-19,Kirk Elementary,Tuscola,Millington Community Schools,61,,95.1,1.6,,,43.276505,-83.519755
642,Michigan,2018-19,Mary A White Elementary,Ottawa,Grand Haven Area Public Schools,81,,95.1,2.5,,,43.0505279,-86.2316497
643,Michigan,2018-19,Monroe Elementary,Wayne,Wyandotte City School District,81,,95.1,3.7,,,42.191694,-83.170782
644,Michigan,2018-19,Shepherd  Elementary,Isabella,Shepherd Public School District,122,,95.1,4.1,,,43.522363,-84.689696
645,Michigan,2018-19,Ubly Elementary,Huron,Ubly Community Schools,61,,95.1,4.9,,,43.7085373,-82.9375514
646,Michigan,2018-19,Warrendale Charter Academy,Detroit,Warrendale Charter Academy,82,,95.1,1.2,,,42.347565,-83.230371
647,Michigan,2018-19,Cleveland Elementary,St. Clair,Port Huron Area School District,80,,95,0,,,42.946774,-82.457056
648,Michigan,2018-19,Cumberland Elementary,Ingham,Lansing Public School District,80,,95,3.8,,,42.757409,-84.5878922
649,Michigan,2018-19,Dean A Naldrett,Macomb,Anchor Bay School District,20,,95,0,,,42.658107,-82.808716
650,Michigan,2018-19,Divine Child Elementary,Wayne,Dearborn City School District,40,,95,5,,,42.32035,-83.281878
651,Michigan,2018-19,East Elementary,Kent,Grandville Public Schools,40,,95,5,,,42.9106287,-85.7492922
652,Michigan,2018-19,Eastside Connections,Berrien,Niles Community School District,40,,95,2.5,,,41.831101,-86.240737
653,Michigan,2018-19,Eastside Elementary,St. Joseph,Constantine Public School District,100,,95,4,,,41.8342,-85.662097
654,Michigan,2018-19,Fairview Elementary,Oscoda,Fairview Area School District,20,,95,0,,,44.7253111,-84.0536416
655,Michigan,2018-19,Greater Lansing Islamic,Ingham,East Lansing School District,20,,95,5,,,42.7241261,-84.4945753
656,Michigan,2018-19,Immaculate Heart of Mary-St. Casimir,Ingham,Lansing Public School District,20,,95,0,,,42.6931438,-84.54726
657,Michigan,2018-19,Indian Hills Elementary,Macomb,Romeo Community Schools,60,,95,5,,,42.757922,-83.033909
658,Michigan,2018-19,North Huron Elementary,Huron,North Huron School District,20,,95,5,,,43.9390303,-83.0043477
659,Michigan,2018-19,Our Savior Lutheran,Eaton,Grand Ledge Public Schools,20,,95,5,,,42.72517,-84.684261
660,Michigan,2018-19,Richland Elementary,Kalamazoo,Gull Lake Community Schools,100,,95,5,,,42.375341,-85.446315
661,Michigan,2018-19,Borculo Christian,Ottawa,Zeeland Public Schools,39,,94.9,5.1,,,42.89333,-86.020251
662,Michigan,2018-19,Breckenridge Elementary,Gratiot,Breckenridge Community Schools,39,,94.9,5.1,,,43.411737,-84.472112
663,Michigan,2018-19,C W Neff Kindergarten Center,Eaton,Grand Ledge Public Schools,433,,94.9,3.2,,,42.746309,-84.750245
664,Michigan,2018-19,Carpenter Elementary,Washtenaw,Ann Arbor Public Schools,79,,94.9,3.8,,,42.2487521,-83.6757804
665,Michigan,2018-19,Edgewood Elementary,Muskegon,Muskegon Heights Public School Academy,79,,94.9,0,,,43.2023332,-86.2468743
666,Michigan,2018-19,Ferry,Ottawa,Grand Haven Area Public Schools,39,,94.9,5.1,,,43.058458,-86.216391
667,Michigan,2018-19,Fisher Elementary,Wayne,South Redford School District,79,,94.9,3.8,,,42.36783,-83.288076
668,Michigan,2018-19,Grayson Elementary,Oakland,Waterford School District,78,,94.9,5.1,,,42.6912442,-83.3644186
669,Michigan,2018-19,Great Oaks Academy,Macomb,Great Oaks Academy,78,,94.9,2.6,,,42.466319,-83.062828
670,Michigan,2018-19,Hiawatha Elementary,Ingham,Okemos Public Schools,78,,94.9,3.8,,,42.684385,-84.419995
671,Michigan,2018-19,Hillel Day,Oakland,Farmington Public School District,39,,94.9,0,,,42.523392,-83.338186
672,Michigan,2018-19,Hollywood Elementary,Berrien,Lakeshore School District (Berrien),78,,94.9,5.1,,,42.0155601,-86.4547814
673,Michigan,2018-19,King-Westwood Elementary,Kalamazoo,Kalamazoo Public School District,78,,94.9,2.6,,,42.301435,-85.628121
674,Michigan,2018-19,Luther L Wright K-12,Gogebic,Ironwood Area Schools,59,,94.9,1.7,,,46.458572,-90.159603
675,Michigan,2018-19,Morrish Elementary,Genesee,Swartz Creek Community Schools,79,,94.9,3.8,,,42.957025,-83.774174
676,Michigan,2018-19,North Hill Elementary,Oakland,Rochester Community School District,59,,94.9,5.1,,,42.6934906,-83.1321467
677,Michigan,2018-19,Our Lady of Good Counsel,Wayne,Plymouth Canton Schools,39,,94.9,5.1,,,42.3741,-83.473951
678,Michigan,2018-19,Paragon Charter Academy,Jackson,Paragon Charter Academy,99,,94.9,4,,,42.234715,-84.466447
679,Michigan,2018-19,Rose Park Christian,Ottawa,West Ottawa Public School District,59,,94.9,5.1,,,42.814316,-86.1243062
680,Michigan,2018-19,Schuchard Elementary,Macomb,Utica Community Schools,79,,94.9,5.1,,,42.583253,-83.080035
681,Michigan,2018-19,St. Patrick Catholic,Livingston,Brighton Area Schools,39,,94.9,5.1,,,42.5394978,-83.7919461
682,Michigan,2018-19,St. Paul Catholic,Wayne,Grosse Pointe Public Schools,39,,94.9,5.1,,,42.395528,-82.895811
683,Michigan,2018-19,Stadium Drive Elementary,Oakland,Lake Orion Community Schools,99,,94.9,5.1,,,42.754501,-83.241286
684,Michigan,2018-19,Sunset Lake Elementary,Kalamazoo,Vicksburg Community Schools,98,,94.9,3.1,,,42.1233079,-85.5407735
685,Michigan,2018-19,Thirkell Elementary,Detroit,Detroit Public Schools Community District,79,,94.9,3.8,,,42.3668409,-83.0964895
686,Michigan,2018-19,Waterloo,Monroe,Monroe Public Schools,39,,94.9,5.1,,,41.920523,-83.425952
687,Michigan,2018-19,Arthur Eddy K-8 Academy,Saginaw,Saginaw City School District,58,,94.8,0,,,43.4423797,-83.9094823
688,Michigan,2018-19,Bark River - Harris Schools,Delta,Bark River-Harris School District,58,,94.8,3.4,,,45.7023805,-87.3448971
689,Michigan,2018-19,Barnard Elementary,Oakland,Troy School District,77,,94.8,1.3,,,42.573157,-83.105352
690,Michigan,2018-19,Countryside Charter School-Elementary,Berrien,Countryside Charter,77,,94.8,3.9,,,42.0791699,-86.3427591
691,Michigan,2018-19,Cromie Elementary,Macomb,Warren Consolidated Schools,96,,94.8,1,,,42.513392,-83.013454
692,Michigan,2018-19,Donley,Ingham,East Lansing School District,58,,94.8,3.4,,,42.7544998,-84.4601296
693,Michigan,2018-19,Edgemont Elementary,Wayne,Van Buren Public Schools,77,,94.8,2.6,,,42.206448,-83.472859
694,Michigan,2018-19,Greenwood Elementary,Macomb,Lakeview Public Schools (Macomb),58,,94.8,5.2,,,42.49801,-82.911445
695,Michigan,2018-19,Gudith Elementary,Wayne,Woodhaven-Brownstown School District,97,,94.8,1,,,42.170423,-83.253589
696,Michigan,2018-19,Loon Lake Elementary,Oakland,Walled Lake Consolidated Schools,77,,94.8,3.9,,,42.542128,-83.513044
697,Michigan,2018-19,Parma Elementary,Jackson,Western School District,77,,94.8,5.2,,,42.254323,-84.5971
698,Michigan,2018-19,Post Franklin,Calhoun,Battle Creek Public Schools,116,,94.8,0.9,,,42.308572,-85.173375
699,Michigan,2018-19,Reach Charter Academy,Macomb,Reach Academy,77,,94.8,2.6,,,42.48229,-82.924571
700,Michigan,2018-19,Southwood Elementary,Kent,Kentwood Public Schools,77,,94.8,2.6,,,42.843756,-85.648147
701,Michigan,2018-19,Townsend Elementary,Jackson,Vandercook Lake Public Schools,58,,94.8,1.7,,,42.188973,-84.387401
702,Michigan,2018-19,West Elementary,Kent,Wyoming Public Schools,96,,94.8,0,,,42.8952109,-85.7109458
703,Michigan,2018-19,Alexander Elementary,Lenawee,Adrian City School District,76,,94.7,3.9,,,41.906764,-84.042782
704,Michigan,2018-19,Auburn Elementary,Bay,Bay City School District,75,,94.7,0,,,43.604295,-84.06548
705,Michigan,2018-19,Central Elementary,Kalamazoo,Parchment School District,76,,94.7,0,,,42.3299302,-85.5906382
706,Michigan,2018-19,Collins Elementary,Kent,Forest Hills Public Schools,75,,94.7,5.3,,,42.960212,-85.561519
707,Michigan,2018-19,East Leonard Elementary,Kent,Grand Rapids Public Schools,38,,94.7,5.3,,,42.9838271,-85.6592209
708,Michigan,2018-19,Faith Lutheran,Bay,Bangor Township Schools,19,,94.7,5.3,,,43.62523,-83.930421
709,Michigan,2018-19,Fulton Elementary,Gratiot,Fulton Schools,38,,94.7,0,,,43.173624,-84.711756
710,Michigan,2018-19,Gardens Elementary,St. Clair,Marysville Public Schools,76,,94.7,2.6,,,42.921928,-82.491765
711,Michigan,2018-19,Good Shepherd Lutheran KD,Saginaw,Saginaw Township Community Schools,19,,94.7,0,,,43.431947,-84.0212964
712,Michigan,2018-19,Holland Language Academy at Van Raallte,Ottawa,Holland City School District,75,,94.7,4,,,42.77979,-86.119253
713,Michigan,2018-19,Kurtz Elementary,Oakland,Huron Valley Schools,76,,94.7,5.3,,,42.59159,-83.586992
