index,state,year,name,county,enroll,mmr,overall,xmed,xper,xrel,lat,lng
142,Oregon,2018-19,Rosedale Elementary,Washington,51,97.6076555,95.93301435,0.2392344498,1.674641148,,45.491401,-122.914765
143,Oregon,2018-19,Glenfair Elementary,Multnomah,86,97.60348584,96.2962963,0,0.2178649237,,45.525731,-122.506009
144,Oregon,2018-19,Vale Elementary,Malheur,90,97.60348584,97.60348584,0,2.396514161,,43.978477,-117.242964
145,Oregon,2018-19,Keizer Elementary,Marion,107,97.6022567,96.33286319,0,1.551480959,,45.006163,-123.039656
146,Oregon,2018-19,Delementaryert View Elementary,Umatilla,93,97.59036145,97.24612737,0.1721170396,1.204819277,,45.830311,-119.304655
147,Oregon,2018-19,Lyle Elementary,Polk,103,97.58454106,95.41062802,0,0.9661835749,,44.928454,-123.320551
148,Oregon,2018-19,Dufur,Wasco,28,97.56838906,96.96048632,0,2.127659574,,45.455037,-121.123466
149,Oregon,2018-19,Rose City Park,Multnomah,102,97.56554307,95.13108614,0,0.7490636704,,45.5393776,-122.6063014
150,Oregon,2018-19,Arlington Community Charter,Gilliam,13,97.56097561,97.56097561,0,1.829268293,,45.712229,-120.19994
151,Oregon,2018-19,London,Lane,8,97.56097561,92.68292683,0,2.43902439,,43.649081,-123.083118
152,Oregon,2018-19,Wright Elementary,Marion,51,97.56097561,96.09756098,0,1.463414634,,44.896088,-123.048049
153,Oregon,2018-19,El Puente,Clackamas,50,97.55244755,95.45454545,0,2.097902098,,45.44174,-122.634378
154,Oregon,2018-19,Sabin Elementary,Multnomah,89,97.54464286,95.53571429,0,1.116071429,,45.55207,-122.647778
155,Oregon,2018-19,Hilda Lahti Elementary,Clatsop,36,97.54385965,95.0877193,0,1.754385965,,46.162497,-123.623003
156,Oregon,2018-19,Hall Elementary,Multnomah,67,97.51861042,94.78908189,0,0.9925558313,,45.514442,-122.406468
157,Oregon,2018-19,Lafayette Elementary,Linn,47,97.50778816,97.19626168,0,1.557632399,,44.612709,-123.091881
158,Oregon,2018-19,Morningside Elementary,Marion,52,97.50692521,96.67590028,0.2770083102,0.5540166205,,44.904448,-123.032041
159,Oregon,2018-19,Tualatin Elementary,Washington,73,97.49478079,96.24217119,0.2087682672,1.461377871,,45.376026,-122.767976
